[0.00118336],[0.03320413],[0.82745639],[-0.06689575],[0.17436901],[0.25161037],[-0.05324458],[-0.01014822],[0.79003276],[-0.11436057],[0.113798],[0.22601567],[0.06329932],[0.07414977],[0.85646862],[-0.00170382],[0.23875947],[0.28475001]
[-0.70275727],[-0.18320844],[0.45016727],[0.52038642],[0.63598631],[0.39680722],[-1.03395535],[-0.29549869],[0.37326661],[0.33072133],[0.48330985],[0.29455236],[-0.49922908],[-0.07555488],[0.5131239],[0.68341683],[0.81625232],[0.57826172]
[-0.03703024],[-0.45835849],[-0.65326844],[-0.90870768],[0.21308338],[-0.74812572],[-0.05488161],[-0.4966251],[-0.82788303],[-0.95260374],[0.1795442],[-0.9850894],[-0.01848529],[-0.41823815],[-0.54659839],[-0.87202907],[0.25089969],[-0.62975506]
[-0.52086006],[-0.22638613],[0.50971028],[-0.10485441],[-0.01476782],[-0.22752322],[-0.67098678],[-0.36710577],[0.36819576],[-0.24511794],[-0.15279389],[-0.36900271],[-0.36837735],[-0.1054719],[0.66353996],[0.07783629],[0.14442155],[-0.11081402]
[-0.24805822],[-0.04355364],[-0.97136398],[-0.01558962],[-0.10215207],[-0.25907477],[-0.36527053],[-0.10606436],[-1.04628833],[-0.1266117],[-0.29243664],[-0.36205101],[-0.1653764],[-0.00254666],[-0.91826395],[0.09360051],[0.08411619],[-0.17315193]
[-0.22521106],[-0.1474031],[0.47589128],[0.1324206],[-0.57178553],[0.67789729],[-0.58517971],[-0.3154068],[-3.14432858e-33],[-0.03922449],[-0.89592399],[-4.35638156e-33],[-0.05391439],[0.02021618],[0.65368508],[0.59791524],[-0.35581132],[0.88582524]
[0.17877716],[0.00023287],[0.9086636],[-0.94664394],[-0.15109626],[-0.09138669],[0.16021467],[-0.0116584],[0.87516322],[-0.96485963],[-0.23222172],[-0.1230793],[0.20206687],[0.0092527],[0.94639752],[-0.93009575],[-0.07448637],[-0.04831295]
[0.05742106],[-0.20185701],[0.8915178],[0.4827662],[-0.00895522],[0.0753509],[-0.02054309],[-0.32116686],[0.83336704],[0.35792767],[-0.14228546],[0.03662581],[0.28048653],[-0.14811344],[0.93791695],[0.58538244],[0.17505572],[0.17116361]
[-0.28094754],[-0.07910698],[0.80508432],[-0.25783748],[0.36046988],[-0.12743308],[-0.37970028],[-0.14207538],[0.73641355],[-0.3766263],[0.27997266],[-0.2038081],[-0.20295568],[-0.01758431],[0.86444636],[-0.13375007],[0.44345144],[-0.06688613]
[0.09737865],[-0.45798771],[-0.50055523],[-0.84344266],[0.24372585],[-0.41630886],[0.05732578],[-0.50637286],[-0.57845658],[-0.8784379],[0.19631461],[-0.50791922],[0.14823574],[-0.41915699],[-0.43986615],[-0.79777926],[0.28077989],[-0.31011748]
[0.11607331],[0.01327233],[0.57439596],[-0.98820443],[0.02083106],[-0.38877734],[0.07513062],[-0.02015828],[0.40768092],[-1.05095257],[-0.07498446],[-0.56617316],[0.18407081],[0.0877033],[0.73250044],[-0.83181482],[0.13971239],[-0.20516445]
[-0.18229771],[-0.07885491],[0.59305379],[-0.82755733],[-0.10613103],[-0.41935868],[-0.28195549],[-0.16481953],[0.25765448],[-0.94340981],[-0.39074811],[-0.66279362],[-0.00768489],[0.0773991],[0.73503737],[-0.65582805],[-0.00914725],[-0.2508166]
[-0.02488087],[-0.06006567],[0.32955305],[-0.55062104],[-0.36304169],[-0.64318505],[-0.157698],[-0.1324171],[0.11474538],[-0.71011361],[-0.56262579],[-0.85630012],[0.41042428],[0.01161473],[0.53026724],[-0.34647095],[-0.19998236],[-0.39158416]
[-0.03496376],[0.02552144],[0.94685298],[-0.20276853],[-0.05816809],[-0.03397889],[-0.13968275],[-0.01792857],[0.90388181],[-0.31648362],[-0.13364241],[-0.07778258],[0.04654193],[0.0713052],[0.98244859],[-0.11135509],[0.00795678],[-0.00562871]
[0.07756868],[0.28070827],[-0.63526443],[-0.88043834],[-0.26493426],[0.07857524],[-0.12995897],[0.17061671],[-0.9156496],[-1.0469705],[-0.41713135],[-0.09310957],[0.18962007],[0.43914889],[-0.41230138],[-0.72764276],[-0.14843712],[0.28265031]
[0.12186904],[0.40247125],[-0.07663853],[-0.01396597],[-0.14410651],[-1.04961078],[0.0339295],[0.24827808],[-0.4406426],[-0.21789378],[-0.56222276],[-1.26503757],[0.33984315],[0.71725887],[0.08583058],[0.49824064],[0.00717143],[-0.71785121]
[-0.08371208],[-0.40216764],[0.29964389],[-0.54411835],[-0.2286014],[0.73472875],[-0.25770035],[-0.48428297],[0.23415302],[-0.64902253],[-0.29237495],[0.68325567],[0.03223817],[-0.3264341],[0.35829032],[-0.47731906],[-0.16475432],[0.79476183]
[-0.20895968],[0.02456008],[0.92098364],[0.23341786],[0.46757634],[-0.02806493],[-0.30044528],[0.00620194],[0.88682915],[0.19461593],[0.40261903],[-0.04700774],[-0.15000201],[0.0448353],[0.95507443],[0.28981911],[0.5552208],[-0.01441576]
[-0.11249278],[-0.12635335],[0.77581578],[0.46181381],[0.33151145],[0.27778604],[-0.25938658],[-0.18182201],[0.63127205],[0.35145739],[0.16536751],[0.13233759],[0.01787262],[-0.0626717],[0.9202711],[0.56032355],[0.49810447],[0.49561258]
[0.26065724],[-0.32167951],[-0.13414468],[-0.03661925],[0.37135277],[0.88332462],[0.21243874],[-0.39122878],[-0.18805456],[-0.10801766],[0.32224839],[0.84954464],[0.31352842],[-0.2646479],[-0.10303912],[0.05184854],[0.44227051],[0.91645052]
[-0.53978696],[-0.14250639],[0.3177194],[-0.52904428],[-0.90403374],[-0.65718219],[-0.75167186],[-0.28617924],[-0.26949914],[-0.84259467],[-1.53746251],[-0.78070201],[-0.35798354],[-0.00433887],[0.56177775],[-0.10191703],[-0.64465735],[-0.55395185]
[-0.13757274],[0.10784178],[-0.66694326],[0.52655555],[0.61182155],[-0.18523156],[-0.27997249],[0.04508261],[-0.78506499],[0.23237975],[0.3736942],[-0.32675887],[0.06052277],[0.15625148],[-0.56730398],[0.71611928],[0.8456444],[-0.05781445]
[-0.24775993],[-0.05460822],[1.0703466],[0.80952406],[0.37640084],[-0.15895754],[-0.28465018],[-0.07882284],[1.04302105],[0.77969116],[0.33949239],[-0.17762343],[-0.19468849],[-0.03581337],[1.09856374],[0.84118346],[0.42356778],[-0.13998375]
[-0.12621703],[0.03709448],[0.3277713],[0.71777875],[-0.28569856],[-1.03279662],[-0.21926825],[-0.02414772],[0.24352811],[0.66577313],[-0.41028136],[-1.12757949],[-0.04332928],[0.11387896],[0.42096582],[0.77738356],[-0.1796088],[-0.95390538]
[0.23958129],[-0.11210831],[-0.10394502],[-0.32449789],[-0.16595386],[-0.46203143],[0.09465648],[-0.57403644],[-0.46274904],[-0.6297173],[-0.28307246],[-0.89025339],[0.64123774],[-0.07348829],[-0.03825157],[-0.18431175],[-0.06638039],[-0.27637971]
[-0.11375103],[0.09287332],[0.08115785],[-0.06890482],[0.05589129],[0.31772095],[-0.18916994],[0.04953518],[-0.05402796],[-0.14622876],[-0.05548857],[0.20070403],[-0.0487784],[0.14968152],[0.19960399],[0.01312557],[0.13734953],[0.53756994]
[-0.25786139],[0.02292824],[1.02281586],[-0.26870697],[0.46685615],[0.09277999],[-0.32083416],[-0.01922128],[0.98882743],[-0.39000042],[0.42049503],[0.06879715],[-0.19606876],[0.05967328],[1.05704982],[-0.19246375],[0.52103329],[0.12072685]
[-0.10613454],[0.02341824],[0.26794825],[0.44524564],[-0.4393296],[0.09343859],[-0.58257015],[-0.08132034],[0.03502724],[-0.01911455],[-1.01366934],[0.01278785],[0.16832476],[0.13635535],[0.3451834],[0.90047027],[0.11137424],[0.19287802]
[-0.10784616],[-0.27612623],[-0.63666248],[0.59690175],[-0.06855481],[-0.11902611],[-0.2062833],[-0.36553005],[-0.76890895],[0.38016307],[-0.24807068],[-0.32804874],[-0.02253358],[-0.20919191],[-0.49102578],[0.78648739],[0.04089406],[0.13303261]
[0.00033207],[-0.07227416],[0.9512634],[0.94490409],[-0.1311377],[-0.00488229],[-0.02347721],[-0.08137131],[0.91137528],[0.92698973],[-0.18033249],[-0.03367931],[0.02530217],[-0.06331836],[0.98386644],[0.96536117],[-0.07900161],[0.03284297]
[0.35007108],[-0.41029908],[0.41162162],[0.5898605],[-0.47929956],[-0.23430444],[0.19504074],[-0.66668396],[0.18689249],[0.37101733],[-0.71728247],[-0.4103452],[0.49401927],[-0.25152024],[0.54575414],[0.76824201],[-0.2926484],[-0.0301576]
[0.35076413],[-0.27166927],[0.03561529],[0.2034977],[0.28044021],[0.86229297],[0.2003024],[-0.34499121],[-0.03550857],[0.07181717],[0.13612379],[0.79037642],[0.49545035],[-0.18257516],[0.09543841],[0.33449487],[0.45768413],[0.96178984]
[0.0408015],[-0.15153765],[-0.82337494],[0.43673245],[0.04272666],[0.10827301],[-0.03157709],[-0.18378507],[-0.87461498],[0.35038575],[-0.06930152],[0.05177171],[0.18885373],[-0.11385355],[-0.7683204],[0.52466459],[0.12317133],[0.15988453]
[0.13984299],[-0.12085126],[-0.90878299],[-0.77791468],[-0.08619228],[-0.0357237],[0.01813057],[-0.23787676],[-1.04333858],[-0.92685667],[-0.31016481],[-0.16849795],[0.25562604],[-0.04297372],[-0.80105778],[-0.63782618],[0.15411936],[0.06294126]
[-0.61517024],[-0.07068227],[0.97090172],[0.3271792],[0.72343892],[0.19610606],[-0.67581398],[-0.08516831],[0.95093788],[0.28104128],[0.69780654],[0.17717794],[-0.54913506],[-0.05241438],[0.99000255],[0.39480896],[0.74686388],[0.21838668]
[-0.07747586],[0.04790355],[-0.17684682],[0.79588798],[-0.05151557],[1.12023406],[-0.12235483],[0.01154869],[-0.27459305],[0.74542144],[-0.13606168],[1.02128545],[-0.0409905],[0.07175545],[-0.08093014],[0.83516098],[0.06632701],[1.22410985]
[-0.03113977],[0.06982649],[-0.08078768],[-0.54097483],[0.21971004],[1.24400728],[-0.20753367],[0.02047573],[-0.16251948],[-0.71833541],[0.00591797],[1.14667701],[0.17383302],[0.19333272],[0.00764091],[-0.1979504],[0.42091577],[1.33700348]
[0.08323171],[-0.10141824],[-1.10055287],[0.65174122],[0.45089822],[1.44854917],[-0.06658724],[-0.20916679],[-1.2578884],[0.41456579],[0.27744399],[1.03238204],[0.18220779],[0.08929805],[-0.81237334],[0.88067686],[0.67753057],[1.64826178]
[-0.19532695],[-0.13886267],[-0.97616113],[0.81595617],[-0.3317653],[0.7833367],[-0.34645942],[-0.22372684],[-1.12280595],[0.73473393],[-0.52230217],[0.6850775],[-0.13557882],[-0.05781986],[-0.8550951],[0.87215264],[-0.16715781],[0.9502132]
[-0.23468121],[-0.23012962],[-0.47188254],[0.65957947],[0.0155441],[-0.1120276],[-0.3033195],[-0.30380309],[-0.5686265],[0.59758495],[-0.0935135],[-0.18814389],[-0.16533197],[-0.150688],[-0.36068962],[0.73802279],[0.10263197],[-0.02768724]
[0.17759781],[0.12212379],[0.17060479],[0.31791879],[-0.33534813],[0.75588599],[-0.0047416],[0.01596932],[0.04316056],[0.09620889],[-0.72233433],[0.57667657],[0.40131475],[0.22264766],[0.29411448],[0.552305],[-0.0825181],[0.98349634]
[0.16911784],[-0.12745236],[0.60871915],[-0.77331179],[-0.57521],[-0.18325761],[0.01837159],[-0.22267974],[0.19592451],[-0.91291768],[-1.0547152],[-0.45582732],[0.30962404],[-0.02271504],[1.03320111],[-0.54423813],[-0.26439715],[0.03351199]
[0.07973355],[0.09806111],[-1.18447767],[0.53467765],[0.5234409],[1.4662024],[-0.00997962],[-0.04409737],[-1.63638224],[-0.1353325],[0.35860644],[1.03655932],[0.25725573],[0.762234],[-0.60896226],[0.91869904],[1.16182879],[2.37037856]
[-0.41811331],[-0.08179085],[-0.47120106],[0.65472395],[0.19745647],[-0.56335841],[-0.53623503],[-0.14614267],[-0.55016621],[0.51245993],[0.0391646],[-0.63340777],[-0.30241582],[-0.0242355],[-0.40782534],[0.82891399],[0.36053213],[-0.51533428]
[0.31401719],[-0.21427982],[1.2373541],[1.00986956],[-0.26493037],[-0.90224615],[0.23783436],[-0.46174918],[0.27024919],[0.94075353],[-0.40242897],[-1.47556335],[0.42092199],[0.00483094],[1.79906896],[1.17043014],[-0.10551038],[0.05351272]
[0.33508631],[0.02886351],[0.28184424],[-0.13535841],[0.36616835],[-0.04370609],[0.22293507],[-0.09952734],[0.1619585],[-0.29140741],[0.19727821],[-0.16707336],[0.54939268],[0.10382655],[0.41399033],[0.04191459],[0.72702735],[0.09604738]
[-0.08813082],[-0.48615432],[0.98694279],[0.90395951],[0.05709708],[-0.30509716],[-0.15829048],[-0.53432094],[0.85425801],[0.83791868],[-0.02047874],[-0.39320699],[-0.01902351],[-0.44596423],[1.08816402],[1.00114044],[0.12872139],[-0.16184601]
[0.23609777],[0.13616173],[0.72762093],[-0.39639985],[-0.28450628],[0.18390044],[0.1371244],[0.05063065],[0.57136885],[-0.58558519],[-0.53825034],[0.08749398],[0.50986854],[0.26670275],[0.84354132],[-0.18569566],[-0.10753534],[0.43208451]
[-0.2652796],[-0.0804252],[0.3105149],[-0.22212302],[0.58301097],[0.05887997],[-0.89225544],[-0.18905925],[0.19013195],[-0.3831139],[0.24695987],[-0.14228614],[-0.10715734],[0.00928761],[0.39123505],[0.02137634],[0.98543626],[0.25698312]
[-0.2013638],[-0.18813216],[0.40150388],[-0.09149198],[-0.09998747],[-0.18856607],[-0.33196697],[-0.25156337],[0.22168463],[-0.27604672],[-0.23741399],[-0.32825303],[-0.00577139],[-0.13199303],[0.50704843],[0.00476692],[0.08954204],[-0.0887774]
[0.07463901],[0.03380668],[-0.54761235],[0.50135344],[-0.24140573],[-0.35679369],[-0.04124279],[-0.0139288],[-0.6560173],[0.38176197],[-0.57200649],[-0.55492813],[0.3893717],[0.24351641],[-0.37391671],[0.65804622],[0.08076921],[-0.2158854]
[-0.24808192],[0.00249884],[-0.64992704],[0.81404313],[-0.00234531],[-0.39175894],[-0.45491125],[-0.03309406],[-0.69074627],[0.74865263],[-0.06877623],[-0.42853348],[-0.18654936],[0.01922508],[-0.61063916],[0.89388798],[0.07900968],[-0.35416439]
[0.20937377],[0.01787239],[0.98061768],[0.62168365],[-0.01849655],[-0.95123771],[0.13645436],[-0.05585987],[0.90071127],[0.56419117],[-0.09002991],[-1.03395445],[0.40127509],[0.11223011],[1.04185749],[0.68729973],[0.04382506],[-0.82990249]
[0.18994213],[0.01428462],[0.25592931],[-0.24901572],[0.01917577],[-0.60042136],[-9.29413807e-05],[-0.07168268],[0.06119024],[-0.43346689],[-0.12929274],[-0.76020412],[0.50192739],[0.11530333],[0.49412269],[-0.07002977],[0.1505074],[-0.36317457]
[-0.08871621],[0.05339454],[0.77493924],[0.85557567],[-0.41025292],[0.06357014],[-0.15145908],[-0.05181909],[0.66179568],[0.8010038],[-0.51965087],[-0.02798702],[-0.03593543],[0.09057505],[0.8580559],[0.89570966],[-0.32842877],[0.17562265]
[0.01590036],[-0.25682157],[0.09233085],[0.4287943],[-0.48806983],[0.30741251],[-0.05957994],[-0.45710789],[-0.18469875],[0.28144587],[-0.61944535],[0.15144627],[0.18910459],[-0.10266627],[0.21853839],[0.57643044],[-0.32814646],[0.56494109]
[0.13972093],[0.20720293],[0.5646865],[0.7301928],[0.34116989],[0.10342983],[0.01576104],[0.11780155],[0.25437148],[0.6152113],[0.12266719],[-0.13930228],[0.24783262],[0.44700557],[0.82351516],[0.83718413],[0.44505461],[0.52723866]
[0.15020106],[0.02780484],[1.0975496],[0.82103854],[0.43636408],[-0.19885164],[0.10740928],[-0.02650869],[0.99537288],[0.77202837],[0.34652066],[-0.301908],[0.20593808],[0.06514449],[1.19815419],[0.88690307],[0.53418908],[-0.07706159]
[-0.06007832],[-0.1779505],[1.15561878],[0.90265982],[0.33775915],[-0.6994101],[-0.20567759],[-0.27525736],[0.99736492],[0.79910469],[0.205952],[-0.81890262],[0.08574393],[-0.11945453],[1.30374149],[1.02064949],[0.54686976],[-0.56515395]
[0.0941723],[-0.41385061],[-0.55961456],[0.88334211],[0.00586936],[-0.03777292],[0.02079689],[-0.52327303],[-0.77967774],[0.83250134],[-0.07957893],[-0.22626321],[0.18792296],[-0.33248512],[-0.36933853],[0.92868258],[0.09959883],[0.2461441]
[-0.1095272],[0.04670025],[0.11664667],[0.6943409],[-0.0128909],[-1.04956044],[-0.17662925],[-0.02988084],[-0.04456574],[0.64444739],[-0.12365482],[-1.22328658],[-0.05765963],[0.11092447],[0.26372312],[0.75051722],[0.10773471],[-0.90812207]
