CO2 on Temperature,Aerosols on Temperature,Specific Humidity on Temperature,Specific Humidity on Aerosols,CO2 on Temperature interval 1,Aerosols on Temperature interval 1,Specific Humidity on Temperature interval 1,Specific Humidity on Aerosols interval 1,CO2 on Temperature interval 2,Aerosols on Temperature interval 2,Specific Humidity on Temperature interval 2,Specific Humidity on Aerosols interval 2
[0.06646433],[-0.38562244],[-0.72284946],[1.24353325],[0.38694173],[-0.6939417],[-1.74994081],[1.07068372],[1.75750039],[0.06518983],[-0.7832012],[1.37092159]
[-0.79450666],[-0.49522097],[0.17081108],[0.52675477],[-0.9628717],[-0.66329752],[-0.04951567],[-0.40626541],[-0.53568248],[-0.34166638],[0.26164577],[0.72674166]
[-0.70618811],[0.27931157],[-0.01468784],[0.92362913],[-0.92140302],[-0.06062705],[-0.66381271],[0.66199828],[-0.56030048],[1.00863302],[0.25030307],[1.20398814]
[-0.76299506],[-0.32972509],[0.01702827],[-0.95779391],[-1.16145196],[-0.42806373],[-0.06773506],[-1.28740494],[-0.54199148],[-0.12440369],[0.14470375],[-0.85182772]
[-0.57016644],[-0.1841132],[0.19855907],[-0.21039558],[-0.94544301],[-0.83926034],[-0.27724553],[-0.74304022],[-0.2219455],[0.48891166],[1.03128195],[0.67443234]
[-0.73199852],[-0.17478471],[-0.11193404],[-1.01556082],[-1.82988267],[-1.33151954],[-0.97340733],[-1.25323702],[0.35758083],[1.29732991],[1.03196716],[-0.14484165]
[-0.87665686],[0.08106723],[0.57714569],[-0.54494592],[-1.08341216],[-0.11934391],[0.39872969],[-0.94851848],[-0.60560377],[0.26841743],[0.74961508],[-0.1364651]
[-0.75333923],[-0.10554449],[0.01440605],[0.63828099],[-1.32636002],[-0.70257605],[-0.63480237],[0.50170084],[-0.54131584],[1.12884406],[0.3469735],[0.90064598]
[-2.55155974],[1.71974718],[-1.11522532],[-0.89993371],[-3.25106325],[1.20213574],[-2.00213134],[-1.00408568],[-1.22728291],[2.0114607],[0.01137216],[-0.78738882]
[-0.33146048],[-0.29667992],[-0.2538241],[0.18270477],[-0.47613011],[-0.39190188],[-0.96775255],[-0.14870165],[-0.1720249],[-0.22214532],[-0.03651296],[0.86452662]
[0.64408154],[0.31921851],[-0.71937437],[0.43427022],[0.8888686],[0.31587851],[-1.24132145],[-0.13129788],[1.92375617],[0.74291034],[-0.77976869],[0.69061657]
[-0.74084088],[-0.24557133],[-0.27731443],[0.02608551],[-1.11173957],[-1.23600483],[-0.67129324],[-75817.4328801],[1.32284433],[0.09757726],[57155.66667384],[1051.67508912]
[-0.22755377],[-0.37033217],[-0.60341616],[0.35161521],[-1.93770803],[-0.81561711],[-1.66535576],[-0.12689592],[0.60479736],[0.02357207],[0.01584682],[0.74460743]
[0.39049923],[-0.85764216],[-0.47366782],[0.84626219],[0.21717483],[-1.33668812],[-0.85129549],[0.69800237],[1.22573089],[-0.35947361],[-0.38879317],[1.02615152]
[-0.23640558],[0.02130889],[-0.09085071],[-0.00953403],[-0.939976],[-0.32315931],[-0.47920221],[-0.18459508],[-0.04510044],[0.57242622],[0.05991695],[0.23376401]
[-0.71914958],[0.00492564],[0.30107828],[-0.03288982],[-0.86994078],[-0.04554435],[0.19569089],[-0.44781327],[-0.66534823],[0.176107],[0.37908723],[0.2736059]
[0.20542942],[-0.31422166],[-0.86221145],[0.61075155],[0.14616604],[-0.86008842],[-0.93635893],[0.19576237],[1.46426099],[-0.0541672],[-0.33386552],[0.83293306]
[-0.53725099],[-0.05628757],[0.32177722],[0.13744039],[-0.74065455],[-0.15440992],[0.21831029],[-0.27931185],[-0.30432804],[-0.01357546],[0.46314768],[0.51830091]
[0.31285773],[-0.05194602],[0.76256383],[1.21172997],[-0.21021968],[-0.78036385],[-0.21455209],[0.96206902],[1.3449332],[0.4469362],[2.07647298],[1.87681182]
[-0.02213746],[-0.28672535],[-0.31118432],[0.37092973],[-0.66377994],[-0.78004039],[-1.13273187],[0.23815064],[0.70856845],[-0.12335172],[0.29522136],[0.83539599]
[0.16895147],[-0.88016066],[0.04952574],[-0.01089334],[-0.0354033],[-1.49358126],[-0.1739526],[-0.35361368],[0.70586906],[-0.37203855],[0.77733412],[0.10971887]
[0.04819592],[-0.11095719],[-0.92770555],[-0.54286525],[-1.11375021],[-0.42222508],[-1.2261694],[-1.01661127],[0.41630716],[0.37771049],[-0.2500309],[-0.22689699]
[-0.71426798],[0.05067682],[0.67586418],[-0.63770093],[-1.4394247],[-1.35851344],[-0.20239529],[-1.70144662],[0.17208927],[0.74051911],[1.83715172],[-0.27793017]
[-0.33260155],[0.34109444],[-1.06377113],[-0.60604053],[-0.68323779],[0.07007414],[-1.38002784],[-1.06482262],[-0.02090454],[0.66668139],[-0.75725588],[-0.00589199]
[-0.23846867],[-0.51461237],[0.35946166],[-0.87035913],[-0.30302404],[-0.78471704],[0.27421741],[-1.12576772],[0.0198037],[-0.43418715],[0.40895301],[-0.61655617]
[-0.15346422],[-0.91857625],[-0.17228596],[0.58514905],[-0.39333247],[-1.25802485],[-0.34669703],[0.30355187],[0.09688942],[-0.65355105],[-0.04534379],[0.85042208]
[-0.65528369],[-0.08806537],[0.24224213],[-0.67198214],[-1.10402568],[-0.86188132],[-1.22883437],[-1.17673474],[-0.34704418],[0.25839942],[0.56759979],[-0.21915315]
[-0.37875522],[-0.46687143],[0.4052712],[-0.44152919],[-0.68378626],[-1.01397688],[0.30148816],[-0.70484486],[0.09568227],[0.04260151],[0.69765939],[-0.21383132]
[-0.62889172],[-0.4089744],[0.39102008],[0.50064947],[-1.9710498],[-0.79099659],[0.01251461],[0.15039854],[0.94582056],[-0.20318558],[0.76177156],[0.78474128]
