time,albedo,alt,base_time,corr_soil_heat_flow_1,corr_soil_heat_flow_2,corr_soil_heat_flow_3,down_long,down_short_hemisp,energy_storage_change_1,energy_storage_change_2,energy_storage_change_3,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_capacity_2,soil_heat_capacity_3,soil_heat_flow_1,soil_heat_flow_2,soil_heat_flow_3,soil_moisture_1,soil_moisture_2,soil_moisture_3,soil_temp_1,soil_temp_2,soil_temp_3,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_2,surface_soil_heat_flux_3,surface_soil_heat_flux_avg,time_offset,up_long,up_short_hemisp,wetness
2024-12-09 00:00:00,0.4222211,64.0,2024-12-09,,,,296.0237,-9.42482,,,,39.3105,-76.62375,-79.83649,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 00:00:00,370.4145,-3.968271,3.037245
2024-12-09 00:30:00,0.5234505,64.0,2024-12-09,,,,295.6155,-9.27685,,,,39.3105,-76.62375,-79.21326,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 00:30:00,370.3838,-4.871209,3.037261
2024-12-09 01:00:00,0.4380965,64.0,2024-12-09,,,,293.068,-9.249525,,,,39.3105,-76.62375,-77.97931,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 01:00:00,365.8098,-4.028739,3.037293
2024-12-09 01:30:00,0.4047116,64.0,2024-12-09,,,,290.3737,-9.05192,,,,39.3105,-76.62375,-76.38705,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 01:30:00,361.3383,-3.664374,3.037122
2024-12-09 02:00:00,0.3980175,64.0,2024-12-09,,,,289.0285,-8.992907,,,,39.3105,-76.62375,-73.82144,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 02:00:00,357.4146,-3.601751,3.036745
2024-12-09 02:30:00,0.4233667,64.0,2024-12-09,,,,286.8177,-8.978287,,,,39.3105,-76.62375,-72.76859,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 02:30:00,354.3889,-3.785868,3.036176
2024-12-09 03:00:00,0.3687024,64.0,2024-12-09,,,,285.5469,-8.041351,,,,39.3105,-76.62375,-70.57764,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 03:00:00,350.9756,-2.961388,3.035263
2024-12-09 03:30:00,0.356276,64.0,2024-12-09,,,,285.668,-8.327883,,,,39.3105,-76.62375,-67.51855,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 03:30:00,347.7878,-2.986222,3.033924
2024-12-09 04:00:00,0.426126,64.0,2024-12-09,,,,285.9772,-7.598325,,,,39.3105,-76.62375,-63.16232,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 04:00:00,344.68,-3.223327,3.032759
2024-12-09 04:30:00,0.3940791,64.0,2024-12-09,,,,288.519,-7.472203,,,,39.3105,-76.62375,-58.61914,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 04:30:00,342.5532,-2.95048,3.031108
2024-12-09 05:00:00,0.4437662,64.0,2024-12-09,,,,290.1063,-6.816472,,,,39.3105,-76.62375,-54.89932,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-09 05:00:00,341.1589,-3.02143,3.029916
