row_index,var_pair,lag,coef
0,P_P,1,0.5343017070501004
0,P_P,2,0.2799197677052115
0,T_T,1,0.8169555801283499
0,T_T,2,0.7175192821895223
0,T_T,3,0.630512943266052
0,T_T,4,0.5507400160424644
0,T_T,5,0.48301755835663357
0,T_H,0,0.18563362036492695
0,T_H,1,0.16207421880543385
0,T_H,2,0.14344282558571025
0,T_H,3,0.11941248716414571
0,H_T,0,0.18563362036492695
0,H_T,1,0.16671475282284312
0,H_T,2,0.1453221627715365
0,H_T,3,0.13458894186456186
0,H_T,4,0.11802312704376935
0,H_T,5,0.10828119504066024
0,H_H,1,0.8397281915698359
0,H_H,2,0.7534318996807321
0,H_H,3,0.6805587752618116
0,H_H,4,0.6133239931596962
0,H_H,5,0.551134773655611
0,T_aero,0,0.0061817984271026385
0,T_aero,1,0.0037268335913243997
0,T_aero,2,0.0069477862821206845
0,T_aero,3,0.010584910394178575
0,T_aero,4,0.0048142517535146616
0,T_aero,5,-0.000214288645675884
0,H_aero,0,-0.031103519380395822
0,H_aero,1,-0.027863788006835196
0,H_aero,2,-0.022002737333045013
0,H_aero,3,-0.01645769159801256
0,H_aero,4,-0.012972475496171705
0,H_aero,5,-0.0058953861689949915
0,aero_T,0,0.0061817984271026385
0,aero_T,1,0.011888614687772274
0,aero_T,2,0.01276862761297364
0,aero_T,3,0.011012230621237698
0,aero_T,4,0.009028315603269246
0,aero_T,5,0.017049958301779283
0,aero_H,0,-0.031103519380395822
0,aero_H,1,-0.022390245395968265
0,aero_H,2,-0.013307251245420981
0,aero_H,3,-0.006770256396664014
0,aero_H,4,-0.005331474774950659
0,aero_H,5,-0.0001594238859258168
0,aero_aero,1,0.8352277060549107
0,aero_aero,2,0.734674980107102
0,aero_aero,3,0.6468728391813098
0,aero_aero,4,0.5733204846575173
0,aero_aero,5,0.518210119675522
1,P_P,1,0.5111526525184346
1,P_P,2,0.26459247241085804
1,P_P,3,0.14061690252631698
1,P_P,4,0.061454618820576255
1,P_P,5,0.024157064808037428
1,P_T,5,-0.06805373977037849
1,P_H,4,-0.06548216310820106
1,P_H,5,-0.06062702758661469
1,T_T,1,0.8005208249059969
1,T_T,2,0.7080456954322436
1,T_T,3,0.6295198847490715
1,T_T,4,0.5526836654640542
1,T_T,5,0.49241096041584437
1,T_H,0,0.9381977263809829
1,T_H,1,0.8042781332019371
1,T_H,2,0.7012984755341114
1,T_H,3,0.6250516948018199
1,T_H,4,0.5474269094409427
1,T_H,5,0.4847635916902287
1,H_T,0,0.9381977263809829
1,H_T,1,0.8420516507793522
1,H_T,2,0.7382061091785219
1,H_T,3,0.6512989589222085
1,H_T,4,0.5748084425109657
1,H_T,5,0.5093489269939484
1,H_H,1,0.8332490555885127
1,H_H,2,0.7300321718002553
1,H_H,3,0.641722204358838
1,H_H,4,0.5653359810401255
1,H_H,5,0.5012282102525873
1,T_aero,0,-0.0828353738069249
1,T_aero,1,-0.07124369649606659
1,T_aero,2,-0.06310183198059222
1,T_aero,3,-0.06171965210625758
1,T_aero,4,-0.05685535216112931
1,T_aero,5,-0.05542339472917455
1,H_aero,0,-0.08941496898507274
1,H_aero,1,-0.07769608837427247
1,H_aero,2,-0.07091988915801868
1,H_aero,3,-0.06162760722272367
1,H_aero,4,-0.05483193251826006
1,H_aero,5,-0.05305755756323761
1,aero_T,0,-0.0828353738069249
1,aero_T,1,-0.08131740240623236
1,aero_T,2,-0.06849360777167926
1,aero_T,3,-0.057940059234222546
1,aero_T,4,-0.04777577260429
1,aero_T,5,-0.03844445966998309
1,aero_H,0,-0.08941496898507274
1,aero_H,1,-0.08397181823458495
1,aero_H,2,-0.07501222496514853
1,aero_H,3,-0.0630491130203124
