period,start_time,end_time,duration_hours,avg_precip,P_P_coef,P_T_coef,P_H_coef,P_CO2_coef,P_aero_coef,T_P_coef,T_T_coef,T_H_coef,T_CO2_coef,T_aero_coef,H_P_coef,H_T_coef,H_H_coef,H_CO2_coef,H_aero_coef,CO2_P_coef,CO2_T_coef,CO2_H_coef,CO2_CO2_coef,CO2_aero_coef,aero_P_coef,aero_T_coef,aero_H_coef,aero_CO2_coef,aero_aero_coef,P_P_elem,P_T_elem,P_H_elem,P_CO2_elem,P_aero_elem,T_P_elem,T_T_elem,T_H_elem,T_CO2_elem,T_aero_elem,H_P_elem,H_T_elem,H_H_elem,H_CO2_elem,H_aero_elem,CO2_P_elem,CO2_T_elem,CO2_H_elem,CO2_CO2_elem,CO2_aero_elem,aero_P_elem,aero_T_elem,aero_H_elem,aero_CO2_elem,aero_aero_elem
morning,2024-12-14 04:00:00,2024-12-14 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.4452173232450364]","[0.01194981273951035, 0.027384885870935738]","[0.27273006268368266, -0.13828600556245696]","[-0.06769843698883651, 0.005632262661843777]","[0.0, 0.0]","[0.01194981273951035, 0.006457393110845621]","[0.0, 0.39134749088352666]","[-0.00421415100079667, -0.014875688818010931]","[0.10458113810676294, -0.045041941832334814]","[0.0, 0.0]","[0.27273006268368266, 0.167395919105008]","[-0.00421415100079667, -0.023506867533370147]","[0.0, -0.05641469114259344]","[-0.41723341586225793, -0.004479263523044199]","[0.0, 0.0]","[-0.06769843698883651, -0.03445775552932044]","[0.10458113810676294, 0.016865206339659995]","[-0.41723341586225793, 0.0004882054678535882]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[1],"[0, 1]",[],"[0, 1]",[],"[0, 1]",[1],[],"[0, 1]",[],[],[],[],[],[],"[0, 1]","[0, 1]",[],[1]
morning,2024-12-15 04:00:00,2024-12-15 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.08188317185974622]","[0.19072739070912606, 0.18688426858700505]","[0.5206867828984539, -0.023335098402467485]","[-0.16089098085662476, -0.06834728291614008]","[0.0, 0.0]","[0.19072739070912606, -0.049983258277775625]","[0.0, 0.40181685271775597]","[0.09272910387783956, 0.0003015217499380524]","[-0.0022787896917774997, -0.028942111786467682]","[0.0, 0.0]","[0.5206867828984539, 0.022449388428100844]","[0.09272910387783956, 0.05250893505631393]","[0.0, -0.04654094081702991]","[-0.17187954816581552, -0.14682995256723522]","[0.0, 0.0]","[-0.16089098085662476, 0.0308569537323099]","[-0.0022787896917774997, -0.03718735489988801]","[-0.17187954816581552, 0.0899615106300127]","[0.0, 0.5301312228167844]",[],[],[],[],[],[],[],[1],[],[],[],[],[1],[],[],[],[1],[],[1],[],[],[],[],[],[1]
morning,2024-12-17 04:00:00,2024-12-17 14:00:00,10,0.001,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.45278847109960035]","[0.6155129558389856, 0.5231466172147273]","[0.08150653643754022, 0.0931248145145718]","[0.32280785478312374, 0.17785892515927287]","[0.0, 0.0]","[0.6155129558389856, 0.3405235505874386]","[0.0, 0.30752814642952975]","[0.02256049044223752, 0.0313533050236515]","[0.1549300181747177, 0.08862008734243729]","[0.0, 0.0]","[0.08150653643754022, 0.10640142898093727]","[0.02256049044223752, 0.10695854209910995]","[0.0, 0.3754276739074911]","[0.38523059040491314, 0.2227929993689886]","[0.0, 0.0]","[0.32280785478312374, 0.1754209378018526]","[0.1549300181747177, 0.22475716336486018]","[0.38523059040491314, 0.1821266070549804]","[0.0, 0.49191271494792516]",[],[],[],[],[],[],[1],"[0, 1]",[],[],[],[0],[1],[1],[],[],[],[],[1],[],[],[],[],[],[1]
morning,2024-12-18 04:00:00,2024-12-18 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.40514952495171447]","[0.19479009041179174, -0.02514381816925541]","[-0.08002905005885584, -0.09802220329043747]","[0.422287378564139, -0.13861731658026433]","[0.0, 0.0]","[0.19479009041179174, 0.12108285695241361]","[0.0, 0.003845922246664313]","[0.019431040559945614, 0.07529072685182138]","[0.568853984643436, 0.07607023607374912]","[0.0, 0.0]","[-0.08002905005885584, -0.04817240177541936]","[0.019431040559945614, -0.053683668617359175]","[0.0, 0.6026631546331953]","[0.03943050435458859, -0.12125631220490357]","[0.0, 0.0]","[0.422287378564139, 0.22049789134758707]","[0.568853984643436, 0.0011113646732674315]","[0.03943050435458859, 0.042897081849167434]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[1],[],[],[],[],[],[1],"[0, 1]","[0, 1]",[],[],"[0, 1]",[1],"[0, 1]",[],[],"[0, 1]","[0, 1]",[1]
morning,2024-12-19 04:00:00,2024-12-19 14:00:00,10,0.003,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.4792613549396116]","[0.20881527469731184, 0.15153677603638208]","[0.2693651289843043, -0.14360133344578951]","[0.06483533760909027, 0.05089589912762542]","[0.0, 0.0]","[0.20881527469731184, 0.17090264239599187]","[0.0, 0.49887427422477487]","[0.2734117995246071, -0.09740931070405247]","[0.09375775459398723, 0.060195778189216384]","[0.0, 0.0]","[0.2693651289843043, 0.20695326319877724]","[0.2734117995246071, 0.11380899372483223]","[0.0, -0.11381392542062642]","[0.19233600239113685, -0.008029998242438188]","[0.0, 0.0]","[0.06483533760909027, 0.0567960060879703]","[0.09375775459398723, 0.04264053995745338]","[0.19233600239113685, -0.049347940621908566]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[1],"[0, 1]",[],[],[],"[0, 1]",[1],[],"[0, 1]",[],[],[],[1],[],[],[],[0],[],[1]
morning,2024-12-20 04:00:00,2024-12-20 14:00:00,10,0.0,"[0.0, 0.18144431866483185]","[0.3239218926361669, 0.3991497593933983]","[0.4440863995380316, 0.3238552243931164]","[-0.18189574807616557, -0.08320003308415767]","[-0.05946993367296636, 0.004637229612870231]","[0.3239218926361669, 0.3107407261525427]","[0.0, 0.6417644327525021]","[0.520726567557857, 0.46063443359545814]","[-0.15159962870989274, -0.0998652467457353]","[0.09026199346469108, 0.13020569061237733]","[0.4440863995380316, 0.3822603978901033]","[0.520726567557857, 0.7508573699476287]","[0.0, 0.6107831288729144]","[0.2131193316052001, -0.1868624490841457]","[-0.06842064792061324, 0.010587027719661905]","[-0.18189574807616557, 0.07792657530046251]","[-0.15159962870989274, -0.012689946530654578]","[0.2131193316052001, 0.1273340990156677]","[0.0, -0.03110407535680342]","[-0.12024403637212083, -0.05193884910565763]","[-0.05946993367296636, 0.0032451369119993728]","[0.09026199346469108, -0.0570034827349443]","[-0.06842064792061324, -0.029836159178912004]","[-0.12024403637212083, 0.037430174166438776]","[0.0, 0.5254062807632486]",[],[0],[0],[],[],"[0, 1]",[1],[0],[],[],"[0, 1]","[0, 1]",[1],[],[],[],[],[],[],[],[],[],[],[],[1]
morning,2024-12-21 04:00:00,2024-12-21 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.3566490687863899]","[-0.14032998861433235, -0.14840539487548937]","[-0.1987738764950571, -0.17208088361058943]","[-0.1356580722156773, -0.10294961629737859]","[0.0, 0.0]","[-0.14032998861433235, -0.059682617946051716]","[0.0, 0.7251521726917523]","[0.5862642749148169, 0.3431524958248805]","[0.2761317427217574, 0.20841113517949014]","[0.0, 0.0]","[-0.1987738764950571, -0.09749169804818583]","[0.5862642749148169, 0.6829571039579286]","[0.0, 0.5161226488324587]","[0.3315510437332962, 0.219750501167379]","[0.0, 0.0]","[-0.1356580722156773, -0.027011692194735922]","[0.2761317427217574, 0.2843382850128034]","[0.3315510437332962, 0.18120831171669569]","[0.0, 0.550210114443247]",[],[],[],[],[],[],[1],[],[],[],[],[],[1],[0],"[0, 1]",[],[],"[0, 1]",[1],[],[],[],[0],[1],[1]
morning,2024-12-22 04:00:00,2024-12-22 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.9850765740832678]","[-0.11554574414543198, -0.1160734188911223]","[-0.11926452031398928, -0.11945384734672167]","[-0.13628740047981047, -0.14237580643626704]","[0.0, 0.0]","[-0.11554574414543198, -0.0858466270209824]","[0.0, -0.02322907092107363]","[0.926283595175642, -0.04055863751248183]","[0.7737880468112939, -0.001439818654763277]","[0.0, 0.0]","[-0.11926452031398928, -0.08072692516586147]","[0.926283595175642, 0.0006055675861688833]","[0.0, -0.03180510480401412]","[0.7739758052263782, 0.009980048064391163]","[0.0, 0.0]","[-0.13628740047981047, -0.11536839217744446]","[0.7737880468112939, -0.032700958443697685]","[0.7739758052263782, -0.05382393719934067]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[1],"[0, 1]",[1],[1],[],"[0, 1]",[1],"[0, 1]",[1],[],[],"[0, 1]",[1],[0],[],[],[1],"[0, 1]",[]
morning,2024-12-23 04:00:00,2024-12-23 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.029535754873736945]","[0.2378931993369176, 0.23011854803963602]","[-0.509440641551684, -0.03911302177961239]","[0.5255626800295433, 0.13896644468396455]","[0.0, 0.0]","[0.2378931993369176, 0.21423733319055716]","[0.0, 0.6948007975001325]","[0.11995356714810824, -0.053904518539624316]","[0.5584674802291167, 0.4035310331721018]","[0.0, 0.0]","[-0.509440641551684, 0.04873491253680736]","[0.11995356714810824, 0.08554923440863652]","[0.0, -0.03533744318036288]","[-0.22625669904372217, 0.06713035579141009]","[0.0, 0.0]","[0.5255626800295433, 0.14782642958335943]","[0.5584674802291167, 0.4458028937872202]","[-0.22625669904372217, -0.05516627232420341]","[0.0, 0.2611079526618137]",[],[],[],[],[],[],[],[],[1],[0],[],[],[1],[],"[0, 1]",[],[],[1],[1],[],[],[0],[0],[],[]
morning,2024-12-24 04:00:00,2024-12-24 14:00:00,10,0.062,"[0.0, -0.0717583535425368]","[0.28409970574027793, -0.028023926356375566]","[0.30853053973065797, -0.04415321022624855]","[-0.04859716202151336, 0.5395058458788053]","[0.20797191462872455, 0.10717531172195595]","[0.28409970574027793, -0.051478201655969835]","[0.0, -0.030095346876376612]","[0.7628607865735432, -0.04952676032231192]","[0.006554961445769176, 0.15885515107423206]","[0.2575861559746143, 0.1389270366465271]","[0.30853053973065797, -0.009309903609343528]","[0.7628607865735432, -0.012127793375113974]","[0.0, -0.060031915184840155]","[-0.020602548966158044, 0.17364069045686079]","[0.4070903957620316, 0.26752656977901157]","[-0.04859716202151336, -0.07370490222489676]","[0.006554961445769176, 0.03354915651407315]","[-0.020602548966158044, 0.003837574640519814]","[0.0, 0.3881699632272862]","[0.23398262693016225, 0.15861030603573986]","[0.20797191462872455, 0.005780929657317629]","[0.2575861559746143, -0.02167374355487359]","[0.4070903957620316, -0.09162881692842155]","[0.23398262693016225, 0.2517604941743406]","[0.0, 0.4226444368321654]",[],[],[],[1],[],[],[1],"[0, 1]",[],[],[],"[0, 1]",[1],[],[],[],[],[1],[],[],[],[],[],[],[1]
