time,base_time,time_offset,total_SA_conc,total_V_conc,total_SA_conc_AS,total_V_conc_AS,total_N_conc,qc_total_N_conc,sample_temperature,qc_sample_temperature,sample_temperature_std,sample_relative_humidity,qc_sample_relative_humidity,sample_relative_humidity_std,sample_flow_rate,qc_sample_flow_rate,sample_flow_rate_std,total_count,total_count_std,lat,lon,alt
2025-04-20 00:00:30,2025-04-20,2025-04-20 00:00:30,87096890.05083825,3296118909.734747,181027889.46684396,11714911959.137915,1200.8789,0,27.1875,0,0.25711635,43.963,0,0.23371059,2.9771667,0,0.089463025,3575.2166,66.5808,39.317,-76.586,45.0
2025-04-20 00:01:30,2025-04-20,2025-04-20 00:01:30,88095259.91532132,3051773325.27362,182754303.1441382,10586645211.53437,1224.3145,0,27.1195,0,0.1883475,44.201168,0,0.26877508,2.99,0,0.10882706,3660.7,83.34332,39.317,-76.586,45.0
2025-04-20 00:02:30,2025-04-20,2025-04-20 00:02:30,90678340.37015618,3308558090.7573676,188610368.03915852,11687821038.663656,1255.2228,0,27.068499,0,0.19733927,43.989002,0,0.30523533,2.9661667,0,0.09441206,3723.2,71.586494,39.317,-76.586,45.0
2025-04-20 00:03:30,2025-04-20,2025-04-20 00:03:30,92023678.26344545,3742366494.4812536,192285280.66523278,13608356666.675245,1254.7053,0,27.1195,0,0.22981471,44.1415,0,0.2604657,2.986,0,0.09097983,3746.55,71.48203,39.317,-76.586,45.0
2025-04-20 00:04:30,2025-04-20,2025-04-20 00:04:30,92054484.6584167,3607511018.8446746,192239147.15900004,13020220513.772137,1259.8027,0,27.068499,0,0.14697881,44.5325,0,0.2838296,2.9736667,0,0.086851716,3746.2334,71.497406,39.317,-76.586,45.0
2025-04-20 00:05:30,2025-04-20,2025-04-20 00:05:30,89713139.65960743,3155456950.665054,186190515.01287055,10961406299.299263,1247.5914,0,27.0005,0,0.1883475,44.422,0,0.26005062,2.9893334,0,0.09674478,3729.4666,71.34294,39.317,-76.586,45.0
2025-04-20 00:06:30,2025-04-20,2025-04-20 00:06:30,89978001.83956063,3096922829.393359,186965625.3066487,10729973353.384722,1247.7617,0,27.0175,0,0.19289578,44.609,0,0.2693316,2.9933333,0,0.08883815,3734.9666,77.01579,39.317,-76.586,45.0
2025-04-20 00:07:30,2025-04-20,2025-04-20 00:07:30,91093918.43736993,3383321267.9462686,189684190.15884918,11972938986.241987,1253.8134,0,26.9665,0,0.21820356,44.728,0,0.24280927,2.9763334,0,0.110769525,3731.7666,75.30789,39.317,-76.586,45.0
2025-04-20 00:08:30,2025-04-20,2025-04-20 00:08:30,91994271.46031281,3624418432.7833056,192021747.35985795,13078630811.518873,1256.1349,0,26.990847,0,0.1982491,44.674408,0,0.2529045,2.978305,0,0.07476861,3741.1526,77.77342,39.317,-76.586,45.0
2025-04-20 00:09:30,2025-04-20,2025-04-20 00:09:30,90347026.10131788,3594671535.358197,188426299.53236023,12973480285.1813,1236.0645,0,26.9665,0,0.19733927,44.5325,0,0.25143445,3.0085,0,0.086387165,3718.7,77.340225,39.317,-76.586,45.0
2025-04-20 00:10:30,2025-04-20,2025-04-20 00:10:30,90436888.5143166,3475004801.5155663,188080119.57353768,12369519290.103945,1243.376,0,26.932499,0,0.22083658,44.745003,0,0.19006658,2.9778333,0,0.10488233,3702.5667,89.23104,39.317,-76.586,45.0
2025-04-20 00:11:30,2025-04-20,2025-04-20 00:11:30,89976805.17505224,3338105776.853824,187351414.43919268,11814907218.688683,1238.4971,0,26.8815,0,0.2432546,44.7365,0,0.23724052,2.9963334,0,0.090202846,3710.95,68.2025,39.317,-76.586,45.0
2025-04-20 00:12:30,2025-04-20,2025-04-20 00:12:30,92381017.25857511,3570987557.411327,192619467.84722453,12816218945.21868,1269.3323,0,26.907,0,0.23371147,44.83,0,0.22807904,2.9884999,0,0.076590344,3793.4,84.03614,39.317,-76.586,45.0
2025-04-20 00:13:30,2025-04-20,2025-04-20 00:13:30,92808735.84942107,3374904021.610196,193075432.1105375,11831658910.27507,1280.153,0,26.8645,0,0.2479613,45.051003,0,0.25272232,2.987,0,0.096666075,3823.8167,77.778854,39.317,-76.586,45.0
2025-04-20 00:14:30,2025-04-20,2025-04-20 00:14:30,92619058.70234492,3549952758.5020547,192975853.436202,12655104076.375263,1272.3436,0,26.8475,0,0.2514335,45.136,0,0.24984713,3.0083334,0,0.10248846,3827.6333,75.96402,39.317,-76.586,45.0
2025-04-20 00:15:30,2025-04-20,2025-04-20 00:15:30,92267027.09269175,3636838247.5108585,192538964.00735354,13096024263.9781,1260.8507,0,26.8135,0,0.2548584,45.1615,0,0.2432537,2.9898334,0,0.09019405,3769.7334,78.56205,39.317,-76.586,45.0
2025-04-20 00:16:30,2025-04-20,2025-04-20 00:16:30,91924348.90179358,3344276142.398274,191587934.83070233,11784884890.26631,1263.952,0,26.8475,0,0.2514335,45.246502,0,0.23723908,2.9876666,0,0.11143557,3776.2666,95.56252,39.317,-76.586,45.0
2025-04-20 00:17:30,2025-04-20,2025-04-20 00:17:30,91736142.97114855,3221267265.0861263,190719766.76785263,11215443887.301537,1268.8237,0,26.745499,0,0.2479613,45.578,0,0.25443187,2.9926667,0,0.08286267,3797.1667,74.28373,39.317,-76.586,45.0
2025-04-20 00:18:30,2025-04-20,2025-04-20 00:18:30,92402009.48855712,3500729975.1449075,192529222.40515235,12464111641.805735,1270.1788,0,26.762499,0,0.2514335,45.7985,0,0.22104868,3.0023334,0,0.08151412,3813.5,87.354164,39.317,-76.586,45.0
2025-04-20 00:19:30,2025-04-20,2025-04-20 00:19:30,91160958.41325504,3246740199.5779243,189578337.75990346,11348979526.343777,1259.9945,0,26.6775,0,0.22083658,45.5015,0,0.25485745,2.9683332,0,0.06359155,3740.0833,75.17054,39.317,-76.586,45.0
2025-04-20 00:20:30,2025-04-20,2025-04-20 00:20:30,91721000.02877548,3267558831.116737,191072266.93295577,11480690289.061384,1261.6292,0,26.6945,0,0.22981471,45.6035,0,0.25485745,2.9875,0,0.07529106,3769.1167,68.74254,39.317,-76.586,45.0
2025-04-20 00:21:30,2025-04-20,2025-04-20 00:21:30,87383075.5448807,3038849417.652706,181358687.5010826,10524765246.27778,1212.9972,0,26.651999,0,0.20400009,45.527,0,0.24576534,2.9968333,0,0.11133272,3635.15,68.17913,39.317,-76.586,45.0
2025-04-20 00:22:30,2025-04-20,2025-04-20 00:22:30,88975482.33163314,3172989335.35051,184994038.9177048,11109672111.508358,1226.0963,0,26.6435,0,0.19733927,45.578,0,0.25443187,2.9793334,0,0.10254862,3652.95,82.026505,39.317,-76.586,45.0
2025-04-20 00:23:30,2025-04-20,2025-04-20 00:23:30,88023461.17539763,3186554030.0319395,182886217.74062535,11151617094.35697,1215.9229,0,26.6605,0,0.22981462,45.8745,0,0.19340284,2.9978333,0,0.093774386,3645.1333,80.6111,39.317,-76.586,45.0
2025-04-20 00:24:30,2025-04-20,2025-04-20 00:24:30,87305193.88279735,3386219708.080364,181595335.1000351,12113238691.929918,1203.2567,0,26.619152,0,0.19824901,45.857796,0,0.19687416,2.9822035,0,0.095670104,3588.356,91.24111,39.317,-76.586,45.0
2025-04-20 00:25:30,2025-04-20,2025-04-20 00:25:30,86625887.19895314,3161139933.761675,180051515.94782478,11110810082.063463,1192.9995,0,26.609499,0,0.18834741,45.84083,0,0.19559525,2.9855,0,0.117209546,3561.7,85.957214,39.317,-76.586,45.0
