row_index,var_pair,lag,coef
0,P_P,1,0.6917162310152735
0,P_P,2,0.5012890888328425
0,P_P,3,0.376701617078658
0,P_H,0,-0.024548457975726353
0,P_H,1,-0.01979755764512903
0,T_T,1,0.8126116950336398
0,T_T,2,0.6974881007280613
0,T_T,3,0.6044342630170172
0,T_T,4,0.5233341676042413
0,T_T,5,0.44913815096109777
0,T_H,1,0.1262558253083521
0,H_P,0,-0.024548457975726353
0,H_P,1,0.0071860969867121715
0,H_P,2,0.031447824267003585
0,H_P,3,0.046614018354914195
0,H_P,4,0.053584221586234417
0,H_P,5,0.05153853949953287
0,H_T,1,0.1207263707236394
0,H_T,2,0.10139801782599805
0,H_T,3,0.08066192833847015
0,H_T,4,0.06795434869658953
0,H_T,5,0.05953569194401002
0,H_H,1,0.7960916137612202
0,H_H,2,0.6759858145117243
0,H_H,3,0.577501413656416
0,H_H,4,0.4891579294503694
0,H_H,5,0.41887525851236096
0,P_aero,0,0.09824859870733275
0,P_aero,1,0.09143105879674117
0,P_aero,2,0.1028179587164291
0,P_aero,3,0.10732832890811013
0,P_aero,4,0.11263972216275184
0,P_aero,5,0.11357199356910802
0,T_aero,2,0.01928286447677214
0,T_aero,3,0.021167425087068686
0,T_aero,4,0.026042612777697448
0,H_aero,0,-0.03437128587687985
0,H_aero,1,-0.03104588484270764
0,H_aero,2,-0.03049785621502221
0,H_aero,3,-0.02435614399513812
0,H_aero,4,-0.02759718273016279
0,H_aero,5,-0.03356719041695977
0,aero_P,0,0.09824859870733275
0,aero_P,1,0.06119822252132854
0,aero_P,2,0.0300016056280973
0,aero_P,3,0.005759960644949942
0,aero_P,4,-0.003642276066525489
0,aero_P,5,-0.004756308238852971
0,aero_T,5,0.03310689500496892
0,aero_H,0,-0.03437128587687985
0,aero_H,1,-0.02176504821853729
0,aero_H,2,-0.016103162089153026
0,aero_H,3,-0.011882736473300164
0,aero_H,4,-0.009218686078781404
0,aero_H,5,-0.0007515854992716071
0,aero_aero,1,0.8363740117242919
0,aero_aero,2,0.7369042314800782
0,aero_aero,3,0.6494685638688442
0,aero_aero,4,0.5756321842378522
0,aero_aero,5,0.5238575684316721
1,P_P,1,0.9225918025924637
1,P_P,2,0.7956117125176076
1,P_P,3,0.6489365526854879
1,P_P,4,0.5036488396677986
1,P_P,5,0.3713387906720537
1,T_T,1,0.8897614169796735
1,T_T,2,0.8497933111791549
1,T_T,3,0.8122795343782468
1,T_T,4,0.7784888311062065
1,T_T,5,0.7486763653168848
1,T_H,0,0.9406467786378527
1,T_H,1,0.8920730003674758
1,T_H,2,0.8510605600481437
1,T_H,3,0.8135181605150705
1,T_H,4,0.7789390969662852
1,T_H,5,0.7472307381307577
1,H_T,0,0.9406467786378527
1,H_T,1,0.9337305815820252
1,H_T,2,0.8850625659623407
1,H_T,3,0.8448763717964709
1,H_T,4,0.8083939174438154
1,H_T,5,0.7756458325031556
1,H_H,1,0.9302938522625888
1,H_H,2,0.8849737382245805
1,H_H,3,0.8439643029393133
1,H_H,4,0.8074869153184733
1,H_H,5,0.7735067725121307
1,P_aero,0,-0.02444780957055439
1,P_aero,1,-0.02246974182881431
1,P_aero,2,-0.02231748869156022
1,P_aero,3,-0.0236199870230245
1,P_aero,4,-0.026112909231476567
1,P_aero,5,-0.026660254112939687
1,aero_P,0,-0.02444780957055439
1,aero_P,1,-0.02049468622272259
1,aero_P,2,-0.015354183094883192
1,aero_P,3,-0.010217543291434018
1,aero_P,4,-0.007209432006216255
1,aero_P,5,-0.003207905825589481
1,aero_aero,1,0.9295698901863259
1,aero_aero,2,0.8790108459886591
1,aero_aero,3,0.8360316443326659
1,aero_aero,4,0.7973990193601372
1,aero_aero,5,0.7647427714401267
2,P_P,1,-0.031003942753156575
2,P_P,3,-0.038024737230296646
2,P_T,0,-0.5255510788082485
2,P_H,0,-0.46323622310939316
2,T_P,0,-0.5255510788082485
2,T_P,1,0.03158835652027486
2,T_P,2,0.02998162502855852
2,T_P,3,0.003396783257080257
2,T_P,4,0.0010138309241963942
2,T_P,5,0.0005999925109041429
2,T_T,1,-0.02267953863860615
2,T_T,2,-0.028873170966325613
2,T_T,3,-0.015812074303443308
2,T_T,4,-0.03199237358901928
2,T_T,5,-0.039209736485279985
2,T_H,0,0.9599095687393354
2,T_H,1,-0.02487365589117618
2,T_H,2,-0.036670095546337295
2,T_H,3,-0.015685496587063884
2,T_H,4,-0.03409587820414726
2,H_P,0,-0.46323622310939316
2,H_P,1,0.045573870957565814
2,H_P,2,0.021544367829590173
2,H_P,3,0.01828596490001084
2,H_P,4,0.007256179269629657
2,H_P,5,-0.011316210245980458
2,H_T,0,0.9599095687393354
2,H_T,1,-0.03814451225709936
2,H_T,2,-0.013057497890194614
2,H_T,3,-0.0180963326074919
2,H_T,4,-0.031415543133897286
2,H_T,5,-0.025930741172264106
