time,albedo,alt,base_time,corr_soil_heat_flow_1,corr_soil_heat_flow_2,corr_soil_heat_flow_3,down_long,down_short_hemisp,energy_storage_change_1,energy_storage_change_2,energy_storage_change_3,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_capacity_2,soil_heat_capacity_3,soil_heat_flow_1,soil_heat_flow_2,soil_heat_flow_3,soil_moisture_1,soil_moisture_2,soil_moisture_3,soil_temp_1,soil_temp_2,soil_temp_3,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_2,surface_soil_heat_flux_3,surface_soil_heat_flux_avg,time_offset,up_long,up_short_hemisp,wetness
2025-06-15 00:00:00,0.168804,64.0,2025-06-15,,,,402.5732,31.02952,,,,39.3105,-76.62375,-12.46799,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1903.288,-1536.056,-1122.828,,,,,,,,,,,,2025-06-15 00:00:00,440.8612,5.202363,2.999696
2025-06-15 00:30:00,0.04772373,64.0,2025-06-15,,,,415.299,5.700471,,,,39.3105,-76.62375,-15.6311,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1902.537,-1535.496,-1122.191,,,,,,,,,,,,2025-06-15 00:30:00,436.6024,0.2525381,2.990751
2025-06-15 01:00:00,0.4272366,64.0,2025-06-15,,,,413.8434,-2.132092,,,,39.3105,-76.62375,-21.30573,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1892.052,-1526.777,-1116.489,,,,,,,,,,,,2025-06-15 01:00:00,433.8108,-0.9057985,2.986102
2025-06-15 01:30:00,0.4619539,64.0,2025-06-15,,,,418.1894,-2.4211,,,,39.3105,-76.62375,-15.97507,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1886.106,-1521.992,-1112.715,,,,,,,,,,,,2025-06-15 01:30:00,432.8234,-1.123649,2.984726
2025-06-15 02:00:00,0.5491201,64.0,2025-06-15,,,,418.9546,-2.491337,,,,39.3105,-76.62375,-14.05902,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1891.902,-1526.547,-1115.795,,,,,,,,,,,,2025-06-15 02:00:00,431.8663,-1.36783,2.982005
2025-06-15 02:30:00,0.5667143,64.0,2025-06-15,,,,418.9033,-2.375978,,,,39.3105,-76.62375,-13.12442,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1884.416,-1520.434,-1112.159,,,,,,,,,,,,2025-06-15 02:30:00,430.9983,-1.349689,2.974902
2025-06-15 03:00:00,0.5604258,64.0,2025-06-15,,,,418.2741,-2.48941,,,,39.3105,-76.62375,-12.74655,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1876.826,-1514.698,-1107.23,,,,,,,,,,,,2025-06-15 03:00:00,429.9178,-1.394735,2.969099
2025-06-15 03:30:00,0.2536025,64.0,2025-06-15,,,,417.4539,-4.017716,,,,39.3105,-76.62375,-13.50626,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1717.134,-1384.209,-1010.72,,,,,,,,,,,,2025-06-15 03:30:00,427.976,-0.9719314,2.297055
2025-06-15 04:00:00,-0.05106359,64.0,2025-06-15,,,,415.8351,-6.120038,,,,39.3105,-76.62375,-13.69833,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1039.728,-832.2842,-605.0488,,,,,,,,,,,,2025-06-15 04:00:00,423.017,0.3274225,1.176314
2025-06-15 04:30:00,-0.1929166,64.0,2025-06-15,,,,413.8288,-3.580852,,,,39.3105,-76.62375,-10.81454,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-793.642,-636.8985,-465.8661,,,,,,,,,,,,2025-06-15 04:30:00,420.3543,0.682346,0.9995445
2025-06-15 05:00:00,-0.06615325,64.0,2025-06-15,,,,413.1852,-3.679154,,,,39.3105,-76.62375,-9.943848,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-758.248,-609.218,-446.4372,,,,,,,,,,,,2025-06-15 05:00:00,419.2055,0.2375859,0.9904346
2025-06-15 05:30:00,-0.1121425,64.0,2025-06-15,,,,412.9201,-3.236397,,,,39.3105,-76.62375,-9.408264,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-760.9479,-611.0549,-447.8161,,,,,,,,,,,,2025-06-15 05:30:00,418.7096,0.3727844,1.008354
2025-06-15 06:00:00,-0.1929977,64.0,2025-06-15,,,,410.7828,-2.910056,,,,39.3105,-76.62375,-9.83371,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-786.2711,-630.8043,-462.0316,,,,,,,,,,,,2025-06-15 06:00:00,417.1607,0.5555504,1.127722
2025-06-15 06:30:00,-0.104306,64.0,2025-06-15,,,,407.9704,-2.877111,,,,39.3105,-76.62375,-9.702393,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1509.581,-1209.891,-880.1672,,,,,,,,,,,,2025-06-15 06:30:00,414.4787,0.2994629,2.872749
2025-06-15 07:00:00,-0.03823173,64.0,2025-06-15,,,,407.0248,-2.859902,,,,39.3105,-76.62375,-9.379852,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1794.364,-1446.52,-1057.047,,,,,,,,,,,,2025-06-15 07:00:00,413.4478,0.1074859,2.897974
2025-06-15 07:30:00,-0.02164374,64.0,2025-06-15,,,,405.6719,-3.859536,,,,39.3105,-76.62375,-10.44275,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1645.541,-1325.923,-968.2521,,,,,,,,,,,,2025-06-15 07:30:00,412.1771,0.08157871,2.164148
2025-06-15 08:00:00,0.09994571,64.0,2025-06-15,,,,405.6285,-4.720315,,,,39.3105,-76.62375,-9.065552,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-924.158,-740.6722,-540.7249,,,,,,,,,,,,2025-06-15 08:00:00,410.4224,-0.4803942,1.03051
2025-06-15 08:30:00,0.07153304,64.0,2025-06-15,,,,403.8819,-4.886264,,,,39.3105,-76.62375,-9.401001,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-775.5434,-623.0074,-456.7353,,,,,,,,,,,,2025-06-15 08:30:00,408.7601,-0.3449832,1.006164
2025-06-15 09:00:00,0.07563958,64.0,2025-06-15,,,,402.1667,-4.666185,,,,39.3105,-76.62375,-9.001526,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-760.4425,-611.7076,-448.5277,,,,,,,,,,,,2025-06-15 09:00:00,406.8511,-0.3577532,1.001779
2025-06-15 09:30:00,0.07324424,64.0,2025-06-15,,,,401.0771,-4.673551,,,,39.3105,-76.62375,-9.240387,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-759.3577,-610.4682,-447.7276,,,,,,,,,,,,2025-06-15 09:30:00,405.9951,-0.3389127,1.002692
2025-06-15 10:00:00,0.05243975,64.0,2025-06-15,,,,399.7206,-4.033534,,,,39.3105,-76.62375,-9.275116,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-781.1164,-627.8273,-459.8719,,,,,,,,,,,,2025-06-15 10:00:00,405.1441,-0.2094595,1.137874
2025-06-15 10:30:00,0.2298452,64.0,2025-06-15,,,,398.7988,1.417503,,,,39.3105,-76.62375,-4.782135,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1505.973,-1206.853,-878.5466,,,,,,,,,,,,2025-06-15 10:30:00,404.5938,0.3114102,2.849605
2025-06-15 11:00:00,0.1423274,64.0,2025-06-15,,,,398.0998,6.875576,,,,39.3105,-76.62375,-0.4428406,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1574.639,-1266.031,-922.8588,,,,,,,,,,,,2025-06-15 11:00:00,404.331,0.9806439,2.137216
2025-06-15 11:30:00,0.1339773,64.0,2025-06-15,,,,396.7715,15.49849,,,,39.3105,-76.62375,6.200623,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1226.135,-980.734,-712.7719,,,,,,,,,,,,2025-06-15 11:30:00,403.9127,2.068341,1.552577
2025-06-15 12:00:00,0.1284334,64.0,2025-06-15,,,,396.0422,24.7535,,,,39.3105,-76.62375,14.08655,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-977.7939,-782.1462,-569.8557,,,,,,,,,,,,2025-06-15 12:00:00,403.5841,3.177855,1.216586
2025-06-15 12:30:00,0.1272371,64.0,2025-06-15,,,,395.2095,50.28548,,,,39.3105,-76.62375,34.58148,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-821.798,-659.9373,-483.1996,,,,,,,,,,,,2025-06-15 12:30:00,403.5991,6.40844,1.059239
2025-06-15 13:00:00,0.1291075,64.0,2025-06-15,,,,394.8713,70.50789,,,,39.3105,-76.62375,51.51932,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-787.3111,-631.8282,-462.8086,,,,,,,,,,,,2025-06-15 13:00:00,404.6882,9.094047,1.064992
2025-06-15 13:30:00,0.1289907,64.0,2025-06-15,,,,395.4183,74.78959,,,,39.3105,-76.62375,55.26324,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1002.825,-801.9036,-583.7109,,,,,,,,,,,,2025-06-15 13:30:00,405.6509,9.653066,1.565853
2025-06-15 14:00:00,0.1305093,64.0,2025-06-15,,,,396.1884,72.37572,,,,39.3105,-76.62375,52.55502,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1343.073,-1073.689,-778.9122,,,,,,,,,,,,2025-06-15 14:00:00,406.2774,9.447229,2.171071
2025-06-15 14:30:00,0.1332823,64.0,2025-06-15,,,,397.4995,108.0041,,,,39.3105,-76.62375,81.72134,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1688.629,-1356.796,-988.0427,,,,,,,,,,,,2025-06-15 14:30:00,409.1743,14.39896,2.727035
2025-06-15 15:00:00,0.1350872,64.0,2025-06-15,,,,398.7052,124.4408,,,,39.3105,-76.62375,94.15552,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1833.956,-1480.029,-1081.556,,,,,,,,,,,,2025-06-15 15:00:00,411.9654,16.81351,2.953725
2025-06-15 15:30:00,0.136344,64.0,2025-06-15,,,,399.6402,98.93543,,,,39.3105,-76.62375,72.53973,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1861.67,-1502.93,-1099.92,,,,,,,,,,,,2025-06-15 15:30:00,412.9049,13.4877,2.950248
2025-06-15 16:00:00,0.1357939,64.0,2025-06-15,,,,399.9362,81.77224,,,,39.3105,-76.62375,58.45377,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1812.037,-1461.926,-1069.683,,,,,,,,,,,,2025-06-15 16:00:00,412.1435,11.10676,2.73575
2025-06-15 16:30:00,0.1356504,64.0,2025-06-15,,,,400.7572,134.4665,,,,39.3105,-76.62375,102.3304,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1520.344,-1220.704,-889.698,,,,,,,,,,,,2025-06-15 16:30:00,413.8545,18.24174,1.88875
2025-06-15 17:00:00,0.1352905,64.0,2025-06-15,,,,401.3693,152.1306,,,,39.3105,-76.62375,116.0287,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-922.6573,-739.6941,-539.4733,,,,,,,,,,,,2025-06-15 17:00:00,416.456,20.57506,1.070984
2025-06-15 17:30:00,0.1345839,64.0,2025-06-15,,,,401.9683,155.6131,,,,39.3105,-76.62375,118.8108,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-921.9893,-738.086,-537.574,,,,,,,,,,,,2025-06-15 17:30:00,418.5645,20.94184,1.438156
2025-06-15 18:00:00,0.1346531,64.0,2025-06-15,,,,402.7231,149.8779,,,,39.3105,-76.62375,113.4086,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1488.26,-1190.563,-864.465,,,,,,,,,,,,2025-06-15 18:00:00,418.8803,20.18606,2.504164
2025-06-15 18:30:00,0.1349219,64.0,2025-06-15,,,,403.4539,133.9273,,,,39.3105,-76.62375,100.7042,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1586.014,-1274.165,-928.2466,,,,,,,,,,,,2025-06-15 18:30:00,418.796,18.06892,2.151729
2025-06-15 19:00:00,0.136749,64.0,2025-06-15,,,,403.8809,108.1662,,,,39.3105,-76.62375,80.54608,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-933.682,-748.4178,-545.7429,,,,,,,,,,,,2025-06-15 19:00:00,417.1494,14.79552,1.02407
2025-06-15 19:30:00,0.1349853,64.0,2025-06-15,,,,404.3225,120.3584,,,,39.3105,-76.62375,91.02808,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-770.3517,-618.8456,-453.94,,,,,,,,,,,,2025-06-15 19:30:00,417.3691,16.25217,0.9941274
2025-06-15 20:00:00,0.1382396,64.0,2025-06-15,,,,405.8112,85.88962,,,,39.3105,-76.62375,63.03503,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-758.1349,-609.6351,-447.0882,,,,,,,,,,,,2025-06-15 20:00:00,416.5328,11.86293,0.9874876
2025-06-15 20:30:00,0.1349144,64.0,2025-06-15,,,,404.5519,98.55144,,,,39.3105,-76.62375,74.25443,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-813.7309,-652.373,-477.6769,,,,,,,,,,,,2025-06-15 20:30:00,415.5096,13.29867,1.219125
2025-06-15 21:00:00,0.1379166,64.0,2025-06-15,,,,404.1576,112.565,,,,39.3105,-76.62375,85.2049,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-859.7763,-689.5199,-504.1735,,,,,,,,,,,,2025-06-15 21:00:00,416.1325,15.52777,1.222461
2025-06-15 21:30:00,0.1399888,64.0,2025-06-15,,,,403.9134,80.12533,,,,39.3105,-76.62375,57.22437,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1559.575,-1250.745,-910.0717,,,,,,,,,,,,2025-06-15 21:30:00,415.9405,11.22214,2.923007
2025-06-15 22:00:00,0.1336543,64.0,2025-06-15,,,,403.4594,50.05999,,,,39.3105,-76.62375,33.21951,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1838.213,-1483.297,-1084.418,,,,,,,,,,,,2025-06-15 22:00:00,414.038,6.672523,2.991138
2025-06-15 22:30:00,0.1226217,64.0,2025-06-15,,,,403.4261,41.47229,,,,39.3105,-76.62375,27.01495,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1881.596,-1519.617,-1111.629,,,,,,,,,,,,2025-06-15 22:30:00,412.9712,5.079867,3.000473
2025-06-15 23:00:00,0.104478,64.0,2025-06-15,,,,403.044,21.60743,,,,39.3105,-76.62375,11.12781,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1883.629,-1521.44,-1113.287,,,,,,,,,,,,2025-06-15 23:00:00,411.4932,2.24714,2.998252
2025-06-15 23:30:00,0.05136859,64.0,2025-06-15,,,,402.6605,10.00902,,,,39.3105,-76.62375,2.297852,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,-1886.018,-1523.267,-1114.695,,,,,,,,,,,,2025-06-15 23:30:00,410.0311,0.4981742,2.991433
