time,base_time,time_offset,temp_mean,qc_temp_mean,temp_std,rh_mean,qc_rh_mean,rh_std,atmos_pressure,qc_atmos_pressure,wspd_arith_mean,qc_wspd_arith_mean,wspd_vec_mean,qc_wspd_vec_mean,wdir_vec_mean,qc_wdir_vec_mean,wdir_vec_std,wxt_precip_rate_mean,qc_wxt_precip_rate_mean,wxt_cumul_precip,qc_wxt_cumul_precip,logger_volt,qc_logger_volt,logger_temp,qc_logger_temp,lat,lon,alt
2025-04-19 00:01:00,2025-04-19,2025-04-19 00:01:00,23.81,0,0.025,34.07,0,0.155,99.7,0,4.065,0,3.961,0,180.3,0,12.97,0.0,0,48.12,0,12.2,0,23.1,0,39.422,-77.21,158.0
2025-04-19 00:02:00,2025-04-19,2025-04-19 00:02:00,23.79,0,0.028,34.2,0,0.127,99.7,0,4.248,0,4.109,0,189.0,0,14.66,0.0,0,48.12,0,12.2,0,23.07,0,39.422,-77.21,158.0
2025-04-19 00:03:00,2025-04-19,2025-04-19 00:03:00,23.79,0,0.028,34.07,0,0.15,99.7,0,4.287,0,4.21,0,186.9,0,10.82,0.0,0,48.12,0,12.2,0,23.04,0,39.422,-77.21,158.0
2025-04-19 00:04:00,2025-04-19,2025-04-19 00:04:00,23.8,0,0.0,34.16,0,0.074,99.7,0,4.432,0,4.282,0,176.6,0,14.9,0.0,0,48.12,0,12.2,0,23.01,0,39.422,-77.21,158.0
2025-04-19 00:05:00,2025-04-19,2025-04-19 00:05:00,23.8,0,0.0,34.32,0,0.166,99.7,0,3.168,0,3.095,0,177.6,0,12.3,0.0,0,48.12,0,12.2,0,22.98,0,39.422,-77.21,158.0
2025-04-19 00:06:00,2025-04-19,2025-04-19 00:06:00,23.71,0,0.03,34.31,0,0.129,99.7,0,2.805,0,2.516,0,174.1,0,26.01,0.0,0,48.12,0,12.2,0,22.95,0,39.422,-77.21,158.0
2025-04-19 00:07:00,2025-04-19,2025-04-19 00:07:00,23.7,0,0.0,34.64,0,0.156,99.7,0,3.908,0,3.462,0,201.2,0,27.36,0.0,0,48.12,0,12.2,0,22.92,0,39.422,-77.21,158.0
2025-04-19 00:08:00,2025-04-19,2025-04-19 00:08:00,23.63,0,0.043,34.6,0,0.09,99.7,0,3.71,0,3.557,0,187.5,0,16.47,0.0,0,48.12,0,12.2,0,22.9,0,39.422,-77.21,158.0
2025-04-19 00:09:00,2025-04-19,2025-04-19 00:09:00,23.6,0,0.0,34.83,0,0.143,99.7,0,3.562,0,3.449,0,180.1,0,14.42,0.0,0,48.12,0,12.2,0,22.87,0,39.422,-77.21,158.0
2025-04-19 00:10:00,2025-04-19,2025-04-19 00:10:00,23.6,0,0.0,34.95,0,0.088,99.7,0,3.862,0,3.702,0,191.7,0,16.49,0.0,0,48.12,0,12.2,0,22.84,0,39.422,-77.21,158.0
2025-04-19 00:11:00,2025-04-19,2025-04-19 00:11:00,23.59,0,0.028,34.79,0,0.141,99.7,0,3.918,0,3.754,0,187.4,0,16.59,0.0,0,48.12,0,12.2,0,22.81,0,39.422,-77.21,158.0
2025-04-19 00:12:00,2025-04-19,2025-04-19 00:12:00,23.6,0,0.0,34.83,0,0.209,99.7,0,5.653,0,5.573,0,175.4,0,9.65,0.0,0,48.12,0,12.2,0,22.75,0,39.422,-77.21,158.0
2025-04-19 00:13:00,2025-04-19,2025-04-19 00:13:00,23.71,0,0.069,34.45,0,0.123,99.7,0,5.367,0,5.285,0,189.2,0,10.0,0.0,0,48.12,0,12.2,0,22.75,0,39.422,-77.21,158.0
2025-04-19 00:14:00,2025-04-19,2025-04-19 00:14:00,23.83,0,0.047,34.27,0,0.106,99.7,0,4.692,0,4.526,0,190.0,0,15.22,0.0,0,48.12,0,12.2,0,22.73,0,39.422,-77.21,158.0
2025-04-19 00:15:00,2025-04-19,2025-04-19 00:15:00,23.85,0,0.05,34.48,0,0.132,99.7,0,3.498,0,3.42,0,182.4,0,12.15,0.0,0,48.12,0,12.2,0,22.7,0,39.422,-77.21,158.0
2025-04-19 00:16:00,2025-04-19,2025-04-19 00:16:00,23.8,0,0.0,34.45,0,0.157,99.7,0,4.252,0,4.137,0,187.9,0,13.29,0.0,0,48.12,0,12.2,0,22.67,0,39.422,-77.21,158.0
2025-04-19 00:17:00,2025-04-19,2025-04-19 00:17:00,23.74,0,0.049,34.95,0,0.191,99.7,0,3.063,0,3.002,0,184.7,0,11.45,0.0,0,48.12,0,12.2,0,22.64,0,39.422,-77.21,158.0
2025-04-19 00:18:00,2025-04-19,2025-04-19 00:18:00,23.64,0,0.049,34.7,0,0.212,99.7,0,6.338,0,6.231,0,188.7,0,10.55,0.0,0,48.12,0,12.2,0,22.64,0,39.422,-77.21,158.0
2025-04-19 00:19:00,2025-04-19,2025-04-19 00:19:00,23.77,0,0.043,34.63,0,0.104,99.7,0,4.422,0,4.373,0,184.2,0,8.49,0.0,0,48.12,0,12.2,0,22.61,0,39.422,-77.21,158.0
2025-04-19 00:20:00,2025-04-19,2025-04-19 00:20:00,23.79,0,0.028,34.85,0,0.161,99.7,0,3.962,0,3.903,0,181.2,0,9.82,0.0,0,48.12,0,12.2,0,22.59,0,39.422,-77.21,158.0
2025-04-19 00:21:00,2025-04-19,2025-04-19 00:21:00,23.68,0,0.043,34.96,0,0.049,99.7,0,3.413,0,3.345,0,179.7,0,11.44,0.0,0,48.12,0,12.2,0,22.56,0,39.422,-77.21,158.0
2025-04-19 00:22:00,2025-04-19,2025-04-19 00:22:00,23.6,0,0.0,35.05,0,0.05,99.7,0,3.753,0,3.708,0,181.6,0,8.9,0.0,0,48.12,0,12.2,0,22.53,0,39.422,-77.21,158.0
2025-04-19 00:23:00,2025-04-19,2025-04-19 00:23:00,23.59,0,0.036,35.39,0,0.176,99.7,0,3.112,0,3.004,0,183.9,0,15.05,0.0,0,48.12,0,12.2,0,22.5,0,39.422,-77.21,158.0
2025-04-19 00:24:00,2025-04-19,2025-04-19 00:24:00,23.47,0,0.043,35.69,0,0.26,99.7,0,3.667,0,3.58,0,183.9,0,12.43,0.0,0,48.12,0,12.2,0,22.5,0,39.422,-77.21,158.0
2025-04-19 00:25:00,2025-04-19,2025-04-19 00:25:00,23.4,0,0.0,35.59,0,0.164,99.7,0,2.33,0,2.292,0,192.5,0,10.34,0.0,0,48.12,0,12.2,0,22.47,0,39.422,-77.21,158.0
2025-04-19 00:26:00,2025-04-19,2025-04-19 00:26:00,23.4,0,0.0,35.75,0,0.087,99.7,0,3.125,0,3.048,0,179.7,0,12.72,0.0,0,48.12,0,12.2,0,22.45,0,39.422,-77.21,158.0
2025-04-19 00:27:00,2025-04-19,2025-04-19 00:27:00,23.4,0,0.0,35.77,0,0.155,99.7,0,4.098,0,4.033,0,178.5,0,10.25,0.0,0,48.12,0,12.2,0,22.42,0,39.422,-77.21,158.0
2025-04-19 00:28:00,2025-04-19,2025-04-19 00:28:00,23.4,0,0.0,35.78,0,0.121,99.7,0,4.035,0,3.95,0,178.6,0,11.73,0.0,0,48.12,0,12.2,0,22.39,0,39.422,-77.21,158.0
2025-04-19 00:29:00,2025-04-19,2025-04-19 00:29:00,23.4,0,0.0,35.9,0,0.073,99.7,0,3.337,0,3.255,0,187.1,0,12.71,0.0,0,48.12,0,12.2,0,22.36,0,39.422,-77.21,158.0
