time,alt,base_time,corr_soil_heat_flow_1,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_flow_1,soil_moisture_1,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_avg,time_offset,wetness
2025-05-27 00:00:00,158.0,2025-05-27,,39.422,-77.21,-32.85593,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485655.0,-11.46395,12.04,-27.52772,4.941465,5.360372,2025-05-27 00:00:00,3.022106
2025-05-27 00:30:00,158.0,2025-05-27,,39.422,-77.21,-64.55612,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1489534.0,-9.741339,12.1516695,-55.90522,6.766119,8.691317,2025-05-27 00:30:00,3.021062
2025-05-27 01:00:00,158.0,2025-05-27,,39.422,-77.21,-66.48483,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1477590.0,-7.379975,11.7633295,-52.53257,9.102051,13.99862,2025-05-27 01:00:00,3.019095
2025-05-27 01:30:00,158.0,2025-05-27,,39.422,-77.21,-64.52338,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1485400.0,-4.907646,12.045,-48.04607,15.56937,16.52453,2025-05-27 01:30:00,3.017105
2025-05-27 02:00:00,158.0,2025-05-27,,39.422,-77.21,-64.0437,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1478662.0,-2.34392,11.795,-49.7414,13.94243,15.554,2025-05-27 02:00:00,3.009691
2025-05-27 02:30:00,158.0,2025-05-27,,39.422,-77.21,-61.83401,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1479938.0,-0.1106851,11.845,-44.03144,16.42229,16.62754,2025-05-27 02:30:00,2.984202
2025-05-27 03:00:00,158.0,2025-05-27,,39.422,-77.21,-60.16617,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1479172.0,1.845519,11.821671,-44.3889,14.30688,15.80719,2025-05-27 03:00:00,2.967915
2025-05-27 03:30:00,158.0,2025-05-27,,39.422,-77.21,-60.46405,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1480908.0,3.512681,11.87833,-43.13136,15.99964,17.35741,2025-05-27 03:30:00,2.990651
2025-05-27 04:00:00,158.0,2025-05-27,,39.422,-77.21,-56.3728,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1481622.0,4.917665,11.87167,-37.70261,16.98783,18.69166,2025-05-27 04:00:00,2.965985
2025-05-27 04:30:00,158.0,2025-05-27,,39.422,-77.21,-49.67673,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1473250.0,6.155694,11.62,-33.76355,14.40096,15.93213,2025-05-27 04:30:00,2.998085
2025-05-27 05:00:00,158.0,2025-05-27,,39.422,-77.21,-53.56165,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1477845.0,7.181745,11.78833,-37.9418,15.19735,15.63263,2025-05-27 05:00:00,3.011705
2025-05-27 05:30:00,158.0,2025-05-27,,39.422,-77.21,-49.06744,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1470034.0,7.882139,11.54667,-34.23318,16.22942,14.83984,2025-05-27 05:30:00,2.991592
2025-05-27 06:00:00,158.0,2025-05-27,,39.422,-77.21,-46.50589,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1477232.0,8.303714,11.718329,-30.1171,12.46036,16.39461,2025-05-27 06:00:00,2.884461
