time,alt,base_time,corr_soil_heat_flow_1,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_flow_1,soil_moisture_1,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_avg,time_offset,wetness
2025-05-23 00:00:00,158.0,2025-05-23,,39.422,-77.21,-2.963806,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737315.0,-3.02135,20.27667,2.503474,6.593036,5.489859,2025-05-23 00:00:00,3.021161
2025-05-23 00:30:00,158.0,2025-05-23,,39.422,-77.21,-39.16431,4,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1720980.0,-1.833215,19.68333,-30.80664,7.76425,8.379217,2025-05-23 00:30:00,3.019504
2025-05-23 01:00:00,158.0,2025-05-23,,39.422,-77.21,-51.11365,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1722103.0,-0.6871949,19.751669,-41.55156,8.451033,11.1001,2025-05-23 01:00:00,3.017887
2025-05-23 01:30:00,158.0,2025-05-23,,39.422,-77.21,-58.78757,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1707197.0,0.4801888,19.27,-46.43795,9.932987,10.85529,2025-05-23 01:30:00,3.01431
2025-05-23 02:00:00,158.0,2025-05-23,,39.422,-77.21,-56.07593,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1720674.0,1.647329,19.73667,-43.951,11.07471,12.14557,2025-05-23 02:00:00,3.014596
2025-05-23 02:30:00,158.0,2025-05-23,,39.422,-77.21,-29.75177,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1730270.0,2.78179,19.933329,-19.42041,12.24314,10.34961,2025-05-23 02:30:00,3.019004
2025-05-23 03:00:00,158.0,2025-05-23,,39.422,-77.21,-33.30554,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1718428.0,3.740189,19.626669,-23.72253,8.373042,9.595288,2025-05-23 03:00:00,3.019762
2025-05-23 03:30:00,158.0,2025-05-23,,39.422,-77.21,-26.65842,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1717611.0,4.397461,19.68,-16.35637,9.362031,10.31052,2025-05-23 03:30:00,3.020565
2025-05-23 04:00:00,158.0,2025-05-23,,39.422,-77.21,-25.54034,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1718938.0,4.875765,19.619999,-14.72228,9.704264,10.82496,2025-05-23 04:00:00,3.020687
2025-05-23 04:30:00,158.0,2025-05-23,,39.422,-77.21,-25.42871,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1720929.0,5.325972,19.72667,-15.94481,9.856771,9.488711,2025-05-23 04:30:00,3.009395
