time,alt,base_time,corr_soil_heat_flow_1,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_flow_1,soil_moisture_1,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_avg,time_offset,wetness
2025-05-29 00:00:00,158.0,2025-05-29,,39.422,-77.21,15.19666,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1801174.0,-0.9139147,22.470001,15.59521,-0.9139147,0.4026058,2025-05-29 00:00:00,3.01556
2025-05-29 00:30:00,158.0,2025-05-29,,39.422,-77.21,2.547455,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1793874.0,-0.7221472,22.091671,5.274374,4.990808,2.732866,2025-05-29 00:30:00,2.518689
2025-05-29 01:00:00,158.0,2025-05-29,,39.422,-77.21,8.154114,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1791067.0,-0.4283294,21.95,9.146482,-0.4283294,1.000197,2025-05-29 01:00:00,1.114468
2025-05-29 01:30:00,158.0,2025-05-29,,39.422,-77.21,7.867249,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1803522.0,-0.1153397,22.36667,11.39718,5.784657,3.537142,2025-05-29 01:30:00,1.102042
2025-05-29 02:00:00,158.0,2025-05-29,,39.422,-77.21,8.01593,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1787494.0,0.2010037,21.98,8.277632,0.2010037,0.2677635,2025-05-29 02:00:00,1.095584
2025-05-29 02:30:00,158.0,2025-05-29,,39.422,-77.21,5.243347,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1782746.0,0.4846406,21.65167,8.94623,5.168564,3.707906,2025-05-29 02:30:00,1.427912
2025-05-29 03:00:00,158.0,2025-05-29,,39.422,-77.21,4.861877,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1781776.0,0.7315973,21.76333,7.586522,0.7315973,2.729245,2025-05-29 03:00:00,2.776935
2025-05-29 03:30:00,158.0,2025-05-29,,39.422,-77.21,6.714844,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1780296.0,0.9371299,21.58833,7.815561,0.9371299,1.103595,2025-05-29 03:30:00,2.922724
2025-05-29 04:00:00,158.0,2025-05-29,,39.422,-77.21,7.000763,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1784941.0,1.096273,21.835,8.275686,1.096273,1.277752,2025-05-29 04:00:00,2.961121
2025-05-29 04:30:00,158.0,2025-05-29,,39.422,-77.21,6.921448,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1784176.0,1.212458,21.80333,9.937207,6.015444,3.018272,2025-05-29 04:30:00,2.64606
