time,alt,base_time,corr_soil_heat_flow_1,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_flow_1,soil_moisture_1,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_avg,time_offset,wetness
2025-05-25 05:00:00,158.0,2025-05-25,,39.422,-77.21,-67.79034,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1578662.0,10.31442,15.115001,-46.15235,18.99337,21.6551,2025-05-25 05:00:00,2.900357
2025-05-25 05:30:00,158.0,2025-05-25,,39.422,-77.21,-64.19269,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1579223.0,11.31822,15.048329,-39.68356,24.33241,25.85077,2025-05-25 05:30:00,2.953179
2025-05-25 06:00:00,158.0,2025-05-25,,39.422,-77.21,-63.39661,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1572281.0,12.28027,14.845,-40.90591,21.12931,21.18203,2025-05-25 06:00:00,2.969482
2025-05-25 06:30:00,158.0,2025-05-25,,39.422,-77.21,-66.68124,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1565186.0,13.16788,14.669999,-44.78958,22.10196,21.90111,2025-05-25 06:30:00,2.503625
2025-05-25 07:00:00,158.0,2025-05-25,,39.422,-77.21,-56.95575,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1581163.0,13.79075,15.099999,-34.56794,18.143,22.39734,2025-05-25 07:00:00,2.147071
2025-05-25 07:30:00,158.0,2025-05-25,,39.422,-77.21,-59.04172,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1572842.0,14.33707,14.91833,-35.90646,23.03303,23.14468,2025-05-25 07:30:00,2.929978
2025-05-25 08:00:00,158.0,2025-05-25,,39.422,-77.21,-66.34732,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1574170.0,14.85251,14.91667,-45.85046,19.21326,20.50104,2025-05-25 08:00:00,2.962338
2025-05-25 08:30:00,158.0,2025-05-25,,39.422,-77.21,-65.92249,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1567023.0,15.03818,14.69333,-46.56693,19.27133,19.35695,2025-05-25 08:30:00,3.01331
2025-05-25 09:00:00,158.0,2025-05-25,,39.422,-77.21,-70.36209,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1577641.0,15.22539,15.035001,-49.64648,19.65418,20.71484,2025-05-25 09:00:00,3.015046
2025-05-25 09:30:00,158.0,2025-05-25,,39.422,-77.21,-71.47433,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1572383.0,15.2015,14.87,-50.79049,19.57922,20.68294,2025-05-25 09:30:00,2.967448
2025-05-25 10:00:00,158.0,2025-05-25,,39.422,-77.21,-60.57925,4,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1569269.0,15.26708,14.70833,-35.53535,24.0141,25.04867,2025-05-25 10:00:00,2.737424
2025-05-25 10:30:00,158.0,2025-05-25,,39.422,-77.21,-29.77454,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572026.0,15.45336,14.89,-8.681849,19.79706,21.09929,2025-05-25 10:30:00,2.390836
2025-05-25 11:00:00,158.0,2025-05-25,,39.422,-77.21,11.48517,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562531.0,15.80037,14.533331,28.73531,20.17814,17.25242,2025-05-25 11:00:00,2.960865
2025-05-25 11:30:00,158.0,2025-05-25,,39.422,-77.21,89.24542,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564573.0,15.81374,14.596669,99.20362,11.37644,9.948486,2025-05-25 11:30:00,3.008182
2025-05-25 12:00:00,158.0,2025-05-25,,39.422,-77.21,118.2459,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574680.0,15.23484,14.968329,120.1712,6.496361,0.5806378,2025-05-25 12:00:00,3.022946
2025-05-25 12:30:00,158.0,2025-05-25,,39.422,-77.21,137.9747,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571107.0,13.65478,14.77333,139.1085,0.6490957,2.412986,2025-05-25 12:30:00,3.023165
2025-05-25 13:00:00,158.0,2025-05-25,,39.422,-77.21,324.5324,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563858.0,11.73196,14.58167,323.3146,-1.095137,-1.254519,2025-05-25 13:00:00,3.023095
2025-05-25 13:30:00,158.0,2025-05-25,,39.422,-77.21,422.1056,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566870.0,9.883083,14.711671,422.9501,-2.892945,0.8076452,2025-05-25 13:30:00,3.023374
2025-05-25 14:00:00,158.0,2025-05-25,,39.422,-77.21,449.1821,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576007.0,8.298572,14.98167,437.0745,-4.656089,-13.64734,2025-05-25 14:00:00,3.023082
2025-05-25 14:30:00,158.0,2025-05-25,,39.422,-77.21,544.6886,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564522.0,6.38261,14.6050005,518.9322,-15.37006,-24.30092,2025-05-25 14:30:00,3.022712
2025-05-25 15:00:00,158.0,2025-05-25,,39.422,-77.21,610.1902,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571822.0,3.121685,14.845,575.6553,-40.50271,-36.04656,2025-05-25 15:00:00,3.022325
2025-05-25 15:30:00,158.0,2025-05-25,,39.422,-77.21,661.7668,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566155.0,-2.240513,14.65333,617.735,-41.47869,-45.47125,2025-05-25 15:30:00,3.021993
2025-05-25 16:00:00,158.0,2025-05-25,,39.422,-77.21,702.7944,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569422.0,-7.887603,14.7633295,661.2163,-34.20513,-38.86977,2025-05-25 16:00:00,3.021215
2025-05-25 16:30:00,158.0,2025-05-25,,39.422,-77.21,732.7885,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569831.0,-12.193,14.746671,685.2973,-38.07673,-48.81719,2025-05-25 16:30:00,3.020303
2025-05-25 17:00:00,158.0,2025-05-25,,39.422,-77.21,655.4466,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565032.0,-15.9286,14.65833,612.8213,-42.08455,-41.44889,2025-05-25 17:00:00,3.020827
2025-05-25 17:30:00,158.0,2025-05-25,,39.422,-77.21,678.1363,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561970.0,-18.3691,14.51167,632.8428,-44.38048,-45.35952,2025-05-25 17:30:00,3.020355
2025-05-25 18:00:00,158.0,2025-05-25,,39.422,-77.21,711.8925,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557375.0,-19.5748,14.363331,667.3221,-41.1999,-44.61837,2025-05-25 18:00:00,3.020397
2025-05-25 18:30:00,158.0,2025-05-25,,39.422,-77.21,634.5526,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555742.0,-20.24503,14.32,584.6865,-50.73623,-49.89762,2025-05-25 18:30:00,3.020467
2025-05-25 19:00:00,158.0,2025-05-25,,39.422,-77.21,684.5703,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551862.0,-21.08093,14.196671,642.6913,-34.09508,-41.87674,2025-05-25 19:00:00,3.019552
2025-05-25 19:30:00,158.0,2025-05-25,,39.422,-77.21,519.5832,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557324.0,-21.67812,14.335001,488.0588,-30.27207,-31.51396,2025-05-25 19:30:00,3.020577
2025-05-25 20:00:00,158.0,2025-05-25,,39.422,-77.21,431.1412,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550790.0,-21.94003,14.195,410.4074,-17.55376,-20.70372,2025-05-25 20:00:00,3.021306
2025-05-25 20:30:00,158.0,2025-05-25,,39.422,-77.21,311.9642,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544205.0,-21.28077,13.90167,300.5162,-8.309057,-11.40763,2025-05-25 20:30:00,3.022725
2025-05-25 21:00:00,158.0,2025-05-25,,39.422,-77.21,324.4911,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547626.0,-19.9468,14.071671,314.1874,-11.35293,-10.26005,2025-05-25 21:00:00,3.022754
2025-05-25 21:30:00,158.0,2025-05-25,,39.422,-77.21,252.5083,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539560.0,-18.31699,13.80833,242.0188,-9.774067,-9.174766,2025-05-25 21:30:00,3.023175
2025-05-25 22:00:00,158.0,2025-05-25,,39.422,-77.21,143.727,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534404.0,-16.61744,13.58166,140.8581,-3.875428,-4.10093,2025-05-25 22:00:00,3.023735
2025-05-25 22:30:00,158.0,2025-05-25,,39.422,-77.21,82.16495,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533536.0,-14.80622,13.593329,80.61969,-2.310757,-1.505951,2025-05-25 22:30:00,3.023916
2025-05-25 23:00:00,158.0,2025-05-25,,39.422,-77.21,35.17712,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528687.0,-12.80612,13.46333,33.17679,0.0379426,-1.962188,2025-05-25 23:00:00,3.024138
2025-05-25 23:30:00,158.0,2025-05-25,,39.422,-77.21,-0.5350342,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534864.0,-10.88578,13.64833,2.303833,2.043324,2.873242,2025-05-25 23:30:00,3.024393
