time,alt,base_time,corr_soil_heat_flow_1,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_flow_1,soil_moisture_1,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_avg,time_offset,wetness
2025-05-24 00:00:00,158.0,2025-05-24,,39.422,-77.21,-57.40045,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652475.0,0.2103055,17.54,-42.50666,13.50518,14.92437,2025-05-24 00:00:00,3.025399
2025-05-24 00:30:00,158.0,2025-05-24,,39.422,-77.21,-80.82715,4,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1658958.0,1.828501,17.69167,-65.49043,15.99924,15.36697,2025-05-24 00:30:00,3.025435
2025-05-24 01:00:00,158.0,2025-05-24,,39.422,-77.21,-86.82669,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1665594.0,3.401342,17.831669,-68.03121,17.50409,18.82295,2025-05-24 01:00:00,3.025328
2025-05-24 01:30:00,158.0,2025-05-24,,39.422,-77.21,-80.24747,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1656916.0,4.796779,17.66,-64.80798,13.83291,15.4615,2025-05-24 01:30:00,3.025158
2025-05-24 02:00:00,158.0,2025-05-24,,39.422,-77.21,-52.17078,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1650280.0,5.953336,17.39833,-35.68496,14.83643,16.50315,2025-05-24 02:00:00,3.024924
2025-05-24 02:30:00,158.0,2025-05-24,,39.422,-77.21,-46.95291,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1650127.0,6.961506,17.385,-30.66169,16.22726,16.30512,2025-05-24 02:30:00,3.024578
2025-05-24 03:00:00,158.0,2025-05-24,,39.422,-77.21,-36.39597,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1649719.0,7.819647,17.38833,-22.77031,12.48652,13.63469,2025-05-24 03:00:00,3.02457
2025-05-24 03:30:00,158.0,2025-05-24,,39.422,-77.21,-51.93863,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1635426.0,8.274656,16.914999,-39.27132,12.814,12.67079,2025-05-24 03:30:00,3.024696
2025-05-24 04:00:00,158.0,2025-05-24,,39.422,-77.21,-62.58862,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1647983.0,8.589519,17.386671,-46.90233,13.11186,15.69221,2025-05-24 04:00:00,3.024476
2025-05-24 04:30:00,158.0,2025-05-24,,39.422,-77.21,-63.36441,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1642572.0,9.023966,17.13,-48.66494,13.50374,14.7056,2025-05-24 04:30:00,3.024437
