period,start_time,end_time,duration_hours,avg_precip,P_P_coef,P_T_coef,P_H_coef,P_CO2_coef,P_aero_coef,T_P_coef,T_T_coef,T_H_coef,T_CO2_coef,T_aero_coef,H_P_coef,H_T_coef,H_H_coef,H_CO2_coef,H_aero_coef,CO2_P_coef,CO2_T_coef,CO2_H_coef,CO2_CO2_coef,CO2_aero_coef,aero_P_coef,aero_T_coef,aero_H_coef,aero_CO2_coef,aero_aero_coef,P_P_elem,P_T_elem,P_H_elem,P_CO2_elem,P_aero_elem,T_P_elem,T_T_elem,T_H_elem,T_CO2_elem,T_aero_elem,H_P_elem,H_T_elem,H_H_elem,H_CO2_elem,H_aero_elem,CO2_P_elem,CO2_T_elem,CO2_H_elem,CO2_CO2_elem,CO2_aero_elem,aero_P_elem,aero_T_elem,aero_H_elem,aero_CO2_elem,aero_aero_elem
evening,2024-12-01 16:00:00,2024-12-02 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.4526381520135014]","[-0.20001900393619643, 0.18440172475469457]","[-0.3288157099121154, -0.6975404605055885]","[-0.1104943425782051, 0.03854949846253998]","[0.0, 0.0]","[-0.20001900393619643, -0.1367610755551098]","[0.0, -0.07819515673287422]","[-0.3933313994811057, 0.22998516969620555]","[0.26009562823426824, -0.03396530605694353]","[0.0, 0.0]","[-0.3288157099121154, -0.2170698512189662]","[-0.3933313994811057, -0.02946363145161253]","[0.0, 0.3003202563470796]","[-0.016772493661331166, 0.02346730905489398]","[0.0, 0.0]","[-0.1104943425782051, -0.0572642044653896]","[0.26009562823426824, -0.03695120939578219]","[-0.016772493661331166, 0.10331419664198291]","[0.0, -0.045829378279399216]",[],[],[],[],[],[],[1],[],"[0, 1]",[],[],[],[1],[],[],[],[0],[],[1],[],[],[1],[],[1],[]
evening,2024-12-02 16:00:00,2024-12-03 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.009166110724349742]","[-0.0040985363811706, 0.06798710465041578]","[-0.052681403230784137, -0.7953128049067649]","[-0.6935985477024048, 0.020891085098201045]","[0.0, 0.0]","[-0.0040985363811706, -0.00020687898339704174]","[0.0, 0.3884281235162899]","[0.0012994521880373459, 0.004747709946720789]","[0.11514565660142996, -0.031723840060526025]","[0.0, 0.0]","[-0.052681403230784137, -0.052358277329509824]","[0.0012994521880373459, -0.040009271451187337]","[0.0, -0.014863404928591268]","[0.040917588227393616, 0.017884779715410543]","[0.0, 0.0]","[-0.6935985477024048, -0.008154469550221847]","[0.11514565660142996, 0.03112148325400798]","[0.040917588227393616, 0.7694793711274546]","[0.0, -0.045829378279399216]",[],[],[],[],[],[],[1],[],"[0, 1]",[0],[],[],[],[],[],[],"[0, 1]",[],[1],"[0, 1]",[],"[0, 1]",[],"[0, 1]",[1]
evening,2024-12-03 16:00:00,2024-12-04 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.023896579126705078]","[0.6932991514132063, 0.009500252743686377]","[-0.7050652485957011, -0.2574843916912846]","[-0.22834663210191908, -0.15466277272271267]","[0.0, 0.0]","[0.6932991514132063, -0.014480048703246588]","[0.0, -0.03520524188720204]","[-0.4862928815509438, -0.14680769357033943]","[-0.09054326717881415, -0.06469058049745803]","[0.0, 0.0]","[-0.7050652485957011, 0.060615640796895104]","[-0.4862928815509438, 0.04253452497884687]","[0.0, 0.24651823947738122]","[0.3081790559648209, 0.1873898920705874]","[0.0, 0.0]","[-0.22834663210191908, 0.10025835718885062]","[-0.09054326717881415, 0.03324793545801464]","[0.3081790559648209, 0.030138650117331835]","[0.0, 0.5284394784734805]",[],[],[],[],[],[],[1],[],"[0, 1]",[],[],[],[1],[],[],[],"[0, 1]",[],[1],"[0, 1]",[],[],[],[0],[1]
evening,2024-12-04 16:00:00,2024-12-05 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.7969350435881598]","[0.722318853912262, 0.6518876547156448]","[0.03779993727044847, 0.06927864008452822]","[0.5622159652776636, 0.5513311451084538]","[0.0, 0.0]","[0.722318853912262, 0.7509446527452462]","[0.0, 0.7396043939347648]","[0.02316507673026279, 0.05177424483321948]","[0.7567169130120265, 0.5877329679023605]","[0.0, 0.0]","[0.03779993727044847, 0.016974155022399122]","[0.02316507673026279, 0.0015651088853967743]","[0.0, 0.308486631853125]","[0.021396757109042753, 0.02414679051655485]","[0.0, 0.0]","[0.5622159652776636, 0.6084888078551419]","[0.7567169130120265, 0.8128407139718113]","[0.021396757109042753, 0.06476321793791132]","[0.0, 0.6855486195080925]",[],[],[],[],[],[],[1],"[0, 1]",[1],"[0, 1]",[],"[0, 1]",[1],[],"[0, 1]",[],[],[],[1],[],[],"[0, 1]","[0, 1]",[],[1]
evening,2024-12-05 16:00:00,2024-12-06 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.06268767623984525]","[0.20019388112702494, -0.07938868349817788]","[-0.3832122308198534, -0.2947460543961066]","[-0.0005875247918413315, -0.28460181689523323]","[0.0, 0.0]","[0.20019388112702494, -0.004608607987024222]","[0.0, -0.03344354799790523]","[-0.08513406441109526, -0.046779622785623046]","[0.0076527350200822335, -0.03423852944535091]","[0.0, 0.0]","[-0.3832122308198534, -0.19345939908608634]","[-0.08513406441109526, 0.13413477587117714]","[0.0, 0.5533618817786957]","[0.4494962485239327, 0.5687594471559677]","[0.0, 0.0]","[-0.0005875247918413315, -0.47385965407192127]","[0.0076527350200822335, 0.12153973075572802]","[0.4494962485239327, 0.31713118446958505]","[0.0, 0.28773983225287125]",[],[],[],[],[],[],[1],"[0, 1]","[0, 1]","[0, 1]",[],[0],[1],[],[1],[],"[0, 1]",[],[1],"[0, 1]",[],"[0, 1]",[],"[0, 1]",[1]
evening,2024-12-06 16:00:00,2024-12-07 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.6343481824313658]","[0.03802902630938958, -0.02365074818988044]","[-0.5270868347751559, -0.7445834742287827]","[0.01663369791399351, -0.20868482183685325]","[0.0, 0.0]","[0.03802902630938958, 0.04277450335051669]","[0.0, 0.4399915660192864]","[0.09055791776723404, -0.11348896025047218]","[0.09342271950992284, -0.10057923961143028]","[0.0, 0.0]","[-0.5270868347751559, -0.4087251732185522]","[0.09055791776723404, 0.06357847143593218]","[0.0, 0.48444192957637355]","[0.341161701988603, 0.1475805076703923]","[0.0, 0.0]","[0.01663369791399351, 0.04114769730716168]","[0.09342271950992284, -0.019212041097714]","[0.341161701988603, -0.08239530265926308]","[0.0, -0.0438664419562254]",[],[],[],[],[],[],[1],[],"[0, 1]",[],[],[],[1],[],[],[],"[0, 1]",[],[1],[],[],[],[],[],[]
evening,2024-12-07 16:00:00,2024-12-08 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.20722826962806692]","[-0.04620078368175757, -0.6705015700259335]","[-0.21820104043033453, -0.6973201014659062]","[-0.5032149676696112, -0.4392119613030571]","[0.0, 0.0]","[-0.04620078368175757, -0.21733142753095713]","[0.0, 0.058972440444260005]","[0.7519288607517243, 0.27844424825267633]","[0.40734578183930925, 0.32331128220317046]","[0.0, 0.0]","[-0.21820104043033453, -0.21848721813684094]","[0.7519288607517243, 0.2937774030044701]","[0.0, 0.48043279144708756]","[0.5562180384034213, 0.47784406558439263]","[0.0, 0.0]","[-0.5032149676696112, -0.3149669343496087]","[0.40734578183930925, 0.5102675340991621]","[0.5562180384034213, 0.7260655769464118]","[0.0, 0.6839143552659702]",[],[],[],[],[],[],[1],"[0, 1]",[1],[1],[],[0],[],[1],[1],[],[],[],[1],[],[],[],[],[],[1]
evening,2024-12-08 16:00:00,2024-12-09 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.08378653367320928]","[-0.2400453454104041, -0.02729694165002623]","[-0.019977303330359315, -0.7846917649166013]","[0.043065875123867316, 0.012513630448826366]","[0.0, 0.0]","[-0.2400453454104041, -0.018740096227930835]","[0.0, -0.044316746523707914]","[0.08066861652705964, 0.2636963336384425]","[-0.04569256398048281, -0.06049209454426839]","[0.0, 0.0]","[-0.019977303330359315, 0.050198619403857635]","[0.08066861652705964, 0.0010030405066610746]","[0.0, -0.04721971326946624]","[0.012750048386684226, 0.02499620304649967]","[0.0, 0.0]","[0.043065875123867316, 0.04761652290988364]","[-0.04569256398048281, -0.04363088722712562]","[0.012750048386684226, 0.00037695202066942896]","[0.0, 0.9332670864064521]",[],[],[],[],[],[],[1],[],"[0, 1]","[0, 1]",[],[],[],[],[],[],"[0, 1]",[],[1],"[0, 1]",[],"[0, 1]",[],"[0, 1]",[1]
evening,2024-12-09 16:00:00,2024-12-10 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.032488472243043]","[0.042097721518000966, 0.8079782740227908]","[-0.7714475253369107, 0.05236998208069989]","[0.1611504420404962, 0.10056236093851369]","[0.0, 0.0]","[0.042097721518000966, -0.05987177698227296]","[0.0, 0.03100616843983781]","[-0.014441890634812504, 0.0026519311766781293]","[0.12091228964379358, 0.09751927076578792]","[0.0, 0.0]","[-0.7714475253369107, 0.06518766391965801]","[-0.014441890634812504, -0.6626076024877128]","[0.0, -0.10254954498727847]","[-0.16448295562615514, -0.07809697989423077]","[0.0, 0.0]","[0.1611504420404962, -0.0291011358138157]","[0.12091228964379358, 0.17399578624149567]","[-0.16448295562615514, -0.023741701184287044]","[0.0, 0.4865305556251777]",[],[],[],[],[],[],[1],"[0, 1]","[0, 1]",[],[],[0],[1],"[0, 1]",[1],[],[0],"[0, 1]",[1],[],[],[],[],[],[1]
evening,2024-12-12 16:00:00,2024-12-13 02:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.055255223275568886]","[-0.6886104077266358, 0.03374508051007805]","[-0.7783816167870832, 0.024591261150795428]","[-0.6263402041133218, 0.04046924657659521]","[0.0, 0.0]","[-0.6886104077266358, 0.022278826561055502]","[0.0, -0.05320236510556641]","[0.8134016786040126, 0.00909510380372527]","[0.8045826766742091, -0.025513552160202124]","[0.0, 0.0]","[-0.7783816167870832, 0.02993265988594779]","[0.8134016786040126, -0.049988967738296516]","[0.0, -0.034684184763183246]","[0.7199129794167743, -0.05266651859939228]","[0.0, 0.0]","[-0.6263402041133218, 0.013744762029718997]","[0.8045826766742091, -0.045602390608216116]","[0.7199129794167743, 0.002351373978020253]","[0.0, -0.045275220151085545]",[],[],[],[],[],[],[1],[],"[0, 1]",[],[],[],[1],[0],"[0, 1]",[],"[0, 1]","[0, 1]",[1],"[0, 1]",[],[],"[0, 1]",[0],[]
