time,base_time,time_offset,down_short_hemisp,qc_down_short_hemisp,up_short_hemisp,qc_up_short_hemisp,down_long,qc_down_long,up_long,qc_up_long,surface_soil_heat_flux_1,qc_surface_soil_heat_flux_1,surface_soil_heat_flux_2,qc_surface_soil_heat_flux_2,surface_soil_heat_flux_3,qc_surface_soil_heat_flux_3,soil_moisture_1,qc_soil_moisture_1,soil_moisture_2,qc_soil_moisture_2,soil_moisture_3,qc_soil_moisture_3,soil_temp_1,qc_soil_temp_1,soil_temp_2,qc_soil_temp_2,soil_temp_3,qc_soil_temp_3,soil_heat_flow_1,qc_soil_heat_flow_1,soil_heat_flow_2,qc_soil_heat_flow_2,soil_heat_flow_3,qc_soil_heat_flow_3,corr_soil_heat_flow_1,qc_corr_soil_heat_flow_1,corr_soil_heat_flow_2,qc_corr_soil_heat_flow_2,corr_soil_heat_flow_3,qc_corr_soil_heat_flow_3,soil_heat_capacity_1,qc_soil_heat_capacity_1,soil_heat_capacity_2,qc_soil_heat_capacity_2,soil_heat_capacity_3,qc_soil_heat_capacity_3,energy_storage_change_1,qc_energy_storage_change_1,energy_storage_change_2,qc_energy_storage_change_2,energy_storage_change_3,qc_energy_storage_change_3,albedo,qc_albedo,net_radiation,qc_net_radiation,surface_soil_heat_flux_avg,qc_surface_soil_heat_flux_avg,surface_energy_balance,qc_surface_energy_balance,wetness,qc_wetness,temp_net_radiometer,qc_temp_net_radiometer,battery_voltage,qc_battery_voltage,lat,lon,alt
2025-05-25 00:00:00,2025-05-25,2025-05-25 00:00:00,57.98507,0,19.04431,0,304.1333,0,389.0701,0,6.780034,0,9.035445,0,9.017835,0,15.525,0,10.205,0,18.49,0,17.19,0,16.40333,0,17.14333,0,-6.69335,0,-6.774659,0,-5.110384,0,,1,,1,,1,1594384.0,0,1429146.0,0,1683818.0,0,13.47338,0,15.8101,0,14.12822,0,0.329463,0,-45.15915,0,8.277772,0,-39.63982,0,3.025455,0,17.93188,0,13.62881,0,39.422,-77.21,158.0
2025-05-25 00:30:00,2025-05-25,2025-05-25 00:30:00,3.364933,0,0.1144036,0,301.9034,0,376.7125,0,8.624008,0,11.23997,0,10.82675,0,15.414999,0,10.213329,0,18.17333,0,16.88167,0,16.02,0,16.85,0,-4.985445,0,-4.468116,0,-3.097363,0,,1,,1,,1,1587901.0,0,1430014.0,0,1675344.0,0,13.60945,0,15.70809,0,13.92412,0,0.04901695,0,-71.4436,0,10.23024,0,-58.52423,0,3.025717,0,16.51451,0,13.66103,0,39.422,-77.21,158.0
2025-05-25 01:00:00,2025-05-25,2025-05-25 01:00:00,-7.231537,2,-3.482687,2,306.4767,0,367.3864,0,10.23529,0,17.84151,0,17.91122,0,15.16667,0,9.943334,0,18.505,0,16.54667,0,15.55167,0,16.51167,0,-3.051087,0,-2.091226,0,-1.054091,0,,1,,1,,1,1581622.0,0,1421744.0,0,1683665.0,0,13.28637,0,19.93273,0,18.96531,0,0.4840481,0,-64.80496,0,15.32934,0,-49.51244,0,3.025557,0,15.96873,0,13.5349,0,39.422,-77.21,158.0
2025-05-25 01:30:00,2025-05-25,2025-05-25 01:30:00,-8.872787,2,-4.148259,2,307.5648,0,362.5331,0,16.58063,0,16.41986,0,15.32873,0,15.358331,0,10.088329,0,18.07667,0,16.18,0,15.11833,0,16.15,0,-0.9898702,0,0.4481377,0,1.166497,0,,1,,1,,1,1588565.0,0,1427155.0,0,1669423.0,0,17.5705,0,15.97172,0,14.16224,0,0.4670095,0,-59.72137,0,16.10974,0,-43.65004,0,3.023688,0,15.02282,0,13.53156,0,39.422,-77.21,158.0
2025-05-25 02:00:00,2025-05-25,2025-05-25 02:00:00,-8.000655,2,-3.422776,2,310.6845,0,359.7084,0,14.55024,0,14.67463,0,21.92377,0,15.14,0,9.805,0,18.144999,0,15.83667,0,14.72667,0,15.79333,0,1.068308,0,2.953146,0,3.315735,0,,1,,1,,1,1580959.0,0,1416436.0,0,1674425.0,0,13.48193,0,11.72149,0,18.60804,0,0.4270522,0,-53.51236,0,17.04955,0,-36.49849,0,3.019017,0,13.73536,0,13.57048,0,39.422,-77.21,158.0
2025-05-25 02:30:00,2025-05-25,2025-05-25 02:30:00,-8.850181,2,-3.654036,2,293.0172,0,355.8257,0,20.53036,0,21.19687,0,19.16429,0,15.449999,0,9.826667,0,17.921669,0,15.5,0,14.37667,0,15.465,0,3.010875,0,5.267668,0,5.240134,0,,1,,1,,1,1589075.0,0,1418324.0,0,1665850.0,0,17.51948,0,15.9292,0,13.92416,0,0.4137438,0,-67.98248,0,20.29717,0,-49.16048,0,3.012333,0,13.51833,0,13.56119,0,39.422,-77.21,158.0
2025-05-25 03:00:00,2025-05-25,2025-05-25 03:00:00,-8.723036,2,-3.723964,2,290.4475,0,352.227,0,17.79119,0,23.1769,0,20.58164,0,15.08667,0,9.886665,0,17.515001,0,15.17333,0,14.00667,0,15.15333,0,4.768488,0,7.34979,0,6.972143,0,,1,,1,,1,1579530.0,0,1420264.0,0,1654262.0,0,13.0227,0,15.82711,0,13.6095,0,0.4265477,0,-66.81503,0,20.51657,0,-46.19752,0,3.001271,0,12.6412,0,13.5977,0,39.422,-77.21,158.0
2025-05-25 03:30:00,2025-05-25,2025-05-25 03:30:00,-8.415569,2,-3.370692,2,288.4733,0,350.0482,0,19.29427,0,21.04997,0,22.47235,0,15.07166,0,9.721665,0,17.75167,0,14.86833,0,13.68333,0,14.86333,0,6.44166,0,9.22639,0,8.565199,0,,1,,1,,1,1579070.0,0,1414955.0,0,1661153.0,0,12.85261,0,11.82358,0,13.90715,0,0.3980585,0,-66.64484,0,20.93886,0,-45.75586,0,2.979485,0,11.86151,0,13.59489,0,39.422,-77.21,158.0
2025-05-25 04:00:00,2025-05-25,2025-05-25 04:00:00,-8.075856,2,-3.934979,2,288.1292,0,350.2426,0,21.11991,0,18.67538,0,19.08719,0,14.923329,0,9.591666,0,17.52,0,14.58333,0,13.41667,0,14.59167,0,8.003671,0,10.85537,0,9.957508,0,,1,,1,,1,1573966.0,0,1410974.0,0,1652169.0,0,13.11624,0,7.820007,0,9.129681,0,0.4886418,0,-66.22702,0,19.62749,0,-46.76726,0,3.002664,0,12.70049,0,13.63205,0,39.422,-77.21,158.0
2025-05-25 04:30:00,2025-05-25,2025-05-25 04:30:00,-8.931796,2,-3.969554,2,286.7721,0,349.6304,0,17.89381,0,20.11878,0,25.05877,0,15.054999,0,9.466667,0,17.73667,0,14.315,0,13.19167,0,14.33833,0,9.240376,0,12.20523,0,11.1176,0,,1,,1,,1,1579887.0,0,1407094.0,0,1660643.0,0,8.653436,0,7.913556,0,13.94117,0,0.4456238,0,-67.78668,0,21.02379,0,-45.30301,0,3.010211,0,13.08108,0,13.63388,0,39.422,-77.21,158.0
