time,base_time,time_offset,down_short_hemisp,qc_down_short_hemisp,up_short_hemisp,qc_up_short_hemisp,down_long,qc_down_long,up_long,qc_up_long,surface_soil_heat_flux_1,qc_surface_soil_heat_flux_1,surface_soil_heat_flux_2,qc_surface_soil_heat_flux_2,surface_soil_heat_flux_3,qc_surface_soil_heat_flux_3,soil_moisture_1,qc_soil_moisture_1,soil_moisture_2,qc_soil_moisture_2,soil_moisture_3,qc_soil_moisture_3,soil_temp_1,qc_soil_temp_1,soil_temp_2,qc_soil_temp_2,soil_temp_3,qc_soil_temp_3,soil_heat_flow_1,qc_soil_heat_flow_1,soil_heat_flow_2,qc_soil_heat_flow_2,soil_heat_flow_3,qc_soil_heat_flow_3,corr_soil_heat_flow_1,qc_corr_soil_heat_flow_1,corr_soil_heat_flow_2,qc_corr_soil_heat_flow_2,corr_soil_heat_flow_3,qc_corr_soil_heat_flow_3,soil_heat_capacity_1,qc_soil_heat_capacity_1,soil_heat_capacity_2,qc_soil_heat_capacity_2,soil_heat_capacity_3,qc_soil_heat_capacity_3,energy_storage_change_1,qc_energy_storage_change_1,energy_storage_change_2,qc_energy_storage_change_2,energy_storage_change_3,qc_energy_storage_change_3,albedo,qc_albedo,net_radiation,qc_net_radiation,surface_soil_heat_flux_avg,qc_surface_soil_heat_flux_avg,surface_energy_balance,qc_surface_energy_balance,wetness,qc_wetness,temp_net_radiometer,qc_temp_net_radiometer,battery_voltage,qc_battery_voltage,lat,lon,alt
2025-03-18 00:00:00,2025-03-18,2025-03-18 00:00:00,-8.900213,2,-4.891099,2,240.2545,0,329.6399,0,29.07247,0,33.33509,0,38.13405,0,19.92,0,15.646669,0,23.175,0,9.485,0,8.356667,0,9.196667,0,-0.04300385,0,2.809924,0,2.744338,0,,1,,1,,1,1727259.0,0,1597243.0,0,1826034.0,0,29.11547,0,30.52517,0,35.38971,0,0.5506282,0,-93.41225,0,33.51387,0,-58.46362,0,3.028401,0,6.809522,0,13.65895,0,39.422,-77.21,158.0
2025-03-18 00:30:00,2025-03-18,2025-03-18 00:30:00,-8.723975,2,-4.333532,2,238.0469,0,326.7811,0,27.66168,0,29.39984,0,30.77373,0,19.89333,0,16.045,0,22.93167,0,8.919999,0,7.725,0,8.601666,0,3.213123,0,7.034854,0,5.534269,0,,1,,1,,1,1726391.0,0,1608473.0,0,1819959.0,0,24.44856,0,22.36498,0,25.23946,0,0.4959187,0,-93.13933,0,29.27842,0,-63.91524,0,3.02832,0,6.222837,0,13.69422,0,39.422,-77.21,158.0
2025-03-18 01:00:00,2025-03-18,2025-03-18 01:00:00,-8.775837,2,-4.288246,2,235.9253,0,323.4069,0,29.74635,0,33.32395,0,33.47892,0,19.796669,0,16.050001,0,23.15167,0,8.431666,0,7.21,0,8.113333,0,6.114216,0,10.56776,0,7.907811,0,,1,,1,,1,1722920.0,0,1610209.0,0,1827157.0,0,23.63214,0,22.75619,0,25.57111,0,0.491043,0,-91.98164,0,32.18307,0,-59.84264,0,3.028177,0,5.699373,0,13.69776,0,39.422,-77.21,158.0
2025-03-18 01:30:00,2025-03-18,2025-03-18 01:30:00,-8.484002,2,-3.70527,2,233.7422,0,320.7935,0,27.65171,0,30.98745,0,30.22653,0,20.00333,0,15.616671,0,23.14167,0,8.003333,0,6.784999,0,7.72,0,8.524907,0,13.37439,0,9.798532,0,,1,,1,,1,1730219.0,0,1594640.0,0,1825983.0,0,19.1268,0,17.61305,0,20.428,0,0.435632,0,-91.79987,0,29.62189,0,-63.92972,0,3.028044,0,5.108874,0,13.72402,0,39.422,-77.21,158.0
2025-03-18 02:00:00,2025-03-18,2025-03-18 02:00:00,-8.4987,2,-3.602464,2,232.5976,0,319.11,0,24.9496,0,33.11087,0,26.57019,0,19.72,0,16.130001,0,22.95833,0,7.628333,0,6.405,0,7.353333,0,10.48116,0,15.50633,0,11.25982,0,,1,,1,,1,1721694.0,0,1610974.0,0,1819245.0,0,14.46844,0,17.60454,0,15.31037,0,0.4245495,0,-91.46957,0,28.21022,0,-61.57035,0,3.028168,0,4.917141,0,13.72584,0,39.422,-77.21,158.0
2025-03-18 02:30:00,2025-03-18,2025-03-18 02:30:00,-8.453772,2,-3.394071,2,231.4092,0,315.4625,0,31.42459,0,30.35479,0,27.47203,0,19.635,0,15.94833,0,22.83,0,7.275,0,6.053333,0,7.02,0,12.15318,0,17.28109,0,12.45933,0,,1,,1,,1,1718581.0,0,1605410.0,0,1816897.0,0,19.2714,0,13.0737,0,15.0127,0,0.4018365,0,-89.14064,0,29.75047,0,-59.41378,0,3.028155,0,4.552295,0,13.72691,0,39.422,-77.21,158.0
2025-03-18 03:00:00,2025-03-18,2025-03-18 03:00:00,-8.338401,2,-3.227479,2,230.7254,0,314.6085,0,28.03473,0,32.33216,0,28.44301,0,19.845,0,15.955,0,22.921669,0,6.961667,0,5.755,0,6.713333,0,13.66837,0,18.73117,0,13.43029,0,,1,,1,,1,1723583.0,0,1606942.0,0,1818785.0,0,14.36637,0,13.60099,0,15.01272,0,0.3864954,0,-88.96895,0,29.6033,0,-59.38527,0,3.028219,0,4.487669,0,13.72705,0,39.422,-77.21,158.0
2025-03-18 03:30:00,2025-03-18,2025-03-18 03:30:00,-8.404417,2,-3.173779,2,229.6197,0,312.3398,0,24.39828,0,33.23941,0,29.31994,0,19.779999,0,15.996671,0,23.228329,0,6.681666,0,5.475,0,6.434999,0,14.74131,0,19.91908,0,14.23921,0,,1,,1,,1,1722818.0,0,1607299.0,0,1828637.0,0,9.656973,0,13.32033,0,15.08073,0,0.378094,0,-87.99344,0,28.98588,0,-59.02283,0,3.028175,0,4.267845,0,13.75512,0,39.422,-77.21,158.0
2025-03-18 04:00:00,2025-03-18,2025-03-18 04:00:00,-8.479506,2,-3.538267,2,228.2861,0,310.8399,0,30.26183,0,29.73293,0,29.94495,0,19.869999,0,15.835001,0,23.14333,0,6.401666,0,5.201666,0,6.166666,0,15.72538,0,20.97742,0,14.91522,0,,1,,1,,1,1726544.0,0,1602398.0,0,1826800.0,0,14.53645,0,8.755507,0,15.02973,0,0.4173366,0,-87.47473,0,29.9799,0,-57.50959,0,3.028011,0,3.900299,0,13.75994,0,39.422,-77.21,158.0
2025-03-18 04:30:00,2025-03-18,2025-03-18 04:30:00,-8.30118,2,-3.327671,2,227.7444,0,310.7553,0,30.64752,0,30.87692,0,25.63325,0,19.914999,0,15.646669,0,23.175,0,6.156666,0,4.963333,0,5.9,0,16.62131,0,21.92583,0,15.50006,0,,1,,1,,1,1727412.0,0,1594844.0,0,1827208.0,0,14.02621,0,8.951089,0,10.13319,0,0.4012152,0,-87.94534,0,29.05256,0,-58.90529,0,3.028079,0,3.746619,0,13.77264,0,39.422,-77.21,158.0
