period,start_time,end_time,duration_hours,avg_precip,P_P_coef,P_T_coef,P_H_coef,P_CO2_coef,P_aero_coef,T_P_coef,T_T_coef,T_H_coef,T_CO2_coef,T_aero_coef,H_P_coef,H_T_coef,H_H_coef,H_CO2_coef,H_aero_coef,CO2_P_coef,CO2_T_coef,CO2_H_coef,CO2_CO2_coef,CO2_aero_coef,aero_P_coef,aero_T_coef,aero_H_coef,aero_CO2_coef,aero_aero_coef,P_P_elem,P_T_elem,P_H_elem,P_CO2_elem,P_aero_elem,T_P_elem,T_T_elem,T_H_elem,T_CO2_elem,T_aero_elem,H_P_elem,H_T_elem,H_H_elem,H_CO2_elem,H_aero_elem,CO2_P_elem,CO2_T_elem,CO2_H_elem,CO2_CO2_elem,CO2_aero_elem,aero_P_elem,aero_T_elem,aero_H_elem,aero_CO2_elem,aero_aero_elem
morning,2025-01-19 04:00:00,2025-01-19 14:00:00,10,0.0,"[0.0, -0.05817278018470427]","[0.38612021526355994, -0.015017843986887746]","[0.21600384516049687, -0.033606092711652144]","[0.014999710339379115, 0.005413851457378484]","[-0.1116597293229702, -0.08310824407694126]","[0.38612021526355994, 0.013523849248889738]","[0.0, -0.03869043533658633]","[0.5817547808761339, -0.04061358551956838]","[0.3274558000816667, 0.034389384631989275]","[-0.34718674418408674, -0.24953571509916353]","[0.21600384516049687, 0.04686989112369928]","[0.5817547808761339, 0.03159469283295515]","[0.0, -0.034031473182545444]","[0.20724428873691741, 0.08064278292890265]","[-0.27965559111645244, -0.2247040806508915]","[0.014999710339379115, 0.06792340339708687]","[0.3274558000816667, -0.028899442706416787]","[0.20724428873691741, -0.04487126149971985]","[0.0, -0.07686929575863449]","[-0.1615200900378084, -0.10660107377947613]","[-0.1116597293229702, -0.051933574485697305]","[-0.34718674418408674, 0.04761644207368361]","[-0.27965559111645244, 0.09180138995406036]","[-0.1615200900378084, -0.00887798232709454]","[0.0, 0.4624338648905437]",[],[0],[0],[],[],[0],[1],"[0, 1]",[],[],[0],[0],[],[],[],[],[],[],[1],[],[],[],[],[1],[]
morning,2025-01-20 04:00:00,2025-01-20 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.8400309972817896]","[-0.04272667439342721, -0.0841030928043556]","[0.4344554821219575, 0.3815949011445455]","[-0.1358328097121423, -0.12587993349735768]","[0.0, 0.0]","[-0.04272667439342721, -0.007802865416675829]","[0.0, 0.4464766020265026]","[0.30568434609170286, 0.2027682752740825]","[0.3395448337262029, 0.12742868841627894]","[0.0, 0.0]","[0.4344554821219575, 0.425278333218509]","[0.30568434609170286, 0.09232749271355463]","[0.0, 0.6271068970364495]","[0.07438188721555238, -0.044991760186554604]","[0.0, 0.0]","[-0.1358328097121423, -0.08952326805228866]","[0.3395448337262029, 0.20132893287816506]","[0.07438188721555238, 0.07647749609645313]","[0.0, 0.4829291531465266]",[],[],[],[],[],[],[1],"[0, 1]",[1],[],[],"[0, 1]",[1],"[0, 1]",[],[],[],"[0, 1]",[1],[],[],[],[],[],[1]
morning,2025-01-21 04:00:00,2025-01-21 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.07065455802695976]","[-0.2605085706576822, 0.5606613861617834]","[-0.13259672194497762, -0.14718243917543314]","[0.0407165506936086, -0.028141485749012964]","[0.0, 0.0]","[-0.2605085706576822, 6.915318609474937e-05]","[0.0, -0.16434346795536248]","[-0.15277690080097522, -0.05955901329831434]","[0.2786285014891213, 0.07735264065380393]","[0.0, 0.0]","[-0.13259672194497762, 0.002891518900775695]","[-0.15277690080097522, -0.06028089858231785]","[0.0, 0.42573810451354355]","[0.11468801027381782, -0.07601271389732646]","[0.0, 0.0]","[0.0407165506936086, -0.021665927810871954]","[0.2786285014891213, 0.04249206433379378]","[0.11468801027381782, 0.03884266853391962]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[1],[1],[1],[],[],[1],[1],[],[],[],[],[],[1],[],[],[],[1],[],[]
morning,2025-01-22 04:00:00,2025-01-22 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.6372148191062734]","[-0.015278825361824195, 0.04020833098752355]","[-0.13971906880124071, -0.19096421454158682]","[-0.226916730346793, -0.17918612610061138]","[0.0, 0.0]","[-0.015278825361824195, 0.007786412272217874]","[0.0, 0.392409080365517]","[0.12025831917429074, 0.09795749649691157]","[0.1483478836908567, 0.13053835538927153]","[0.0, 0.0]","[-0.13971906880124071, -0.1281057552587437]","[0.12025831917429074, 0.02583687040005125]","[0.0, 0.4586753599995347]","[0.550715477023042, 0.49055811083618833]","[0.0, 0.0]","[-0.226916730346793, -0.18769357169925785]","[0.1483478836908567, 0.05360087847129646]","[0.550715477023042, 0.7743113772555366]","[0.0, 0.6686946571270114]",[],[],[],[],[],[],[1],[],[1],"[0, 1]",[],[],[1],[],[],[],[],[],[],"[0, 1]",[],[0],[],"[0, 1]",[1]
morning,2025-01-23 04:00:00,2025-01-23 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.02733511604509319]","[0.8215756702391636, -0.04156637076606733]","[-0.7564901057411191, 0.04472291121691448]","[0.13156541690759888, -0.009684721840821116]","[0.0, 0.0]","[0.8215756702391636, -0.030337300960151758]","[0.0, -0.07650483653102726]","[-0.6894477231092341, 0.05319614160827678]","[0.19187621202977953, 0.005950647688149883]","[0.0, 0.0]","[-0.7564901057411191, 0.018828210692684595]","[-0.6894477231092341, 0.045065993995456126]","[0.0, -0.07372845685391473]","[-0.1855546699436639, 0.05669237262780684]","[0.0, 0.0]","[0.13156541690759888, -0.011191295076608829]","[0.19187621202977953, -0.041182981437341254]","[-0.1855546699436639, 0.03664401536454279]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[1],"[0, 1]","[0, 1]",[],[],"[0, 1]",[1],"[0, 1]",[],[],"[0, 1]","[0, 1]",[1],[],[],[],[],[],[]
morning,2025-01-24 04:00:00,2025-01-24 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.5068583545694193]","[0.19508900329650203, -0.1360782321373317]","[-0.20101416017459683, -0.062127956523078696]","[-0.06023478935838584, 0.043839487113288805]","[0.0, 0.0]","[0.19508900329650203, 0.1382428082422327]","[0.0, -0.05070748593728939]","[-0.10135207178764766, -0.1552382631805834]","[-0.2601388246242737, 0.010204361934919174]","[0.0, 0.0]","[-0.20101416017459683, -0.14466525616604092]","[-0.10135207178764766, -0.005904060577634258]","[0.0, 0.5148584077061371]","[0.1350637459343085, -0.07351877341169938]","[0.0, 0.0]","[-0.06023478935838584, -0.0026829778643093142]","[-0.2601388246242737, -0.0030088920250559035]","[0.1350637459343085, 0.41475224453687226]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[1],[],[],[],[],[],[1],[],[],[],[],[],[1],[],[],[],[],[1],[]
morning,2025-01-25 04:00:00,2025-01-25 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.39992092826118586]","[-0.14284377738853463, 0.0842412320276936]","[0.21101205319203628, 0.03810418478711116]","[0.013356001427887381, 0.03520427234102403]","[0.0, 0.0]","[-0.14284377738853463, -0.06434910984512572]","[0.0, 0.02174408678203709]","[-0.08441039678894822, -0.05550558419923227]","[0.04499073209276243, 0.0824650485415637]","[0.0, 0.0]","[0.21101205319203628, 0.05098660418331578]","[-0.08441039678894822, -0.06899426758721558]","[0.0, 0.35406450464280864]","[-0.10583887264158696, -0.04399017617971913]","[0.0, 0.0]","[0.013356001427887381, 0.012411710733582649]","[0.04499073209276243, 0.5451523232845499]","[-0.10583887264158696, -0.11758651324871437]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[1],[],[]
morning,2025-01-26 04:00:00,2025-01-26 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.08723102985527009]","[0.19817017368201914, 0.0035182499636683905]","[0.014828846204856926, -0.08062507857954553]","[-0.18993792003861856, -0.056310002511118847]","[0.0, 0.0]","[0.19817017368201914, -0.046075374925840636]","[0.0, -0.07600071962447644]","[-0.21262728333927583, -0.1635647717349453]","[-0.06808792824350496, -0.25432029344221496]","[0.0, 0.0]","[0.014828846204856926, -0.019589561319458975]","[-0.21262728333927583, 0.09740641159078049]","[0.0, 0.44508226509036686]","[0.1313976626407193, 0.036338546357688815]","[0.0, 0.0]","[-0.18993792003861856, 0.011411920899211723]","[-0.06808792824350496, -0.004890495136698268]","[0.1313976626407193, 0.09655210809352308]","[0.0, -0.03627126349377296]",[],[],[],[],[],[],[],[0],[],[],[],[0],[],[],[],[],[],[],[1],[],[],[],[],[],[]
morning,2025-01-27 04:00:00,2025-01-27 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.541529570370395]","[-0.007354829027821234, 0.034469475804131]","[0.11456938561094224, -0.0769064055018392]","[0.08955226656759212, 0.11216370342696792]","[0.0, 0.0]","[-0.007354829027821234, -0.0032372972994118843]","[0.0, -0.035111699565366875]","[0.318256382054768, 0.0266554657186127]","[0.2180660138475762, 0.03917359827832337]","[0.0, 0.0]","[0.11456938561094224, 0.08137787372978908]","[0.318256382054768, -0.0249598333652897]","[0.0, -0.1019290769523866]","[0.35194123719806497, -0.01119012216004028]","[0.0, 0.0]","[0.08955226656759212, 0.02171268278397104]","[0.2180660138475762, -0.0004989429580699404]","[0.35194123719806497, -0.07084436328467275]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[1],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[],[]
morning,2025-01-28 04:00:00,2025-01-28 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.3770367325355751]","[0.32914164129453044, 0.1535436201212798]","[-0.318702041159661, -0.410527867842587]","[0.17617409659372713, 0.12183830024942267]","[0.0, 0.0]","[0.32914164129453044, 0.14453584237375477]","[0.0, 0.4660744548541763]","[-0.23857506485598975, -0.11671760331128161]","[0.02393016104945802, -0.07152808643519913]","[0.0, 0.0]","[-0.318702041159661, -0.14353923803264182]","[-0.23857506485598975, -0.07711942085768607]","[0.0, 0.12008855887948415]","[-0.13804818629486265, -0.027756948844477117]","[0.0, 0.0]","[0.17617409659372713, 0.06453463120294928]","[0.02393016104945802, -0.011086152535607708]","[-0.13804818629486265, -0.07944758882505429]","[0.0, 0.5003872905911805]",[],[],[],[],[],[],[1],[],[1],[],[],[],[1],[],"[0, 1]",[],[],[],[],[],[],[],"[0, 1]",[],[1]
morning,2025-01-29 04:00:00,2025-01-29 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.08801916861853033]","[-0.05136304279396264, -0.0026670727807591387]","[-0.06987463169978558, -0.12773421654588377]","[-0.21904606587746375, 0.04854617639911753]","[0.0, 0.0]","[-0.05136304279396264, -0.05848599467095263]","[0.0, -0.07059869125666891]","[-0.018011500032568514, -0.025109650337108838]","[-0.07073943450880774, 0.029756070638031398]","[0.0, 0.0]","[-0.06987463169978558, 0.0014952560986772158]","[-0.018011500032568514, 0.014186808832053876]","[0.0, 0.44225435284530085]","[0.0469800309009011, 0.0011287984618033062]","[0.0, 0.0]","[-0.21904606587746375, 0.01719580843192121]","[-0.07073943450880774, 0.02109560430176049]","[0.0469800309009011, 0.04970219347027446]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[],[]
morning,2025-01-30 04:00:00,2025-01-30 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.40345911137049234]","[-0.004022572860832652, -0.003743789243932716]","[0.0053834057463933065, -0.023701482394867]","[-0.0796785519463418, 0.01974525468525421]","[0.0, 0.0]","[-0.004022572860832652, 0.018607736920606688]","[0.0, -0.08691507769829608]","[0.7234322685606119, -0.05583436834656374]","[0.4940066346699297, -0.03291251835672653]","[0.0, 0.0]","[0.0053834057463933065, -0.016956836869371574]","[0.7234322685606119, -0.016074425318591982]","[0.0, -0.03663253730890214]","[0.7898768550261069, -0.02021767539243282]","[0.0, 0.0]","[-0.0796785519463418, -0.08550617677597348]","[0.4940066346699297, -0.027274776350764408]","[0.7898768550261069, -0.015503988076950002]","[0.0, -0.03370160717103691]",[],[],[],[],[],[],[1],[1],"[0, 1]",[1],[],[],[],[0],[0],[],[0],[0],[1],"[0, 1]",[],[],"[0, 1]","[0, 1]",[1]
morning,2025-01-31 04:00:00,2025-01-31 14:00:00,10,0.193,"[0.0, -0.2852174395627513]","[-0.4794280718501799, -0.050531917560749796]","[-0.16102776779314468, -0.010682579702759721]","[0.18046953742950242, -0.03947516228708347]","[0.21613891331231558, -0.04143392512556285]","[-0.4794280718501799, 0.5153835157509719]","[0.0, -0.06711886812986641]","[0.24225627603253513, 0.08072681075124466]","[-0.4478644607939445, 0.0885777434407657]","[-0.4585981718712347, 0.07841580260640933]","[-0.16102776779314468, 0.08765928814591804]","[0.24225627603253513, -0.012571036164013413]","[0.0, 0.4064912670934557]","[-0.25491419150133865, 0.09696376846738017]","[0.045947358832230355, 0.006884871896139349]","[0.18046953742950242, -0.2588857273965361]","[-0.4478644607939445, 0.01783506185378876]","[-0.25491419150133865, -0.13308763707845306]","[0.0, -0.05461953308986567]","[0.19799653729588113, -0.06046591987280391]","[0.21613891331231558, -0.24281581494801407]","[-0.4585981718712347, 0.03358534046894283]","[0.045947358832230355, -0.006569486703397659]","[0.19799653729588113, -0.012176882272009982]","[0.0, -0.04596803662864672]",[],[],[],[],[],[1],[],[],"[0, 1]",[],[],[],[],[],[],[],[0],[],[1],[],[],[],[],[],[]
morning,2025-02-01 04:00:00,2025-02-01 14:00:00,10,0.701,"[0.0, -0.11924884202867644]","[-0.04592291387605724, -0.001525406457477831]","[-0.036354251565806524, -0.017565264851392405]","[0.015024284145222952, -0.026560999392724622]","[0.05876095767219402, -0.03268892611059095]","[-0.04592291387605724, 0.03892717305699322]","[0.0, -0.03117024154978636]","[0.5023939045006344, 0.0889045018873986]","[0.5536600099250432, -0.010353313965984082]","[0.3493871650681891, 0.02880282606781247]","[-0.036354251565806524, 0.09639545110033683]","[0.5023939045006344, -0.0964891405166508]","[0.0, -0.010385315878529169]","[0.3067402090325671, -0.11858737730213376]","[0.01861344038164351, -0.011814419262437164]","[0.015024284145222952, 0.018176257139049763]","[0.5536600099250432, 0.034388453146777825]","[0.3067402090325671, 0.10534330891960798]","[0.0, 0.0016718689299281067]","[0.3629931257086577, 0.08373377396035858]","[0.05876095767219402, -0.056105872809548665]","[0.3493871650681891, 0.019472008833933376]","[0.01861344038164351, 0.11515157959994338]","[0.3629931257086577, 0.005625813849264366]","[0.0, -0.04440070983052917]",[],[],[],[],[],[],[],[],[0],[1],[],[],[],[],[],[],[0],[],[],[1],[],[],[],[],[]
morning,2025-02-02 04:00:00,2025-02-02 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.9357599029999106]","[0.022503901829968087, -0.012888279664294644]","[-0.0867323687983868, -0.1841563234247932]","[-0.16875807524576208, -0.18070974274266668]","[0.0, 0.0]","[0.022503901829968087, 0.07156346214889472]","[0.0, 0.43798082333984717]","[0.1196436613715663, 0.25311777304405153]","[0.24626773239520144, -0.1238266903091092]","[0.0, 0.0]","[-0.0867323687983868, -0.04153248662361005]","[0.1196436613715663, 0.1307177588452544]","[0.0, 0.01655101650657568]","[0.027810097150289318, 0.01702129233966396]","[0.0, 0.0]","[-0.16875807524576208, -0.08770648662667775]","[0.24626773239520144, 0.18754911478620034]","[0.027810097150289318, 0.7905835242698847]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[1],[],[1],[1],[],[1],[1],[0],[0],[],[],"[0, 1]",[1],"[0, 1]",[],[],"[0, 1]","[0, 1]",[1]
morning,2025-02-03 04:00:00,2025-02-03 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.06737271592725541]","[0.30145417800372265, 0.1252245568720787]","[-0.16728937270335595, -0.05308678293327403]","[-0.49232665449207047, -0.07931707912483552]","[0.0, 0.0]","[0.30145417800372265, -0.04532864338982599]","[0.0, 0.3954902876166306]","[0.29966665968889283, -0.17668760734429112]","[-0.10057144086985954, 0.25435024195181977]","[0.0, 0.0]","[-0.16728937270335595, 0.0034179248650813066]","[0.29966665968889283, 0.1544665528808504]","[0.0, -0.07088165182932528]","[0.10157048914965414, 0.6589157061070713]","[0.0, 0.0]","[-0.49232665449207047, 0.05363158366701783]","[-0.10057144086985954, -0.05063848696556634]","[0.10157048914965414, -0.07020834125033423]","[0.0, 0.020984427709156553]",[],[],[],[],[],[],[1],[0],[],[1],[],"[0, 1]",[1],[],[1],[],[],[],[],[1],[],[],[],[],[1]
morning,2025-02-04 04:00:00,2025-02-04 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.1568234539291137]","[-0.009251111767195907, -0.02102262497357143]","[-0.16696125939380244, -0.022756586282748938]","[-0.04994417782563059, -0.10174214769116177]","[0.0, 0.0]","[-0.009251111767195907, -0.23781344228910214]","[0.0, 0.003669339514163148]","[-0.23963160786607698, 0.5817524113601763]","[-0.18282264124173275, -0.14712893092913903]","[0.0, 0.0]","[-0.16696125939380244, 0.9030745536768772]","[-0.23963160786607698, -0.06347539748975144]","[0.0, -0.18122583856016364]","[-0.028459524108363627, -0.0582204893289709]","[0.0, 0.0]","[-0.04994417782563059, -0.04331621689742484]","[-0.18282264124173275, -0.04201123332589708]","[-0.028459524108363627, -0.11910730571655297]","[0.0, 0.3864794048097677]",[],[],[],[],[],[],[],[1],[],[],[],[],[],[1],[],[],[1],[],[],[],[],[],[],[],[1]
morning,2025-02-05 04:00:00,2025-02-05 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.5188564777972072]","[0.1800049779799425, -0.16484295867485982]","[-0.27320319225477263, -0.19629760914453295]","[-0.27705858169826225, -0.18874902357964907]","[0.0, 0.0]","[0.1800049779799425, 0.13198776941326212]","[0.0, -0.034257992846769024]","[-0.2776807691598845, -0.013447428528750971]","[-0.06758127200621546, -0.07439667294732989]","[0.0, 0.0]","[-0.27320319225477263, -0.17467215115507698]","[-0.2776807691598845, 0.10712559845771424]","[0.0, 0.4554090288861941]","[0.6225651430628811, 0.5127312127626136]","[0.0, 0.0]","[-0.27705858169826225, -0.1666608049632073]","[-0.06758127200621546, 0.05532421886959986]","[0.6225651430628811, 0.7067834012700557]","[0.0, 0.6016315877624231]",[],[],[],[],[],[],[1],[],"[0, 1]","[0, 1]",[],[],[],[],[],[],"[0, 1]",[],[1],"[0, 1]",[],"[0, 1]",[],"[0, 1]",[1]
morning,2025-02-06 04:00:00,2025-02-06 14:00:00,10,1.761,"[0.0, 0.2228338764556132]","[-0.06060827342040498, -0.011176923181448669]","[0.33475484482783646, 0.0020279331513028704]","[-0.144182082340965, -0.11703009292033958]","[-0.006961347087838531, 0.009391364129270007]","[-0.06060827342040498, 0.02623905205995578]","[0.0, 0.7446081428723799]","[0.4669095716174609, 0.6136719522991927]","[0.05386481160285138, -0.13870741802754202]","[-0.006308438348870264, 0.17434903085511255]","[0.33475484482783646, 0.12261471303393953]","[0.4669095716174609, 0.4420486220135547]","[0.0, 0.37667373554344835]","[-0.14926774891749547, -0.1118396584075937]","[0.13581038345641222, 0.07673680573036294]","[-0.144182082340965, -0.06498038065016944]","[0.05386481160285138, 0.03401678852181127]","[-0.14926774891749547, -0.015945471293303697]","[0.0, -0.04278978685337828]","[-0.4248008970539397, -0.007737040936431337]","[-0.006961347087838531, 0.012212565035232449]","[-0.006308438348870264, -0.03992053685585518]","[0.13581038345641222, 0.01990672276248384]","[-0.4248008970539397, -0.013687816216017824]","[0.0, -0.043866441956225403]",[],[],[],[1],[],[],[1],"[0, 1]",[0],"[0, 1]",[],[0],[],[],[],[],[0],[],[],[],[],"[0, 1]",[],[],[1]
morning,2025-02-07 04:00:00,2025-02-07 14:00:00,10,0.003,"[0.0, -0.034667588738037956]","[0.023722580684232244, 0.0508389710063202]","[0.32145527152160525, 0.3513778569040112]","[-0.181070722206002, 0.1583981757998859]","[0.2106134125028015, -0.03296068312534417]","[0.023722580684232244, 0.07736139795473454]","[0.0, 0.44456447830924684]","[0.06149054509926751, 0.04875335016517082]","[-0.12160311899110392, -0.21866496535066732]","[-0.4913407255036235, -0.33020781004221694]","[0.32145527152160525, -0.07756042704401915]","[0.06149054509926751, 0.017450159019911718]","[0.0, 0.06956809416124428]","[-0.23714928683345157, 0.22718916257294533]","[0.4028651938456807, -0.094541223409017]","[-0.181070722206002, -0.022046742701814833]","[-0.12160311899110392, -0.0746100084742162]","[-0.23714928683345157, -0.09998243723718538]","[0.0, -0.16982851166008892]","[-0.22374939443350336, 0.08698366469934395]","[0.2106134125028015, -0.0766827443005385]","[-0.4913407255036235, -0.2946818743316492]","[0.4028651938456807, 0.03900891606205566]","[-0.22374939443350336, 0.3802346916440052]","[0.0, 0.15189866188001003]",[],[],[1],[],[],[],[1],[],[1],[],[],[],[],[],[1],[],[],[],[1],[],[],[],[],[],[]
morning,2025-02-08 04:00:00,2025-02-08 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, -0.16537295616628597]","[0.020250991863164668, 0.08309247197257587]","[0.4460699707594398, -0.05700169746856041]","[-0.16679028887714392, -0.011895034001107615]","[0.0, 0.0]","[0.020250991863164668, -0.04432876376211214]","[0.0, 0.8081653546777707]","[-0.030575359515028922, -0.17740677058028273]","[0.1198169372545181, 0.08734180383338633]","[0.0, 0.0]","[0.4460699707594398, -0.19149760214373168]","[-0.030575359515028922, -0.05260501064094844]","[0.0, -0.06109407749331507]","[-0.289209099693103, 0.013065769232041217]","[0.0, 0.0]","[-0.16679028887714392, 0.5381644902343514]","[0.1198169372545181, 0.09173369285462465]","[-0.289209099693103, 0.020854000686386962]","[0.0, -0.04582937827939921]",[],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[],[],[],[],[1],[],[],[]
morning,2025-02-09 04:00:00,2025-02-09 14:00:00,10,0.021,"[0.0, -0.08461384988865552]","[0.00893246382335627, -0.0342597943958801]","[-0.09743102247532881, -0.07172352540842182]","[0.5093938044872249, -0.04125031907644208]","[-0.23527820964749696, 0.05109156575819278]","[0.00893246382335627, -0.03526496873773694]","[0.0, 0.6398931341919208]","[-0.09584160784028217, 0.12011435543496667]","[-0.01858466283332356, -0.012941294278878248]","[-0.010155725263433214, 0.004272096503138478]","[-0.09743102247532881, 0.05556786116931593]","[-0.09584160784028217, -0.07941532069837855]","[0.0, -0.09736432845144846]","[0.2168109223747355, -0.002030635685401657]","[-0.34436419715736427, 0.049385220844934206]","[0.5093938044872249, -0.02218185035962279]","[-0.01858466283332356, -0.05247223971655316]","[0.2168109223747355, -0.12762517764428552]","[0.0, -0.029495466175099697]","[-0.5059965405164115, 0.02102482357589064]","[-0.23527820964749696, 0.013647555055928766]","[-0.010155725263433214, 0.04813527026191698]","[-0.34436419715736427, 0.18080348228183915]","[-0.5059965405164115, -9.68418405452078e-05]","[0.0, -0.04582937827939921]",[1],[],[],[],[],[],[1],[],"[0, 1]",[],[],[1],[],[],[],[1],"[0, 1]",[],[1],[0],[],[],[1],[0],[1]
morning,2025-02-10 04:00:00,2025-02-10 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.391034208610106]","[-0.14752111207103338, 0.0757491977191312]","[-0.11760761226408196, 0.05845181273580793]","[-0.04498894095085107, -0.10955683302964112]","[0.0, 0.0]","[-0.14752111207103338, -0.058711364414181046]","[0.0, -0.008865945562431315]","[-0.17048625672095724, 0.03198883732611513]","[-0.009682052150900622, 0.7726358857180043]","[0.0, 0.0]","[-0.11760761226408196, -0.08180903926228825]","[-0.17048625672095724, -0.014828800643549484]","[0.0, -0.0652776548974515]","[0.08325496185517253, -0.17033723966417458]","[0.0, 0.0]","[-0.04498894095085107, -0.04222601248871001]","[-0.009682052150900622, -0.0557839033606592]","[0.08325496185517253, -0.02272060461012396]","[0.0, -0.04128722323056229]",[],[],[],[],[],[],[1],[],"[0, 1]",[],[],[],[1],[],[1],[],"[0, 1]",[],[],[],[],[],[],[],[]
morning,2025-02-11 04:00:00,2025-02-11 14:00:00,10,0.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.40260994877984113]","[0.052090962104716775, 0.0990717257405003]","[0.12397782731644656, -0.0013618162200485376]","[0.17749846731886043, -0.06090372613880401]","[0.0, 0.0]","[0.052090962104716775, 0.05792038607278522]","[0.0, -0.03851482508043623]","[-0.029673011723721745, -0.020985414042784135]","[-0.3481384643079523, -0.05563641522441181]","[0.0, 0.0]","[0.12397782731644656, 0.0671822252314533]","[-0.029673011723721745, 0.060810948544486126]","[0.0, -0.04618704493609254]","[0.3431047261019709, -0.028301037907700787]","[0.0, 0.0]","[0.17749846731886043, 0.14738362206613193]","[-0.3481384643079523, 0.015238321761352931]","[0.3431047261019709, -0.036780787769163284]","[0.0, -0.043866441956225403]",[],[],[],[],[],[],[1],"[0, 1]",[1],[],[],[0],[],[],[],[],[],[],[],[],[],[],[],[1],[]
