CO2 on Temperature,Aerosols on Temperature,Specific Humidity on Temperature,Specific Humidity on Aerosols,CO2 on Temperature interval 1,Aerosols on Temperature interval 1,Specific Humidity on Temperature interval 1,Specific Humidity on Aerosols interval 1,CO2 on Temperature interval 2,Aerosols on Temperature interval 2,Specific Humidity on Temperature interval 2,Specific Humidity on Aerosols interval 2
[-1.92167467],[0.00049495],[2.96725722],[299.72447847],[-1.64622672],[-0.01991687],[2.37503392],[136.27436226],[6.4853763],[-0.00322718],[5.36259853],[399.01633757]
[-3.73944808],[-0.00459765],[2.61811277],[-156.07980854],[-4.73848195],[-0.00843439],[0.9808954],[-221.08938365],[-2.63301505],[-0.00206871],[3.76950963],[1.28919259]
[4.30870137],[-0.00119124],[8.13450812],[-530.92559548],[-1.72816971],[-0.00621439],[-0.42862348],[-816.8262943],[5.34374247],[0.00097191],[7.64555613],[-481.28462903]
[1.03025247],[-0.0132321],[3.25101432],[931.44459918],[-0.18795588],[-0.01507929],[1.22213287],[260.17419854],[2.07118828],[-0.01079519],[5.2445796],[1048.5665843]
[-1.14964745],[0.00421201],[2.11480519],[-1190.84844516],[-5.17800883],[-0.00533433],[-6.0772187],[-1381.13974105],[0.32658783],[0.00527528],[3.3593336],[-498.92654884]
[10.61483326],[-0.00822036],[11.25124408],[612.20072771],[4.55321998],[-0.0114533],[2.58501572],[666.47747785],[13.20807298],[-0.00194013],[12.49989734],[1205.73263822]
[4.5258372],[-0.00790932],[4.91699072],[263.2933947],[-0.02529268],[-0.00982538],[2.51708086],[222.7632932],[6.88406412],[-0.00236304],[5.90096016],[430.46323762]
[-3.06571143],[-0.00082366],[2.65222384],[256.98511007],[-4.21733444],[-0.01039563],[0.08385151],[-14.3682969],[-0.88688708],[-0.00070073],[2.87545826],[291.26299078]
[0.80082888],[-0.00378528],[0.01019897],[87.19463431],[0.37668989],[-0.0079901],[-0.45725289],[40.34942491],[1.31602934],[-0.00111562],[0.58974634],[141.52065231]
[-0.12485374],[-0.00689834],[-0.08205238],[114.24861293],[-1.91337101],[-0.0085178],[-0.34936293],[47.62725244],[0.27747805],[-0.00539416],[0.16194583],[193.09763706]
[-0.73137311],[0.00172198],[2.64305555],[122.85304644],[-2.66691303],[-0.00050855],[1.94063097],[-138.89233234],[1.38077951],[0.00723201],[3.50782857],[231.2597006]
[-0.86382677],[-0.00052247],[6.83318341],[738.35676546],[-2.91624324],[-0.00074125],[0.5311445],[274.76477273],[-0.20192652],[0.00379263],[7.91571655],[1598.5186787]
[5.73821758],[-0.00046428],[6.67654972],[-943.3262006],[1.3896075],[-0.00306688],[4.03058825],[-2033.27137746],[11.48488626],[0.00074686],[10.41022284],[-563.40536394]
