time,alt,atmos_pressure,base_time,lat,lon,org_precip_rate_mean,pwd_mean_vis_10min,pwd_mean_vis_1min,pwd_precip_rate_mean_1min,qc_atmos_pressure,qc_logger_temp,qc_logger_volt,qc_org_precip_rate_mean,qc_pwd_cumul_rain,qc_pwd_cumul_snow,qc_pwd_mean_vis_10min,qc_pwd_mean_vis_1min,qc_pwd_precip_rate_mean_1min,qc_pwd_pw_code_15min,qc_pwd_pw_code_1hr,qc_pwd_pw_code_inst,qc_rh_mean,qc_tbrg_precip_total,qc_tbrg_precip_total_corr,qc_temp_mean,qc_vapor_pressure_mean,qc_wdir_vec_mean,qc_wspd_arith_mean,qc_wspd_vec_mean,rh_mean,tbrg_precip_total_corr,temp_mean,time_offset,vapor_pressure_mean,wdir_vec_mean,wspd_arith_mean,wspd_vec_mean
2025-05-28 00:00:00,45.0,102.08,2025-05-28,39.317,-76.586,0.034,20000.0,20000.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0.0,14.87,2025-05-28 00:00:00,1.494,38.03,0.96,0.945
2025-05-28 00:01:00,45.0,102.08,2025-05-28,39.317,-76.586,0.022,20000.0,20000.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,0.0,14.82,2025-05-28 00:01:00,1.498,30.23,1.705,1.666
2025-05-28 00:02:00,45.0,102.08,2025-05-28,39.317,-76.586,0.071,20000.0,20000.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.1,0.0,14.83,2025-05-28 00:02:00,1.485,43.54,1.962,1.944
2025-05-28 00:03:00,45.0,102.09,2025-05-28,39.317,-76.586,0.438,20000.0,20000.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,0.0,14.86,2025-05-28 00:03:00,1.482,39.85,2.118,2.103
2025-05-28 00:04:00,45.0,102.09,2025-05-28,39.317,-76.586,0.176,20000.0,20000.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0.0,14.88,2025-05-28 00:04:00,1.47,40.88,2.002,1.992
2025-05-28 00:05:00,45.0,102.09,2025-05-28,39.317,-76.586,1.07,20000.0,20000.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3,0.0,14.88,2025-05-28 00:05:00,1.477,36.62,1.205,1.161
2025-05-28 00:06:00,45.0,102.1,2025-05-28,39.317,-76.586,0.195,20000.0,20000.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3,0.0,14.89,2025-05-28 00:06:00,1.493,23.82,1.181,1.115
2025-05-28 00:07:00,45.0,102.1,2025-05-28,39.317,-76.586,0.095,20000.0,20000.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0.0,14.82,2025-05-28 00:07:00,1.5,23.19,0.954,0.919
2025-05-28 00:08:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2,0.0,14.76,2025-05-28 00:08:00,1.481,18.67,1.003,0.978
2025-05-28 00:09:00,45.0,102.11,2025-05-28,39.317,-76.586,0.008,20000.0,20000.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0.0,14.73,2025-05-28 00:09:00,1.48,28.82,1.026,0.986
2025-05-28 00:10:00,45.0,102.1,2025-05-28,39.317,-76.586,0.007,20000.0,20000.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0.0,14.68,2025-05-28 00:10:00,1.476,36.85,0.784,0.757
2025-05-28 00:11:00,45.0,102.1,2025-05-28,39.317,-76.586,0.217,20000.0,20000.0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0.0,14.71,2025-05-28 00:11:00,1.478,48.89,0.96,0.942
2025-05-28 00:12:00,45.0,102.1,2025-05-28,39.317,-76.586,0.253,20000.0,20000.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0.0,14.74,2025-05-28 00:12:00,1.482,41.7,1.326,1.297
2025-05-28 00:13:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,0.0,14.79,2025-05-28 00:13:00,1.476,40.89,1.413,1.365
2025-05-28 00:14:00,45.0,102.1,2025-05-28,39.317,-76.586,0.209,20000.0,20000.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0.0,14.87,2025-05-28 00:14:00,1.474,40.15,1.235,1.191
2025-05-28 00:15:00,45.0,102.1,2025-05-28,39.317,-76.586,0.006,20000.0,20000.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3,0.0,14.86,2025-05-28 00:15:00,1.474,48.72,1.862,1.839
2025-05-28 00:16:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9,0.0,14.88,2025-05-28 00:16:00,1.469,41.68,1.387,1.356
2025-05-28 00:17:00,45.0,102.1,2025-05-28,39.317,-76.586,0.006,20000.0,20000.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0.0,14.87,2025-05-28 00:17:00,1.474,52.03,1.594,1.556
2025-05-28 00:18:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4,0.0,14.81,2025-05-28 00:18:00,1.471,42.53,1.303,1.246
2025-05-28 00:19:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0.0,14.8,2025-05-28 00:19:00,1.481,40.06,1.122,1.05
2025-05-28 00:20:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3,0.0,14.76,2025-05-28 00:20:00,1.481,53.5,1.099,1.073
2025-05-28 00:21:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0.0,14.78,2025-05-28 00:21:00,1.478,32.23,0.892,0.759
2025-05-28 00:22:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9,0.0,14.8,2025-05-28 00:22:00,1.479,59.63,0.985,0.935
2025-05-28 00:23:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3,0.0,14.78,2025-05-28 00:23:00,1.484,63.42,1.042,0.999
2025-05-28 00:24:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5,0.0,14.73,2025-05-28 00:24:00,1.483,47.52,1.561,1.53
2025-05-28 00:25:00,45.0,102.11,2025-05-28,39.317,-76.586,0.649,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3,0.0,14.75,2025-05-28 00:25:00,1.48,60.76,0.756,0.731
2025-05-28 00:26:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,0.0,14.73,2025-05-28 00:26:00,1.489,35.18,1.065,1.039
2025-05-28 00:27:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.6,0.0,14.7,2025-05-28 00:27:00,1.48,42.18,1.465,1.435
2025-05-28 00:28:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5,0.0,14.72,2025-05-28 00:28:00,1.481,37.29,1.387,1.359
2025-05-28 00:29:00,45.0,102.11,2025-05-28,39.317,-76.586,0.025,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0.0,14.72,2025-05-28 00:29:00,1.48,37.98,1.891,1.878
2025-05-28 00:30:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.6,0.0,14.7,2025-05-28 00:30:00,1.481,33.11,1.82,1.761
2025-05-28 00:31:00,45.0,102.11,2025-05-28,39.317,-76.586,0.015,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0.0,14.71,2025-05-28 00:31:00,1.488,33.72,1.573,1.536
2025-05-28 00:32:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5,0.0,14.67,2025-05-28 00:32:00,1.493,27.38,1.673,1.642
2025-05-28 00:33:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6,0.0,14.67,2025-05-28 00:33:00,1.495,29.79,1.673,1.638
2025-05-28 00:34:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9,0.0,14.67,2025-05-28 00:34:00,1.499,44.72,1.772,1.748
2025-05-28 00:35:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3,0.0,14.64,2025-05-28 00:35:00,1.503,43.14,1.539,1.526
2025-05-28 00:36:00,45.0,102.11,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8,0.0,14.64,2025-05-28 00:36:00,1.512,44.16,1.535,1.495
2025-05-28 00:37:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1,0.0,14.58,2025-05-28 00:37:00,1.511,44.34,1.539,1.504
2025-05-28 00:38:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4,0.0,14.54,2025-05-28 00:38:00,1.513,53.57,1.544,1.509
2025-05-28 00:39:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,0.0,14.58,2025-05-28 00:39:00,1.519,51.98,1.225,1.193
2025-05-28 00:40:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7,0.0,14.59,2025-05-28 00:40:00,1.522,42.45,1.307,1.291
2025-05-28 00:41:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.9,0.0,14.58,2025-05-28 00:41:00,1.524,75.78,0.964,0.915
2025-05-28 00:42:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1,0.0,14.52,2025-05-28 00:42:00,1.522,70.89,0.9,0.849
2025-05-28 00:43:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6,0.0,14.49,2025-05-28 00:43:00,1.527,57.31,1.397,1.36
2025-05-28 00:44:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5,0.0,14.48,2025-05-28 00:44:00,1.525,51.17,1.184,1.157
2025-05-28 00:45:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6,0.0,14.52,2025-05-28 00:45:00,1.53,58.04,0.877,0.835
2025-05-28 00:46:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0.0,14.51,2025-05-28 00:46:00,1.536,61.19,1.117,0.996
2025-05-28 00:47:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0.0,14.52,2025-05-28 00:47:00,1.537,57.42,1.294,1.235
2025-05-28 00:48:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0.0,14.52,2025-05-28 00:48:00,1.538,63.83,1.027,0.965
2025-05-28 00:49:00,45.0,102.1,2025-05-28,39.317,-76.586,0.2,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.7,0.0,14.51,2025-05-28 00:49:00,1.531,43.82,1.305,1.287
2025-05-28 00:50:00,45.0,102.1,2025-05-28,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.2,0.0,14.56,2025-05-28 00:50:00,1.527,56.69,0.555,0.542
2025-05-28 00:51:00,45.0,102.1,2025-05-28,39.317,-76.586,0.078,20000.0,20000.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.2,0.0,14.58,2025-05-28 00:51:00,1.53,39.33,0.732,0.702
2025-05-28 00:52:00,45.0,102.1,2025-05-28,39.317,-76.586,0.277,20000.0,20000.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1,0.0,14.55,2025-05-28 00:52:00,1.524,40.22,0.676,0.611
2025-05-28 00:53:00,45.0,102.1,2025-05-28,39.317,-76.586,0.324,20000.0,20000.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.9,0.0,14.57,2025-05-28 00:53:00,1.523,41.53,1.094,1.052
2025-05-28 00:54:00,45.0,102.1,2025-05-28,39.317,-76.586,0.459,20000.0,20000.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4,0.0,14.61,2025-05-28 00:54:00,1.518,54.87,0.818,0.814
2025-05-28 00:55:00,45.0,102.11,2025-05-28,39.317,-76.586,0.826,20000.0,20000.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4,0.0,14.62,2025-05-28 00:55:00,1.519,39.25,1.759,1.689
2025-05-28 00:56:00,45.0,102.11,2025-05-28,39.317,-76.586,0.078,20000.0,20000.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.2,0.0,14.62,2025-05-28 00:56:00,1.518,46.84,1.106,1.072
2025-05-28 00:57:00,45.0,102.11,2025-05-28,39.317,-76.586,0.601,20000.0,20000.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1,0.0,14.62,2025-05-28 00:57:00,1.515,54.94,1.135,1.096
2025-05-28 00:58:00,45.0,102.11,2025-05-28,39.317,-76.586,1.02,20000.0,15827.0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6,0.0,14.61,2025-05-28 00:58:00,1.505,50.56,1.212,1.19
2025-05-28 00:59:00,45.0,102.11,2025-05-28,39.317,-76.586,1.97,20000.0,19347.0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3,0.0,14.67,2025-05-28 00:59:00,1.506,43.9,1.606,1.584
2025-05-28 01:00:00,45.0,102.1,2025-05-28,39.317,-76.586,0.414,20000.0,14220.0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9,0.0,14.66,2025-05-28 01:00:00,1.499,52.52,1.563,1.543
