time,alt,atmos_pressure,base_time,lat,lon,org_precip_rate_mean,pwd_mean_vis_10min,pwd_mean_vis_1min,pwd_precip_rate_mean_1min,qc_atmos_pressure,qc_logger_temp,qc_logger_volt,qc_org_precip_rate_mean,qc_pwd_cumul_rain,qc_pwd_cumul_snow,qc_pwd_mean_vis_10min,qc_pwd_mean_vis_1min,qc_pwd_precip_rate_mean_1min,qc_pwd_pw_code_15min,qc_pwd_pw_code_1hr,qc_pwd_pw_code_inst,qc_rh_mean,qc_tbrg_precip_total,qc_tbrg_precip_total_corr,qc_temp_mean,qc_vapor_pressure_mean,qc_wdir_vec_mean,qc_wspd_arith_mean,qc_wspd_vec_mean,rh_mean,tbrg_precip_total_corr,temp_mean,time_offset,vapor_pressure_mean,wdir_vec_mean,wspd_arith_mean,wspd_vec_mean
2025-05-29 00:00:00,45.0,101.44,2025-05-29,39.317,-76.586,0.514,3699.0,4655.0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6,0.0,14.11,2025-05-29 00:00:00,1.618,49.56,1.816,1.789
2025-05-29 00:01:00,45.0,101.44,2025-05-29,39.317,-76.586,0.301,3597.0,3691.0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,14.11,2025-05-29 00:01:00,1.617,43.61,1.607,1.522
2025-05-29 00:02:00,45.0,101.44,2025-05-29,39.317,-76.586,0.26,3447.0,2471.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,14.11,2025-05-29 00:02:00,1.617,18.95,1.599,1.509
2025-05-29 00:03:00,45.0,101.44,2025-05-29,39.317,-76.586,0.607,3363.0,3163.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,14.09,2025-05-29 00:03:00,1.614,37.51,1.037,0.892
2025-05-29 00:04:00,45.0,101.44,2025-05-29,39.317,-76.586,0.902,3251.0,2618.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,14.1,2025-05-29 00:04:00,1.616,36.89,1.449,1.388
2025-05-29 00:05:00,45.0,101.44,2025-05-29,39.317,-76.586,0.511,3146.0,2681.0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,14.1,2025-05-29 00:05:00,1.615,21.56,1.682,1.534
2025-05-29 00:06:00,45.0,101.44,2025-05-29,39.317,-76.586,0.65,3075.0,2723.0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,14.08,2025-05-29 00:06:00,1.613,6.865,2.225,2.128
2025-05-29 00:07:00,45.0,101.44,2025-05-29,39.317,-76.586,1.05,3007.0,2617.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.06,2025-05-29 00:07:00,1.609,28.33,1.971,1.882
2025-05-29 00:08:00,45.0,101.44,2025-05-29,39.317,-76.586,0.635,3063.0,4171.0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.08,2025-05-29 00:08:00,1.61,26.69,2.055,1.983
2025-05-29 00:09:00,45.0,101.44,2025-05-29,39.317,-76.586,0.827,3090.0,3497.0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.06,2025-05-29 00:09:00,1.609,24.84,1.671,1.559
2025-05-29 00:10:00,45.0,101.44,2025-05-29,39.317,-76.586,0.448,3029.0,3574.0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.06,2025-05-29 00:10:00,1.608,13.31,1.671,1.539
2025-05-29 00:11:00,45.0,101.44,2025-05-29,39.317,-76.586,0.256,3041.0,3881.0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.04,2025-05-29 00:11:00,1.606,16.94,1.689,1.621
2025-05-29 00:12:00,45.0,101.44,2025-05-29,39.317,-76.586,0.439,3175.0,3755.0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.03,2025-05-29 00:12:00,1.605,20.48,1.414,1.317
2025-05-29 00:13:00,45.0,101.44,2025-05-29,39.317,-76.586,0.672,3247.0,4063.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2,0.0,14.03,2025-05-29 00:13:00,1.604,43.75,1.849,1.813
2025-05-29 00:14:00,45.0,101.44,2025-05-29,39.317,-76.586,0.495,3408.0,4224.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,14.03,2025-05-29 00:14:00,1.607,41.47,1.762,1.623
2025-05-29 00:15:00,45.0,101.43,2025-05-29,39.317,-76.586,0.393,3556.0,3992.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.02,2025-05-29 00:15:00,1.605,35.67,1.576,1.371
2025-05-29 00:16:00,45.0,101.43,2025-05-29,39.317,-76.586,0.683,3753.0,4559.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.02,2025-05-29 00:16:00,1.604,46.37,2.254,2.175
2025-05-29 00:17:00,45.0,101.42,2025-05-29,39.317,-76.586,0.157,3982.0,4363.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,14.0,2025-05-29 00:17:00,1.604,38.32,2.073,1.996
2025-05-29 00:18:00,45.0,101.42,2025-05-29,39.317,-76.586,0.352,4101.0,5985.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,14.01,2025-05-29 00:18:00,1.604,44.05,1.757,1.695
2025-05-29 00:19:00,45.0,101.41,2025-05-29,39.317,-76.586,0.182,4147.0,3864.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.256,14.01,2025-05-29 00:19:00,1.605,51.42,2.149,2.116
2025-05-29 00:20:00,45.0,101.41,2025-05-29,39.317,-76.586,0.13,4295.0,5087.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,14.02,2025-05-29 00:20:00,1.606,53.74,1.692,1.528
2025-05-29 00:21:00,45.0,101.41,2025-05-29,39.317,-76.586,0.21,4351.0,4389.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.99,2025-05-29 00:21:00,1.604,59.68,2.751,2.726
2025-05-29 00:22:00,45.0,101.41,2025-05-29,39.317,-76.586,0.521,4459.0,4757.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6,0.0,13.99,2025-05-29 00:22:00,1.606,63.37,1.548,1.488
2025-05-29 00:23:00,45.0,101.41,2025-05-29,39.317,-76.586,0.163,4412.0,3699.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.95,2025-05-29 00:23:00,1.6,52.23,2.551,2.496
2025-05-29 00:24:00,45.0,101.41,2025-05-29,39.317,-76.586,0.058,4416.0,4260.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.97,2025-05-29 00:24:00,1.602,53.85,2.731,2.642
2025-05-29 00:25:00,45.0,101.41,2025-05-29,39.317,-76.586,0.11,4497.0,4766.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.95,2025-05-29 00:25:00,1.601,60.04,1.398,1.266
2025-05-29 00:26:00,45.0,101.41,2025-05-29,39.317,-76.586,0.149,4477.0,4364.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.97,2025-05-29 00:26:00,1.601,49.34,1.909,1.832
2025-05-29 00:27:00,45.0,101.41,2025-05-29,39.317,-76.586,0.123,4414.0,3833.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.96,2025-05-29 00:27:00,1.601,53.16,2.033,1.953
2025-05-29 00:28:00,45.0,101.41,2025-05-29,39.317,-76.586,0.072,4229.0,3754.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.93,2025-05-29 00:28:00,1.598,55.1,2.118,2.069
2025-05-29 00:29:00,45.0,101.41,2025-05-29,39.317,-76.586,0.116,4372.0,5520.0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.93,2025-05-29 00:29:00,1.598,39.26,1.563,1.459
2025-05-29 00:30:00,45.0,101.42,2025-05-29,39.317,-76.586,0.024,4367.0,5017.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.92,2025-05-29 00:30:00,1.598,50.95,1.952,1.881
2025-05-29 00:31:00,45.0,101.42,2025-05-29,39.317,-76.586,0.031,4357.0,4289.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.94,2025-05-29 00:31:00,1.599,38.19,1.519,1.447
2025-05-29 00:32:00,45.0,101.42,2025-05-29,39.317,-76.586,0.027,4359.0,4782.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,13.96,2025-05-29 00:32:00,1.601,53.1,2.055,1.981
2025-05-29 00:33:00,45.0,101.42,2025-05-29,39.317,-76.586,0.024,4503.0,5075.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,13.93,2025-05-29 00:33:00,1.597,57.92,2.053,1.913
2025-05-29 00:34:00,45.0,101.42,2025-05-29,39.317,-76.586,0.002,4637.0,5866.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,13.93,2025-05-29 00:34:00,1.597,47.7,1.976,1.882
2025-05-29 00:35:00,45.0,101.42,2025-05-29,39.317,-76.586,0.273,4695.0,5466.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,13.93,2025-05-29 00:35:00,1.595,52.23,1.808,1.753
2025-05-29 00:36:00,45.0,101.43,2025-05-29,39.317,-76.586,0.012,4833.0,5929.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,13.93,2025-05-29 00:36:00,1.596,68.45,1.504,1.461
2025-05-29 00:37:00,45.0,101.43,2025-05-29,39.317,-76.586,0.0,5043.0,5723.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2,0.0,13.93,2025-05-29 00:37:00,1.593,58.71,1.369,1.316
2025-05-29 00:38:00,45.0,101.42,2025-05-29,39.317,-76.586,0.002,5203.0,4867.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,13.91,2025-05-29 00:38:00,1.592,54.99,2.8,2.734
2025-05-29 00:39:00,45.0,101.42,2025-05-29,39.317,-76.586,0.012,5193.0,5413.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.0,13.92,2025-05-29 00:39:00,1.594,41.66,2.177,2.133
2025-05-29 00:40:00,45.0,101.42,2025-05-29,39.317,-76.586,0.117,5230.0,5388.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,13.94,2025-05-29 00:40:00,1.597,47.33,2.44,2.357
2025-05-29 00:41:00,45.0,101.42,2025-05-29,39.317,-76.586,0.01,5409.0,5879.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.9,2025-05-29 00:41:00,1.595,43.97,2.164,2.082
2025-05-29 00:42:00,45.0,101.42,2025-05-29,39.317,-76.586,0.0,5562.0,6324.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4,0.0,13.89,2025-05-29 00:42:00,1.593,51.02,2.223,2.177
2025-05-29 00:43:00,45.0,101.42,2025-05-29,39.317,-76.586,0.017,5732.0,6957.0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.91,2025-05-29 00:43:00,1.596,46.63,2.769,2.72
2025-05-29 00:44:00,45.0,101.41,2025-05-29,39.317,-76.586,0.011,5697.0,5513.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.88,2025-05-29 00:44:00,1.593,53.56,2.749,2.67
2025-05-29 00:45:00,45.0,101.41,2025-05-29,39.317,-76.586,0.005,5690.0,5403.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.9,2025-05-29 00:45:00,1.595,50.6,2.533,2.463
2025-05-29 00:46:00,45.0,101.41,2025-05-29,39.317,-76.586,0.0,5635.0,5381.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0.0,13.93,2025-05-29 00:46:00,1.599,46.55,2.344,2.249
