time,base_time,time_offset,total_SA_conc,total_V_conc,total_SA_conc_AS,total_V_conc_AS,total_N_conc,qc_total_N_conc,sample_temperature,qc_sample_temperature,sample_temperature_std,sample_relative_humidity,qc_sample_relative_humidity,sample_relative_humidity_std,sample_flow_rate,qc_sample_flow_rate,sample_flow_rate_std,total_count,total_count_std,lat,lon,alt
2025-01-02 00:00:30,2025-01-02,2025-01-02 00:00:30,20899754.677507363,617188747.1674653,44896848.08119867,2103783144.5713153,273.48502,0,5.8300004,0,0.24494897,49.45,0,0.25,2.9813333,0,0.07996803,815.35,34.990868,39.422,-77.21,158.0
2025-01-02 00:01:30,2025-01-02,2025-01-02 00:01:30,21068564.77165341,697490037.4221926,45418486.74643842,2466457871.050835,271.33328,0,5.855,0,0.2384848,49.533333,0,0.23570226,2.9988334,0,0.091215685,813.68335,31.602474,39.422,-77.21,158.0
2025-01-02 00:02:30,2025-01-02,2025-01-02 00:02:30,21412385.977790363,678668188.9428424,46254461.36155949,2395964829.7122912,276.19394,0,5.8050003,0,0.24874686,49.760334,0,0.2630835,2.9803333,0,0.060386673,823.15,37.51081,39.422,-77.21,158.0
2025-01-02 00:03:30,2025-01-02,2025-01-02 00:03:30,21241639.768648148,625860793.1420813,45710888.13870904,2146837307.367166,277.36478,0,5.7633333,0,0.24944383,49.870167,0,0.25738022,3.0041666,0,0.07260143,833.25,38.008167,39.422,-77.21,158.0
2025-01-02 00:04:30,2025-01-02,2025-01-02 00:04:30,20669795.34378574,610469367.8912714,44541313.45240653,2100541177.2537115,269.32825,0,5.755,0,0.24874686,49.57517,0,0.23541085,2.9995,0,0.06425011,807.85,31.586824,39.422,-77.21,158.0
2025-01-02 00:05:30,2025-01-02,2025-01-02 00:05:30,20930931.557037093,599517349.170506,44876244.24826182,2026807488.9360075,275.35345,0,5.7883334,0,0.24986108,49.5755,0,0.26926687,2.9821668,0,0.065322034,821.15,35.086002,39.422,-77.21,158.0
2025-01-02 00:06:30,2025-01-02,2025-01-02 00:06:30,20860018.14804336,620400388.6800437,44884216.3640031,2131079808.1781065,270.93457,0,5.796667,0,0.24944383,49.9635,0,0.25485745,2.9835,0,0.067424625,808.3333,33.424873,39.422,-77.21,158.0
2025-01-02 00:07:30,2025-01-02,2025-01-02 00:07:30,21379479.519430548,804317252.2585058,46222497.84029744,2943269737.434436,273.14575,0,5.7633333,0,0.24944383,50.149834,0,0.24643734,2.9976666,0,0.06192374,818.8,32.20652,39.422,-77.21,158.0
2025-01-02 00:08:30,2025-01-02,2025-01-02 00:08:30,21245251.421882622,715248436.8845776,45858098.52168163,2553830043.8793855,273.64392,0,5.835085,0,0.2606535,50.148983,0,0.23037641,2.9871187,0,0.08019149,817.4068,24.988892,39.422,-77.21,158.0
2025-01-02 00:09:30,2025-01-02,2025-01-02 00:09:30,21346985.3669612,660614316.7632959,46018496.76595436,2305177919.8067136,277.74344,0,5.738167,0,0.26331535,50.267334,0,0.27728933,2.9646666,0,0.070627324,823.4167,38.139347,39.422,-77.21,158.0
2025-01-02 00:10:30,2025-01-02,2025-01-02 00:10:30,20911408.024091408,690756541.2242191,45091119.30241054,2449327771.1143165,270.3009,0,5.8383336,0,0.2430992,50.284664,0,0.2211971,3.013,0,0.08913097,814.4167,34.726692,39.422,-77.21,158.0
2025-01-02 00:11:30,2025-01-02,2025-01-02 00:11:30,20790233.517156847,652537403.1179371,44873518.608078815,2289351237.2688947,268.47137,0,5.796667,0,0.28087166,50.107,0,0.30400756,2.9983332,0,0.078785904,804.9667,35.310513,39.422,-77.21,158.0
2025-01-02 00:12:30,2025-01-02,2025-01-02 00:12:30,20711589.636700753,626508594.7847561,44553635.8181068,2170201685.633901,270.3066,0,5.8050003,0,0.24874686,50.141167,0,0.26916534,3.0006666,0,0.06090608,811.1,31.096998,39.422,-77.21,158.0
2025-01-02 00:13:30,2025-01-02,2025-01-02 00:13:30,20844806.53968376,611915821.4839339,44786891.97951011,2091157428.7479858,273.04422,0,5.7633333,0,0.24944383,50.809998,0,0.2857738,2.9975,0,0.07568847,818.45,32.338535,39.422,-77.21,158.0
2025-01-02 00:14:30,2025-01-02,2025-01-02 00:14:30,21177975.07895786,719517590.0847627,45702268.71618013,2567699347.569259,273.43378,0,5.78,0,0.26614532,50.71,0,0.2581989,2.9875,0,0.066448554,816.88336,36.20179,39.422,-77.21,158.0
2025-01-02 00:15:30,2025-01-02,2025-01-02 00:15:30,21109900.294403233,639530865.3129636,45580573.82508487,2227106785.613768,273.773,0,5.755,0,0.24874686,50.242332,0,0.2581299,2.9848332,0,0.083974026,817.1667,34.30703,39.422,-77.21,158.0
2025-01-02 00:16:30,2025-01-02,2025-01-02 00:16:30,21261109.09268658,681483534.0110288,45794346.44572932,2400902754.19424,275.62195,0,5.7883334,0,0.24986108,50.132668,0,0.27485004,3.0013332,0,0.06763789,827.23334,34.049164,39.422,-77.21,158.0
2025-01-02 00:17:30,2025-01-02,2025-01-02 00:17:30,21388756.50415202,695300512.7295235,46121705.87769683,2454294635.9412174,276.30417,0,5.755,0,0.24874686,50.593166,0,0.26460963,2.9808333,0,0.057017244,823.61664,27.958357,39.422,-77.21,158.0
2025-01-02 00:18:30,2025-01-02,2025-01-02 00:18:30,21100581.698115785,677565404.3169076,45533250.189344816,2393649675.0519013,271.8696,0,5.771667,0,0.24986108,50.568333,0,0.25967395,2.9908333,0,0.06701468,813.11664,37.004997,39.422,-77.21,158.0
2025-01-02 00:19:30,2025-01-02,2025-01-02 00:19:30,21681805.837035526,817271318.1675303,46893320.69815822,3008214930.403029,277.64304,0,5.6800003,0,0.22912878,50.46,0,0.28136572,2.9826667,0,0.079934694,828.11664,39.137405,39.422,-77.21,158.0
2025-01-02 00:20:30,2025-01-02,2025-01-02 00:20:30,21771551.37031465,791074978.8279536,47049142.56317486,2870024810.3670907,279.14066,0,5.73,0,0.24494897,50.801666,0,0.29568657,2.9946666,0,0.058408484,835.93335,43.332,39.422,-77.21,158.0
2025-01-02 00:21:30,2025-01-02,2025-01-02 00:21:30,21660654.683343668,806341836.6555494,46873279.406121776,2955338161.3794484,276.17584,0,5.6486444,0,0.21271017,51.02356,0,0.24178547,2.983729,0,0.06251501,824.0339,40.26563,39.422,-77.21,158.0
2025-01-02 00:22:30,2025-01-02,2025-01-02 00:22:30,21286779.309753187,670999235.094373,45931238.28962671,2358073267.5798893,274.99164,0,5.63,0,0.2,51.566334,0,0.3244336,2.9936666,0,0.05921613,823.23334,34.098076,39.422,-77.21,158.0
2025-01-02 00:23:30,2025-01-02,2025-01-02 00:23:30,21737660.772992603,792970713.8037806,47149070.64395023,2909324748.497795,276.25305,0,5.6045003,0,0.23969723,52.070335,0,0.26382408,2.9926667,0,0.062071603,826.73334,36.747276,39.422,-77.21,158.0
2025-01-02 00:24:30,2025-01-02,2025-01-02 00:24:30,21629899.164010674,709686646.4493629,46650845.606993,2511189080.447148,279.64688,0,5.5458336,0,0.22492442,52.585335,0,0.24752344,3.002,0,0.061719757,839.5,35.704575,39.422,-77.21,158.0
2025-01-02 00:25:30,2025-01-02,2025-01-02 00:25:30,21817464.46491296,711229701.7860899,47214038.04188487,2540749530.038392,280.25037,0,5.537167,0,0.25224394,52.971333,0,0.2965268,2.9958334,0,0.05423069,839.5833,33.096973,39.422,-77.21,158.0
2025-01-02 00:26:30,2025-01-02,2025-01-02 00:26:30,22086304.093301933,717863428.2948574,47678663.31482837,2550045015.071597,286.6299,0,5.4526668,0,0.27485076,53.221664,0,0.19346978,2.993,0,0.062056374,857.88336,38.758694,39.422,-77.21,158.0
2025-01-02 00:27:30,2025-01-02,2025-01-02 00:27:30,22436000.608031616,777950919.8088814,48531989.320777364,2797623143.7706294,287.70404,0,5.3346667,0,0.2643513,53.56383,0,0.28500372,2.9915,0,0.065417215,860.6667,27.94439,39.422,-77.21,158.0
2025-01-02 00:28:30,2025-01-02,2025-01-02 00:28:30,22640469.831162844,675220670.9604201,48825294.7456782,2337738981.0595856,296.27896,0,5.224167,0,0.2661911,53.705498,0,0.19340338,2.9875,0,0.06614691,885.13336,36.66809,39.422,-77.21,158.0
2025-01-02 00:29:30,2025-01-02,2025-01-02 00:29:30,22934878.886187803,723895558.8969743,49406766.698703304,2549572861.3621864,300.53543,0,5.2070003,0,0.24576625,53.521667,0,0.24650332,2.9883332,0,0.07047849,898.1,35.689262,39.422,-77.21,158.0
2025-01-02 00:30:30,2025-01-02,2025-01-02 00:30:30,23225478.492266547,831430192.645792,50270668.15180232,3027542784.2737155,297.7145,0,5.2325,0,0.2514335,53.663666,0,0.21432833,2.9971666,0,0.07905883,892.3,36.34891,39.422,-77.21,158.0
2025-01-02 00:31:30,2025-01-02,2025-01-02 00:31:30,23898655.450295493,978795437.9538094,51992235.00007889,3687303124.1897063,302.14764,0,5.156,0,0.22553058,53.925667,0,0.32185167,2.98,0,0.05516637,900.4,33.254673,39.422,-77.21,158.0
2025-01-02 00:32:30,2025-01-02,2025-01-02 00:32:30,23167430.63384813,685187317.3402098,50058730.27696548,2361564643.6941714,301.44077,0,5.165,0,0.27959803,54.465,0,0.24874686,2.9961667,0,0.060362533,903.1667,34.231644,39.422,-77.21,158.0
2025-01-02 00:33:30,2025-01-02,2025-01-02 00:33:30,23487764.18753291,724641510.1783884,50683392.98053257,2533526924.9069757,306.69012,0,5.156,0,0.22553058,54.34,0,0.2,2.987,0,0.06450578,916.0833,33.777355,39.422,-77.21,158.0
2025-01-02 00:34:30,2025-01-02,2025-01-02 00:34:30,23172466.71837635,704264411.9368937,50050898.09876888,2461140416.1219974,304.31787,0,5.097,0,0.24205586,53.959667,0,0.2698156,2.9991667,0,0.066940024,912.7,43.826286,39.422,-77.21,158.0
2025-01-02 00:35:30,2025-01-02,2025-01-02 00:35:30,23138946.405730404,721573934.5350097,50011567.0052249,2550756023.821472,301.893,0,5.1561666,0,0.2435577,53.9935,0,0.25485936,2.9846666,0,0.07701658,901.05,37.831833,39.422,-77.21,158.0
2025-01-02 00:36:30,2025-01-02,2025-01-02 00:36:30,22716834.762389354,712666924.5916977,49094818.768400714,2504542661.8885865,296.30432,0,5.224,0,0.24984807,54.078503,0,0.23724085,2.99,0,0.08487243,885.95,43.997887,39.422,-77.21,158.0
2025-01-02 00:37:30,2025-01-02,2025-01-02 00:37:30,23000284.793640055,726992715.7600515,49899652.66006097,2584044168.100248,298.3345,0,5.241,0,0.25272328,54.20517,0,0.24214722,3.0021667,0,0.08633445,895.65,38.0008,39.422,-77.21,158.0
2025-01-02 00:38:30,2025-01-02,2025-01-02 00:38:30,22316975.33868018,784996620.4666941,48515634.44643942,2863198332.6714425,288.35107,0,5.2310348,0,0.2511814,54.28259,0,0.21476206,2.9956896,0,0.07404823,863.81036,36.405502,39.422,-77.21,158.0
2025-01-02 00:39:30,2025-01-02,2025-01-02 00:39:30,21790563.126368314,751446992.28154,47239546.80212395,2719360048.5446644,283.06573,0,5.241,0,0.25272328,54.423336,0,0.2409472,2.9998333,0,0.07235308,849.15,30.81116,39.422,-77.21,158.0
2025-01-02 00:40:30,2025-01-02,2025-01-02 00:40:30,21929182.614235085,694061406.342852,47419529.46375369,2457374560.2740946,287.93005,0,5.258,0,0.25443283,54.564835,0,0.25590044,2.9936666,0,0.07096865,861.9667,40.573376,39.422,-77.21,158.0
2025-01-02 00:41:30,2025-01-02,2025-01-02 00:41:30,22036211.624914568,730465956.4877079,47734816.57503948,2627944756.152436,288.33087,0,5.2665,0,0.2548584,54.256,0,0.20514421,2.9836667,0,0.08658263,860.2833,33.3042,39.422,-77.21,158.0
2025-01-02 00:42:30,2025-01-02,2025-01-02 00:42:30,21858639.931457464,771077788.3960096,47557208.623578034,2828516048.246553,282.86542,0,5.3345003,0,0.2479613,54.0955,0,0.22981556,2.9978333,0,0.08557823,847.98334,31.45764,39.422,-77.21,158.0
2025-01-02 00:43:30,2025-01-02,2025-01-02 00:43:30,20593680.310331352,706531230.8654314,44698649.99623873,2558116575.325099,268.0958,0,5.343,0,0.24576625,53.664,0,0.25096646,2.9855,0,0.085545786,800.4,37.07434,39.422,-77.21,158.0
2025-01-02 00:44:30,2025-01-02,2025-01-02 00:44:30,20149674.994684707,759370683.0616546,43745605.27593629,2812369541.071361,262.91995,0,5.4533334,0,0.20405617,53.597168,0,0.27299654,2.9715,0,0.12907137,781.26666,35.17474,39.422,-77.21,158.0
2025-01-02 00:45:30,2025-01-02,2025-01-02 00:45:30,19894366.730705872,594164863.041165,42992080.62201,2074502648.4832656,263.454,0,5.5293336,0,0.1844078,53.7815,0,0.22104986,2.983,0,0.10758406,785.88336,38.675182,39.422,-77.21,158.0
2025-01-02 00:46:30,2025-01-02,2025-01-02 00:46:30,20073390.314073224,725072136.3066194,43475066.79932184,2641067504.7943935,261.8949,0,5.5290003,0,0.22585177,53.688667,0,0.19007446,2.9886668,0,0.09155081,782.7167,27.195032,39.422,-77.21,158.0
