time,base_time,time_offset,down_short_hemisp,qc_down_short_hemisp,up_short_hemisp,qc_up_short_hemisp,down_long,qc_down_long,up_long,qc_up_long,surface_soil_heat_flux_1,qc_surface_soil_heat_flux_1,surface_soil_heat_flux_2,qc_surface_soil_heat_flux_2,surface_soil_heat_flux_3,qc_surface_soil_heat_flux_3,soil_moisture_1,qc_soil_moisture_1,soil_moisture_2,qc_soil_moisture_2,soil_moisture_3,qc_soil_moisture_3,soil_temp_1,qc_soil_temp_1,soil_temp_2,qc_soil_temp_2,soil_temp_3,qc_soil_temp_3,soil_heat_flow_1,qc_soil_heat_flow_1,soil_heat_flow_2,qc_soil_heat_flow_2,soil_heat_flow_3,qc_soil_heat_flow_3,corr_soil_heat_flow_1,qc_corr_soil_heat_flow_1,corr_soil_heat_flow_2,qc_corr_soil_heat_flow_2,corr_soil_heat_flow_3,qc_corr_soil_heat_flow_3,soil_heat_capacity_1,qc_soil_heat_capacity_1,soil_heat_capacity_2,qc_soil_heat_capacity_2,soil_heat_capacity_3,qc_soil_heat_capacity_3,energy_storage_change_1,qc_energy_storage_change_1,energy_storage_change_2,qc_energy_storage_change_2,energy_storage_change_3,qc_energy_storage_change_3,albedo,qc_albedo,net_radiation,qc_net_radiation,surface_soil_heat_flux_avg,qc_surface_soil_heat_flux_avg,surface_energy_balance,qc_surface_energy_balance,wetness,qc_wetness,temp_net_radiometer,qc_temp_net_radiometer,battery_voltage,qc_battery_voltage,lat,lon,alt
2025-06-14 00:00:00,2025-06-14,2025-06-14 00:00:00,46.26051,0,8.877536,0,405.243,0,431.4712,0,-3.566121,0,-3.107989,0,1.055967,0,12.39167,0,8.641667,0,21.27833,0,24.69666,0,23.855,0,24.36167,0,-12.15148,0,-10.80047,0,-9.034755,0,,1,,1,,1,1498008.0,0,1380805.0,0,1769372.0,0,8.58536,0,7.692479,0,10.09072,0,0.1919755,0,11.45474,0,-1.872715,0,9.553376,0,3.005087,0,22.68293,0,13.53146,0,39.422,-77.21,158.0
2025-06-14 00:30:00,2025-06-14,2025-06-14 00:30:00,15.51881,0,2.781985,0,398.9969,0,431.31,0,-1.918006,0,-1.75308,0,2.297556,0,12.785,0,8.6433325,0,20.01667,0,24.455,0,23.67167,0,24.2,0,-10.58849,0,-9.453989,0,-7.58046,0,,1,,1,,1,1507248.0,0,1381928.0,0,1731802.0,0,8.670485,0,7.700908,0,9.878016,0,0.1804772,0,-19.05164,0,-0.4578431,0,-19.52988,0,2.999083,0,22.89362,0,13.52673,0,39.422,-77.21,158.0
2025-06-14 01:00:00,2025-06-14,2025-06-14 01:00:00,-1.955407,2,-1.252259,2,402.6031,0,428.5568,0,2.854558,0,-0.8013651,0,3.400991,0,12.978331,0,8.21,0,20.03167,0,24.22167,0,23.47167,0,24.02333,0,-9.394199,0,-8.383287,0,-6.392076,0,,1,,1,,1,1515211.0,0,1369626.0,0,1729045.0,0,12.24876,0,7.581922,0,9.793067,0,0.6498257,0,-26.97037,0,1.818062,0,-25.1713,0,2.979767,0,22.52224,0,13.5651,0,39.422,-77.21,158.0
2025-06-14 01:30:00,2025-06-14,2025-06-14 01:30:00,-1.821748,2,-1.607748,2,425.0301,0,430.7358,0,0.3751165,0,0.4661822,0,-0.3932273,0,12.865,0,8.57,0,18.87,0,23.99833,0,23.265,0,23.83667,0,-8.303873,0,-7.200708,0,-5.179204,0,,1,,1,,1,1511842.0,0,1379069.0,0,1695661.0,0,8.678989,0,7.666891,0,4.785976,0,0.8956524,0,-6.018738,0,0.1493573,0,-5.888538,0,2.575089,0,22.71372,0,13.55704,0,39.422,-77.21,158.0
2025-06-14 02:00:00,2025-06-14,2025-06-14 02:00:00,-2.557219,2,-0.6455211,2,423.5302,0,430.1653,0,-3.340353,0,-2.288948,0,5.212112,0,13.131671,0,8.695,0,19.48833,0,23.83833,0,23.16,0,23.67667,0,-7.301401,0,-6.215979,0,-4.266198,0,,1,,1,,1,1518376.0,0,1383255.0,0,1713170.0,0,3.961049,0,3.927032,0,9.478311,0,0.2558511,0,-8.469635,0,-0.1390627,0,-8.621577,0,1.066718,0,22.31706,0,13.56405,0,39.422,-77.21,158.0
2025-06-14 02:30:00,2025-06-14,2025-06-14 02:30:00,-1.847687,2,-0.6114796,2,419.2009,0,428.9023,0,1.911899,0,3.018526,0,1.710262,0,13.245,0,12.325,0,24.49,0,23.66333,0,23.01333,0,23.54333,0,-6.613932,0,-5.473367,0,-3.594483,0,,1,,1,,1,1523991.0,0,1491882.0,0,1864778.0,0,8.525831,0,8.491894,0,5.304746,0,0.3292259,0,-10.96854,0,2.213562,0,-8.766745,0,1.041267,0,22.0265,0,13.55769,0,39.422,-77.21,158.0
2025-06-14 03:00:00,2025-06-14,2025-06-14 03:00:00,-1.836481,2,-0.5281118,2,421.2193,0,428.8461,0,2.979594,0,-0.2529178,0,8.447299,0,15.981669,0,14.96167,0,28.231672,0,23.515,0,22.89667,0,23.405,0,-5.877988,0,-4.826284,0,-2.851048,0,,1,,1,,1,1601276.0,0,1574527.0,0,1982645.0,0,8.857583,0,4.573366,0,11.29835,0,0.2903143,0,-8.908417,0,3.724658,0,-6.71858,0,1.036904,0,22.00439,0,13.56898,0,39.422,-77.21,158.0
2025-06-14 03:30:00,2025-06-14,2025-06-14 03:30:00,-2.070416,2,-0.5641757,2,416.8373,0,428.377,0,-0.7256557,0,-4.338115,0,2.840637,0,18.82,0,15.75667,0,28.41,0,23.38333,0,22.8,0,23.28333,0,-5.367056,0,-4.338115,0,-2.353451,0,,1,,1,,1,1695099.0,0,1599693.0,0,1985912.0,0,4.641401,0,0.0,0,5.194089,0,0.2743143,0,-12.97147,0,-0.7410446,0,-12.19515,0,1.051759,0,21.94452,0,13.59861,0,39.422,-77.21,158.0
2025-06-14 04:00:00,2025-06-14,2025-06-14 04:00:00,-2.402493,2,-0.5365251,2,414.1875,0,427.3242,0,0.03703314,0,0.2136391,0,3.348161,0,19.435001,0,15.28167,0,27.078331,0,23.29,0,22.73333,0,23.18333,0,-5.003979,0,-3.942932,0,-2.024619,0,,1,,1,,1,1710720.0,0,1585451.0,0,1947678.0,0,5.041013,0,4.156571,0,5.37278,0,0.2205629,0,-15.00342,0,1.199611,0,-13.80873,0,2.540938,0,21.85944,0,13.60426,0,39.422,-77.21,158.0
2025-06-14 04:30:00,2025-06-14,2025-06-14 04:30:00,-2.471619,2,-0.6680715,2,411.4926,0,426.4759,0,0.340595,0,0.8547981,0,3.547278,0,19.625,0,15.14833,0,25.97,0,23.18833,0,22.65,0,23.08833,0,-4.692009,0,-3.633524,0,-1.765971,0,,1,,1,,1,1718632.0,0,1583409.0,0,1912609.0,0,5.032604,0,4.488322,0,5.31325,0,0.2701292,0,-16.7583,0,1.580891,0,-15.1832,0,1.775728,0,21.8462,0,13.59747,0,39.422,-77.21,158.0
2025-06-14 05:00:00,2025-06-14,2025-06-14 05:00:00,-2.612729,2,-0.7568271,2,408.1557,0,425.7737,0,0.6167414,0,1.169855,0,-1.475178,0,19.77666,0,14.82333,0,25.805,0,23.08833,0,22.54833,0,22.99833,0,-4.373341,0,-3.326972,0,-1.475178,0,,1,,1,,1,1725523.0,0,1569320.0,0,1908321.0,0,4.990082,0,4.496827,0,0.0,0,0.2898569,0,-19.3385,0,0.1038062,0,-19.23913,0,1.755441,0,21.76351,0,13.59677,0,39.422,-77.21,158.0
2025-06-14 05:30:00,2025-06-14,2025-06-14 05:30:00,-3.802381,2,-1.271707,2,395.6063,0,423.8881,0,0.9784409,0,1.287077,0,4.081584,0,19.48667,0,14.63333,0,24.94166,0,22.99333,0,22.465,0,22.9,0,-4.045659,0,-2.99714,0,-1.189143,0,,1,,1,,1,1712149.0,0,1567023.0,0,1880705.0,0,5.0241,0,4.284217,0,5.270728,0,0.3309069,0,-30.68051,0,2.115701,0,-28.57045,0,1.785426,0,21.69476,0,13.59301,0,39.422,-77.21,158.0
2025-06-14 06:00:00,2025-06-14,2025-06-14 06:00:00,-3.47614,2,-1.518611,2,394.6743,0,421.5177,0,0.9655037,0,5.963896,0,9.614414,0,19.265001,0,14.42,0,24.779999,0,22.87333,0,22.33167,0,22.77833,0,-3.684402,0,-2.595954,0,-0.8333935,0,,1,,1,,1,1706636.0,0,1557222.0,0,1877642.0,0,4.649906,0,8.559849,0,10.44781,0,0.4394941,0,-28.91296,0,5.514605,0,-24.78844,0,1.81791,0,21.31513,0,13.59229,0,39.422,-77.21,158.0
2025-06-14 06:30:00,2025-06-14,2025-06-14 06:30:00,-2.978576,2,-1.278672,2,398.3912,0,420.6634,0,1.25371,0,2.28752,0,5.023136,0,19.35,0,14.183331,0,24.133331,0,22.75167,0,22.16833,0,22.65667,0,-3.200509,0,-2.013704,0,-0.3156268,0,,1,,1,,1,1708933.0,0,1552118.0,0,1855488.0,0,4.454219,0,4.301225,0,5.338763,0,0.4270095,0,-24.03033,0,2.854789,0,-19.80234,0,1.819765,0,21.13744,0,13.60435,0,39.422,-77.21,158.0
2025-06-14 07:00:00,2025-06-14,2025-06-14 07:00:00,-2.592836,2,-1.192046,2,401.2078,0,420.7286,0,1.800528,0,2.957931,0,5.097024,0,18.81667,0,14.058331,0,24.21833,0,22.63333,0,22.05167,0,22.53666,0,-2.653777,0,-1.436842,0,0.1919866,0,,1,,1,,1,1693823.0,0,1547523.0,0,1859776.0,0,4.454305,0,4.394773,0,4.905038,0,0.4603738,0,-21.02698,0,3.285161,0,-17.75013,0,1.814552,0,21.20199,0,13.59854,0,39.422,-77.21,158.0
2025-06-14 07:30:00,2025-06-14,2025-06-14 07:30:00,-2.145278,2,-1.164532,2,416.5135,0,422.2903,0,2.645755,0,3.350403,0,5.721354,0,19.59167,0,14.058331,0,23.960001,0,22.525,0,21.97333,0,22.425,0,-2.148726,0,-0.9508231,0,0.6207151,0,,1,,1,,1,1716998.0,0,1547830.0,0,1851149.0,0,4.794481,0,4.301225,0,5.100639,0,0.5394703,0,-6.961243,0,3.905837,0,-3.062537,0,1.735304,0,21.16044,0,13.60222,0,39.422,-77.21,158.0
2025-06-14 08:00:00,2025-06-14,2025-06-14 08:00:00,-2.162765,2,-1.077993,2,418.8803,0,424.1957,0,2.746835,0,-0.6681365,0,6.319914,0,19.66,0,13.60333,0,24.215,0,22.455,0,21.9,0,22.37667,0,-1.801018,0,-0.6681365,0,0.8620897,0,,1,,1,,1,1721235.0,0,1535936.0,0,1857989.0,0,4.547853,0,0.0,0,5.457825,0,0.5003642,0,-6.317902,0,2.799538,0,-3.520854,0,1.723399,0,21.42519,0,13.59104,0,39.422,-77.21,158.0
2025-06-14 08:30:00,2025-06-14,2025-06-14 08:30:00,-2.578157,2,-1.125762,2,408.0444,0,423.1091,0,-1.69707,0,-0.694608,0,0.8030264,0,19.12667,0,13.72833,0,23.95,0,22.4,0,21.9,0,22.3,0,-1.69707,0,-0.694608,0,0.8030264,0,,1,,1,,1,1702603.0,0,1537722.0,0,1850945.0,0,0.0,0,0.0,0,0.0,0,0.4368091,0,-16.52206,0,-0.5295506,0,-17.05023,0,1.782554,0,21.38973,0,13.60208,0,39.422,-77.21,158.0
2025-06-14 09:00:00,2025-06-14,2025-06-14 09:00:00,-2.211062,2,-1.158462,2,411.4481,0,422.6616,0,3.233284,0,3.420879,0,5.832867,0,19.18,0,13.84,0,23.59833,0,22.36833,0,21.89,0,22.27333,0,-1.705772,0,-0.7442746,0,0.7323253,0,,1,,1,,1,1705717.0,0,1541040.0,0,1839714.0,0,4.939056,0,4.165154,0,5.100542,0,0.5207399,0,-12.29089,0,4.162344,0,-8.128771,0,1.899886,0,21.31052,0,13.59463,0,39.422,-77.21,158.0
