time,base_time,time_offset,down_short_hemisp,qc_down_short_hemisp,up_short_hemisp,qc_up_short_hemisp,down_long,qc_down_long,up_long,qc_up_long,surface_soil_heat_flux_1,qc_surface_soil_heat_flux_1,surface_soil_heat_flux_2,qc_surface_soil_heat_flux_2,surface_soil_heat_flux_3,qc_surface_soil_heat_flux_3,soil_moisture_1,qc_soil_moisture_1,soil_moisture_2,qc_soil_moisture_2,soil_moisture_3,qc_soil_moisture_3,soil_temp_1,qc_soil_temp_1,soil_temp_2,qc_soil_temp_2,soil_temp_3,qc_soil_temp_3,soil_heat_flow_1,qc_soil_heat_flow_1,soil_heat_flow_2,qc_soil_heat_flow_2,soil_heat_flow_3,qc_soil_heat_flow_3,corr_soil_heat_flow_1,qc_corr_soil_heat_flow_1,corr_soil_heat_flow_2,qc_corr_soil_heat_flow_2,corr_soil_heat_flow_3,qc_corr_soil_heat_flow_3,soil_heat_capacity_1,qc_soil_heat_capacity_1,soil_heat_capacity_2,qc_soil_heat_capacity_2,soil_heat_capacity_3,qc_soil_heat_capacity_3,energy_storage_change_1,qc_energy_storage_change_1,energy_storage_change_2,qc_energy_storage_change_2,energy_storage_change_3,qc_energy_storage_change_3,albedo,qc_albedo,net_radiation,qc_net_radiation,surface_soil_heat_flux_avg,qc_surface_soil_heat_flux_avg,surface_energy_balance,qc_surface_energy_balance,wetness,qc_wetness,temp_net_radiometer,qc_temp_net_radiometer,battery_voltage,qc_battery_voltage,lat,lon,alt
2025-06-12 00:00:00,2025-06-12,2025-06-12 00:00:00,68.05385,0,17.99676,0,368.3442,0,434.0725,0,-3.224458,0,1.501243,0,0.9960206,0,15.04,0,10.2,0,17.31833,0,24.06833,0,23.43333,0,23.91166,0,-16.38326,0,-14.49595,0,-12.79211,0,,1,,1,,1,1577539.0,0,1428380.0,0,1648340.0,0,13.15881,0,15.9972,0,13.78813,0,0.265735,0,-14.95694,0,-0.2423978,0,-15.23645,0,3.022081,0,26.58448,0,13.43144,0,39.422,-77.21,158.0
2025-06-12 00:30:00,2025-06-12,2025-06-12 00:30:00,12.11669,0,1.90322,0,362.9144,0,422.0195,0,-0.9634043,0,3.905147,0,7.266609,0,14.81667,0,10.335,0,17.06667,0,23.74333,0,22.99333,0,23.58,0,-13.88401,0,-12.11764,0,-10.40595,0,,1,,1,,1,1571566.0,0,1435068.0,0,1639203.0,0,12.92061,0,16.02279,0,17.67256,0,0.1586425,0,-48.50305,0,3.402784,0,-45.14215,0,3.020738,0,24.13918,0,13.46048,0,39.422,-77.21,158.0
2025-06-12 01:00:00,2025-06-12,2025-06-12 01:00:00,-3.713443,2,-1.431149,2,359.5716,0,413.8671,0,6.292353,0,10.55809,0,10.29138,0,15.243331,0,10.20333,0,17.12,0,23.36333,0,22.495,0,23.19167,0,-11.61833,0,-9.417159,0,-7.780885,0,,1,,1,,1,1582439.0,0,1428329.0,0,1643338.0,0,17.91068,0,19.97525,0,18.07227,0,0.3911478,0,-56.5614,0,9.047276,0,-47.55871,0,3.015341,0,22.18212,0,13.52456,0,39.422,-77.21,158.0
2025-06-12 01:30:00,2025-06-12,2025-06-12 01:30:00,-5.251145,2,-1.603317,2,357.2133,0,409.3373,0,7.924913,0,13.00568,0,12.91395,0,14.955001,0,10.35333,0,16.41,0,22.96167,0,22.01167,0,22.80167,0,-9.007846,0,-6.535851,0,-5.005228,0,,1,,1,,1,1574680.0,0,1434557.0,0,1619244.0,0,16.93276,0,19.54153,0,17.91918,0,0.3059743,0,-55.77014,0,11.28152,0,-44.53449,0,3.00248,0,21.04679,0,13.56297,0,39.422,-77.21,158.0
2025-06-12 02:00:00,2025-06-12,2025-06-12 02:00:00,-4.774135,2,-1.219804,2,355.6841,0,405.7066,0,11.14758,0,12.37015,0,11.21528,0,15.12666,0,10.18167,0,16.38167,0,22.57,0,21.61333,0,22.44,0,-6.448445,0,-3.873673,0,-2.402762,0,,1,,1,,1,1580857.0,0,1428789.0,0,1619448.0,0,17.59602,0,16.24383,0,13.61804,0,0.2568803,0,-53.64944,0,11.57767,0,-42.11242,0,2.981978,0,19.76401,0,13.56055,0,39.422,-77.21,158.0
2025-06-12 02:30:00,2025-06-12,2025-06-12 02:30:00,-4.08579,2,-1.417614,2,358.147,0,404.4511,0,9.436595,0,10.5059,0,13.32226,0,14.929999,0,9.92,0,16.473331,0,22.22167,0,21.26,0,22.115,0,-4.15585,0,-1.572769,0,-0.1851446,0,,1,,1,,1,1574578.0,0,1421132.0,0,1622307.0,0,13.59244,0,12.07867,0,13.5074,0,0.3488815,0,-49.02094,0,11.08825,0,-37.96786,0,2.98135,0,19.94844,0,13.59799,0,39.422,-77.21,158.0
2025-06-12 03:00:00,2025-06-12,2025-06-12 03:00:00,-3.117482,2,-1.930378,2,362.3764,0,408.3533,0,11.07061,0,8.236311,0,15.10368,0,14.735,0,9.809999,0,16.18333,0,21.90333,0,20.97833,0,21.82667,0,-2.198753,0,0.3482309,0,1.655804,0,,1,,1,,1,1569371.0,0,1419294.0,0,1611383.0,0,13.26936,0,7.88808,0,13.44787,0,0.6088641,0,-47.16409,0,11.4702,0,-35.72242,0,3.004788,0,21.46189,0,13.62902,0,39.422,-77.21,158.0
2025-06-12 03:30:00,2025-06-12,2025-06-12 03:30:00,-4.616213,2,-2.314006,2,366.3038,0,412.0475,0,7.875356,0,9.536244,0,11.83166,0,14.906671,0,9.726666,0,16.34333,0,21.66166,0,20.80667,0,21.60333,0,-0.6164557,0,1.80132,0,3.008097,0,,1,,1,,1,1573149.0,0,1415159.0,0,1617815.0,0,8.491812,0,7.734925,0,8.823565,0,0.5017341,0,-48.05536,0,9.747755,0,-38.3272,0,3.010814,0,22.6565,0,13.62818,0,39.422,-77.21,158.0
2025-06-12 04:00:00,2025-06-12,2025-06-12 04:00:00,-4.869415,2,-2.217486,2,365.5966,0,412.0642,0,8.955449,0,6.459629,0,8.313388,0,15.091669,0,9.518334,0,15.981669,0,21.46167,0,20.67667,0,21.44166,0,0.4635565,0,2.668668,0,3.808057,0,,1,,1,,1,1580704.0,0,1407247.0,0,1607503.0,0,8.491894,0,3.790961,0,4.505331,0,0.4565344,0,-49.09033,0,7.909489,0,-41.1928,0,3.010223,0,22.44932,0,13.63368,0,39.422,-77.21,158.0
2025-06-12 04:30:00,2025-06-12,2025-06-12 04:30:00,-4.605421,2,-2.003632,2,364.7668,0,412.5487,0,9.95396,0,7.026663,0,13.44804,0,14.79667,0,9.611666,0,16.24667,0,21.32166,0,20.59,0,21.29333,0,1.164498,0,3.184676,0,4.267378,0,,1,,1,,1,1569116.0,0,1412403.0,0,1615262.0,0,8.789462,0,3.841987,0,9.180663,0,0.4350499,0,-50.34674,0,10.14289,0,-41.69608,0,3.008559,0,22.2374,0,13.62696,0,39.422,-77.21,158.0
