time,albedo,alt,base_time,corr_soil_heat_flow_1,corr_soil_heat_flow_2,corr_soil_heat_flow_3,down_long,down_short_hemisp,energy_storage_change_1,energy_storage_change_2,energy_storage_change_3,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_capacity_2,soil_heat_capacity_3,soil_heat_flow_1,soil_heat_flow_2,soil_heat_flow_3,soil_moisture_1,soil_moisture_2,soil_moisture_3,soil_temp_1,soil_temp_2,soil_temp_3,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_2,surface_soil_heat_flux_3,surface_soil_heat_flux_avg,time_offset,up_long,up_short_hemisp,wetness
2024-11-30 00:00:00,0.370622,64.0,2024-11-30,,,,224.0762,-9.508685,,,,39.3105,-76.62375,-96.32085,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1888.495,-1533.435,-1128.497,,,,,,,,,,,,2024-11-30 00:00:00,314.3764,-3.519084,3.037558
2024-11-30 00:30:00,0.4262713,64.0,2024-11-30,,,,224.4734,-9.192264,,,,39.3105,-76.62375,-94.08099,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1888.495,-1533.619,-1129.009,,,,,,,,,,,,2024-11-30 00:30:00,313.2558,-3.922768,3.037529
2024-11-30 01:00:00,0.4728934,64.0,2024-11-30,,,,224.4754,-8.770542,,,,39.3105,-76.62375,-91.35567,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1888.609,-1533.423,-1129.105,,,,,,,,,,,,2024-11-30 01:00:00,311.1596,-4.175685,3.037652
2024-11-30 01:30:00,0.4915559,64.0,2024-11-30,,,,223.8856,-8.495675,,,,39.3105,-76.62375,-89.36707,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1890.648,-1536.087,-1130.721,,,,,,,,,,,,2024-11-30 01:30:00,308.9147,-4.164679,3.037634
2024-11-30 02:00:00,0.5094686,64.0,2024-11-30,,,,223.2934,-8.459179,,,,39.3105,-76.62375,-88.61989,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1890.057,-1535.758,-1130.687,,,,,,,,,,,,2024-11-30 02:00:00,307.7635,-4.303789,3.037551
2024-11-30 02:30:00,0.4471951,64.0,2024-11-30,,,,222.0645,-8.655185,,,,39.3105,-76.62375,-89.47858,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1890.967,-1536.765,-1131.549,,,,,,,,,,,,2024-11-30 02:30:00,306.7634,-3.875425,3.037524
2024-11-30 03:00:00,0.4825603,64.0,2024-11-30,,,,222.1178,-8.501346,,,,39.3105,-76.62375,-88.96774,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1892.6,-1537.753,-1132.43,,,,,,,,,,,,2024-11-30 03:00:00,306.6772,-4.112366,3.037363
2024-11-30 03:30:00,0.5368271,64.0,2024-11-30,,,,221.7354,-8.308818,,,,39.3105,-76.62375,-88.28465,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1890.439,-1536.086,-1131.579,,,,,,,,,,,,2024-11-30 03:30:00,306.1828,-4.458787,3.037369
2024-11-30 04:00:00,0.4418437,64.0,2024-11-30,,,,220.5629,-8.620919,,,,39.3105,-76.62375,-89.50349,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1891.17,-1536.716,-1131.792,,,,,,,,,,,,2024-11-30 04:00:00,305.236,-3.780385,3.037508
2024-11-30 04:30:00,0.4707202,64.0,2024-11-30,,,,219.9284,-8.58933,,,,39.3105,-76.62375,-88.49052,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,-1887.448,-1533.526,-1129.0,,,,,,,,,,,,2024-11-30 04:30:00,303.8903,-4.068889,3.03753
