time,albedo,alt,base_time,corr_soil_heat_flow_1,corr_soil_heat_flow_2,corr_soil_heat_flow_3,down_long,down_short_hemisp,energy_storage_change_1,energy_storage_change_2,energy_storage_change_3,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_capacity_2,soil_heat_capacity_3,soil_heat_flow_1,soil_heat_flow_2,soil_heat_flow_3,soil_moisture_1,soil_moisture_2,soil_moisture_3,soil_temp_1,soil_temp_2,soil_temp_3,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_2,surface_soil_heat_flux_3,surface_soil_heat_flux_avg,time_offset,up_long,up_short_hemisp,wetness
2025-06-07 00:00:00,0.1916655,64.0,2025-06-07,,,,397.2465,39.89437,,,,39.3105,-76.62375,-22.06567,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,2025-06-07 00:00:00,451.8053,7.643424,2.899635
2025-06-07 00:30:00,0.187333,64.0,2025-06-07,,,,394.411,3.969303,,,,39.3105,-76.62375,-49.83572,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,2025-06-07 00:30:00,447.7621,0.74747,2.876263
2025-06-07 01:00:00,0.2008682,64.0,2025-06-07,,,,391.4009,-4.062596,,,,39.3105,-76.62375,-55.72659,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2025-06-07 01:00:00,443.9274,-0.8233027,2.86018
2025-06-07 01:30:00,0.2416728,64.0,2025-06-07,,,,388.7435,-4.76399,,,,39.3105,-76.62375,-55.72632,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2025-06-07 01:30:00,440.7808,-1.150188,2.846004
2025-06-07 02:00:00,0.2797513,64.0,2025-06-07,,,,389.233,-4.594397,,,,39.3105,-76.62375,-52.37897,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2025-06-07 02:00:00,438.2819,-1.288574,2.82363
2025-06-07 02:30:00,0.2498321,64.0,2025-06-07,,,,387.13,-4.612,,,,39.3105,-76.62375,-52.41797,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2025-06-07 02:30:00,436.0478,-1.15252,2.799317
2025-06-07 03:00:00,0.273033,64.0,2025-06-07,,,,391.5507,-4.167678,,,,39.3105,-76.62375,-46.26019,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2025-06-07 03:00:00,434.7274,-1.138465,2.787775
2025-06-07 03:30:00,0.2800443,64.0,2025-06-07,,,,388.1431,-4.347042,,,,39.3105,-76.62375,-48.09573,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2025-06-07 03:30:00,433.0938,-1.217126,2.774815
2025-06-07 04:00:00,0.2894892,64.0,2025-06-07,,,,394.4023,-3.925133,,,,39.3105,-76.62375,-40.77975,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2025-06-07 04:00:00,432.2886,-1.137477,2.770397
2025-06-07 04:30:00,0.2991974,64.0,2025-06-07,,,,398.0053,-3.675907,,,,39.3105,-76.62375,-36.57819,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2025-06-07 04:30:00,431.937,-1.107901,2.767353
