time,albedo,alt,base_time,corr_soil_heat_flow_1,corr_soil_heat_flow_2,corr_soil_heat_flow_3,down_long,down_short_hemisp,energy_storage_change_1,energy_storage_change_2,energy_storage_change_3,lat,lon,net_radiation,qc_albedo,qc_battery_voltage,qc_corr_soil_heat_flow_1,qc_corr_soil_heat_flow_2,qc_corr_soil_heat_flow_3,qc_down_long,qc_down_short_hemisp,qc_energy_storage_change_1,qc_energy_storage_change_2,qc_energy_storage_change_3,qc_net_radiation,qc_soil_heat_capacity_1,qc_soil_heat_capacity_2,qc_soil_heat_capacity_3,qc_soil_heat_flow_1,qc_soil_heat_flow_2,qc_soil_heat_flow_3,qc_soil_moisture_1,qc_soil_moisture_2,qc_soil_moisture_3,qc_soil_temp_1,qc_soil_temp_2,qc_soil_temp_3,qc_surface_energy_balance,qc_surface_soil_heat_flux_1,qc_surface_soil_heat_flux_2,qc_surface_soil_heat_flux_3,qc_surface_soil_heat_flux_avg,qc_temp_net_radiometer,qc_up_long,qc_up_short_hemisp,qc_wetness,soil_heat_capacity_1,soil_heat_capacity_2,soil_heat_capacity_3,soil_heat_flow_1,soil_heat_flow_2,soil_heat_flow_3,soil_moisture_1,soil_moisture_2,soil_moisture_3,soil_temp_1,soil_temp_2,soil_temp_3,surface_energy_balance,surface_soil_heat_flux_1,surface_soil_heat_flux_2,surface_soil_heat_flux_3,surface_soil_heat_flux_avg,time_offset,up_long,up_short_hemisp,wetness
2024-12-30 00:00:00,0.86909,64.0,2024-12-30,,,,383.3793,-2.062737,,,,39.3105,-76.62375,-7.401947,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 00:00:00,390.4843,-1.792589,2.997457
2024-12-30 00:30:00,0.2966123,64.0,2024-12-30,,,,380.6609,-4.106465,,,,39.3105,-76.62375,-11.07205,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 00:30:00,388.9469,-1.153364,2.52585
2024-12-30 01:00:00,0.1894339,64.0,2024-12-30,,,,375.3416,-7.953821,,,,39.3105,-76.62375,-14.99072,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 01:00:00,383.8777,-1.561839,1.624429
2024-12-30 01:30:00,0.4959711,64.0,2024-12-30,,,,375.1475,-6.986475,,,,39.3105,-76.62375,-11.41879,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 01:30:00,383.0004,-3.504359,2.550782
2024-12-30 02:00:00,0.7131168,64.0,2024-12-30,,,,376.1157,-6.880098,,,,39.3105,-76.62375,-7.993622,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 02:00:00,382.0839,-4.918371,2.62555
2024-12-30 02:30:00,0.9109429,64.0,2024-12-30,,,,376.9243,-5.521981,,,,39.3105,-76.62375,-5.212311,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 02:30:00,381.7003,-5.027034,2.656164
2024-12-30 03:00:00,0.912352,64.0,2024-12-30,,,,373.3403,-5.532692,,,,39.3105,-76.62375,-9.081604,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 03:00:00,381.8803,-5.059806,2.677836
2024-12-30 03:30:00,0.9260067,64.0,2024-12-30,,,,380.2838,-5.136892,,,,39.3105,-76.62375,-2.989502,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 03:30:00,382.8798,-4.750979,2.724851
2024-12-30 04:00:00,0.8787697,64.0,2024-12-30,,,,380.0651,-5.112127,,,,39.3105,-76.62375,-3.179291,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 04:00:00,382.6871,-4.490897,2.765565
2024-12-30 04:30:00,0.7588063,64.0,2024-12-30,,,,377.2328,-5.135762,,,,39.3105,-76.62375,-6.25061,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,2024-12-30 04:30:00,382.2056,-3.893447,2.824453
