CO2 on Temperature,Aerosols on Temperature,Specific Humidity on Temperature,Specific Humidity on Aerosols,CO2 on Temperature interval 1,Aerosols on Temperature interval 1,Specific Humidity on Temperature interval 1,Specific Humidity on Aerosols interval 1,CO2 on Temperature interval 2,Aerosols on Temperature interval 2,Specific Humidity on Temperature interval 2,Specific Humidity on Aerosols interval 2
[-5.99954345],[-0.00198304],[5.8714974],[312.81078597],[-6.61896559],[-0.00731311],[-0.47975562],[-307.46986947],[-4.68630588],[-0.00098822],[12.00483123],[990.0896491]
[-0.9677684],[-0.00178663],[6.93344602],[1782.95403295],[-2.37785894],[-0.00374157],[4.98022369],[730.46122278],[-0.21747318],[0.00165262],[10.88505361],[1841.56619212]
[-4.30661681],[-0.01121942],[7.75365731],[-637.66421136],[-5.32316023],[-0.01833835],[5.51720636],[-843.83495372],[-1.94408149],[-0.00534494],[12.45043678],[-455.3811295]
[-2.2428083],[-0.00194628],[2.93829766],[-736.21693748],[-2.78679461],[-0.00313273],[2.33211258],[-985.92418397],[-1.23700296],[-0.00104588],[4.30431807],[-455.08704389]
[-1.5186459],[0.00029785],[-0.23066589],[710.29778726],[-2.06972495],[-0.00161526],[-1.4050457],[67.43163274],[-0.52373109],[0.00220019],[1.39355088],[1153.22435888]
[1.24546986],[-0.0124979],[-4.96667994],[1606.9323929],[-1.10969733],[-0.02392964],[-21.35869757],[1196.42689349],[5.43648526],[-0.00528629],[4.02375788],[1953.40354503]
[-0.28435703],[-0.00161002],[-2.13892309],[-331.3429041],[-1.11380596],[-0.00266269],[-3.24816088],[-579.58558869],[-0.11456504],[0.00018141],[-1.27397883],[4.92362132]
[-2.72311577],[-0.00505034],[4.07970972],[40.65093225],[-3.5944827],[-0.01254269],[2.88134782],[-140.71493467],[-2.37359637],[-0.00285853],[5.70505959],[351.92150242]
[0.50299201],[0.00188675],[-3.68007827],[426.69735158],[0.03384773],[-0.0013517],[-3.97654887],[362.01846289],[0.92910058],[0.00252235],[-1.63699371],[546.58737122]
[-0.94176906],[-0.00246131],[-2.1257901],[731.09532082],[-2.02386957],[-0.00356882],[-2.96630832],[87.36444318],[-0.59819073],[0.00170552],[-1.48094311],[1166.50814242]
[-1.12845422],[-0.00593178],[1.43100972],[-204.10899099],[-3.26965043],[-0.0104167],[1.13559178],[-271.23917026],[-0.07287137],[0.0009603],[1.78172376],[-155.58424347]
[0.19911812],[0.0004387],[-0.77056787],[118.11232936],[-0.00837228],[-1.61635348e-05],[-1.15804708],[98.77097873],[0.52927971],[0.00087369],[-0.49377157],[269.14894209]
[-0.41947749],[-0.00172843],[-16.07519984],[1642.36308346],[-2.656345],[-0.01571692],[-26.42725079],[1116.56535971],[1.71496371],[0.00631853],[-2.42073539],[1909.48774833]
[0.0481819],[-0.00077279],[0.43319259],[-422.21975991],[-0.04299939],[-0.00101245],[-0.16303839],[-888.69405483],[0.13451573],[-0.0005354],[0.81269475],[-26.54776405]
[-8.22704018],[0.00055637],[1.91007168],[2.75126944],[-11.68610848],[-0.00484098],[-1.54607617],[-137.36589715],[-7.94277989],[0.00759239],[4.5123485],[277.59245808]
[2.74010223],[-0.00946081],[-5.03242964],[4705.93505001],[-1.27145603],[-0.01547523],[-11.3551024],[2893.47903468],[6.21115794],[-0.00435227],[6.62809558],[6378.60747591]
[-0.37301444],[-0.00024695],[1.26405893],[1712.34843333],[-0.41109905],[-0.00042675],[0.69424192],[1003.27979766],[-0.21622206],[7.11155428e-05],[1.72736103],[2608.27856368]
[0.0372502],[-6.77895369e-05],[-2.03986863],[1013.15980649],[-0.23216922],[-0.0014531],[-5.33591217],[432.73391613],[0.39982812],[0.00028427],[0.68852791],[1267.52467907]
[-2.6710516],[-0.00056643],[7.75215809],[-1274.45298758],[-3.01959074],[-0.00259594],[2.02590748],[-1766.46898113],[-1.68792006],[0.00088143],[9.77498616],[-267.49177483]
[-5.46004285],[0.00118846],[2.41966502],[-455.67727993],[-14.63855572],[-0.02761884],[0.57393838],[-675.89382204],[-0.37425643],[0.04083597],[4.79447921],[-136.49087813]
[-0.4654879],[0.00481733],[-1.65911325],[90.70727837],[-2.09558262],[-0.01114987],[-3.16379348],[57.0579645],[1.5529558],[0.01361202],[-0.34974112],[88.54222656]
[-0.11123756],[-0.01098502],[2.86744848],[-387.18314436],[-5.41619694],[-0.01612529],[-2.11071962],[-440.8892818],[-0.6805162],[-0.00926939],[3.01499368],[-293.60015859]
[-0.43652747],[-0.00133537],[-1.26706634],[625.87706175],[-5.52520469],[-0.00663381],[-3.68059135],[544.95857701],[1.73123673],[0.00300676],[2.84162102],[671.98580106]
[-2.29323144],[0.00274454],[-0.35179434],[171.22452505],[-6.84523093],[-0.0076387],[-3.46332199],[55.45537102],[-0.19777348],[0.01442671],[1.36953799],[263.00885734]
[-4.79733075],[-0.01090265],[20.51753021],[2702.53305615],[-6.90437535],[-0.0181561],[11.60340924],[2069.49664341],[-1.77321959],[-0.00793411],[29.32010776],[2989.38913998]
[-0.18444446],[-0.00034064],[0.77655358],[3592.04252626],[-1.70186676],[-0.00118302],[-4.59234184],[2101.82053608],[1.7888207],[0.00050398],[3.42564702],[4091.39413158]
[-0.01218101],[0.00018829],[-0.55554773],[290.43680229],[-0.38564029],[-0.00148116],[-1.62278288],[155.98777789],[0.34312218],[0.00135425],[1.65068796],[621.16402406]
[-2.29322043],[-0.01489039],[11.34706988],[582.36390782],[-4.86636572],[-0.01817989],[7.67720638],[429.3050342],[0.69444955],[-0.01103184],[12.60226102],[836.57708626]
[-5.89329477],[-0.00082987],[5.31779689],[-2457.10005132],[-6.48587212],[-0.00230529],[-0.01615343],[-3134.72207684],[-4.27724008],[-0.00047757],[5.85230093],[-2345.80067945]
[-7.77079085],[-0.00120273],[-1.12472765],[1426.98091765],[-14.69021177],[-0.00543635],[-7.25780456],[1253.44530043],[-3.31671286],[0.00496685],[3.13044235],[2109.37022535]
[-0.98381942],[-0.00133728],[7.27301845],[7501.27022453],[-2.46522664],[-0.00253337],[3.89044669],[4722.64078565],[-0.05707998],[-0.00076087],[15.29402493],[8428.25700749]
[0.68218356],[-0.00178998],[8.60428372],[-875.21527186],[-0.28052582],[-0.00273847],[6.38164341],[-1235.90266477],[1.999613],[-0.00042855],[12.03609095],[-393.42611883]
[-0.22341145],[-0.00711591],[5.56794856],[2756.36614786],[-1.02430088],[-0.01256056],[-10.20839932],[2342.36318716],[1.11932422],[0.00201757],[10.71008966],[2844.53981451]
[-0.88732505],[-0.00450555],[7.76676552],[-296.64042456],[-3.13427266],[-0.01461678],[2.39927905],[-394.1639269],[0.45444457],[-5.4351139e-05],[9.16088141],[-206.59076719]
[1.19153871],[-0.00474405],[-3.66777374],[157.50049376],[0.12364623],[-0.01015433],[-5.09829653],[-195.6211001],[2.34688985],[-0.0016145],[-3.15568198],[156.8999706]
[-0.9999353],[-0.01625127],[-0.68818249],[1297.276553],[-2.34614458],[-0.01726009],[-6.1869762],[6.09348283],[-0.10044773],[-0.01193909],[8.95617354],[2935.54382779]
[-1.79881965],[-0.00203795],[1.48482728],[352.06848438],[-3.37165135],[-0.00392348],[0.56806815],[254.12377928],[-0.04645679],[0.00025068],[2.1991286],[401.52668015]
[-0.88883883],[-0.00455971],[1.15201221],[1102.10580083],[-0.53461311],[-0.00854717],[-1.66581533],[708.77147914],[1.42639318],[-0.00519395],[1.79260869],[1394.12063879]
[-0.5159614],[-0.0030933],[-1.48851474],[367.52074846],[-0.9769276],[-0.00645776],[-4.17478037],[6.46652589],[-0.12794089],[0.00015792],[-0.04871376],[1229.62259712]
