time,precipitation,relative_humidity,temperature,atmospheric pressure,albedo,wetness,net radiation,dew_point,specific_humidity
2024-12-01 18:30:00,0.0,42.25266666666666,4.492366666666666,101.372,0.1829904,3.03677,193.5956,-7.057100000000001,2.2132678284957534
2024-12-01 19:00:00,0.0,41.879333333333335,4.751466666666667,101.36033333333332,0.175644,3.036959,117.6291,-6.872666666666666,2.245216819502545
2024-12-01 19:30:00,0.0,41.248666666666665,4.7090000000000005,101.343,0.1742466,3.036993,92.76007,-7.041266666666666,2.2166076195888023
2024-12-01 20:00:00,0.0,42.057,4.696033333333333,101.34033333333332,0.1667042,3.03709,66.85934,-6.892566666666666,2.242220772108078
2024-12-01 20:30:00,0.0,42.22966666666667,4.615799999999999,101.35066666666668,0.1512095,3.037183,29.97229,-6.938266666666668,2.2341110945379974
2024-12-01 21:00:00,0.0,44.54366666666667,4.121466666666667,101.368,0.1313315,3.03733,-5.482086,-6.969799999999999,2.228306117648776
2024-12-01 21:30:00,0.0,47.42033333333333,3.9668,101.38866666666668,0.09726346,3.037389,-49.69803,-6.549133333333333,2.3011488978654615
2024-12-01 22:00:00,0.0,51.60633333333333,3.7496,101.41366666666666,1.129589,3.037198,-54.49112,-5.929133333333334,2.4125040835317098
2024-12-01 22:30:00,0.0,53.45,3.702366666666667,101.44166666666666,0.7648894,3.036829,-31.52676,-5.607633333333332,2.471747661885888
2024-12-01 23:00:00,0.0,56.423,3.358766666666667,101.46266666666666,0.7902687,3.036654,-32.86319,-5.356633333333332,2.518916477898158
2024-12-01 23:30:00,0.0,58.94766666666667,3.116033333333333,101.49833333333332,0.6485409,3.036439,-47.91476,-5.094433333333332,2.568694621014362
2024-12-02 00:00:00,0.0,62.75633333333334,2.4411666666666667,101.51633333333334,0.7126281,3.036031,-38.73691,-5.007566666666666,2.5852197433951436
2024-12-02 00:30:00,0.0,65.80433333333333,1.9148333333333327,101.53433333333334,0.4484092,3.035173,-82.81346,-4.924300000000001,2.601129161631967
2024-12-02 01:00:00,0.0,69.62866666666667,1.1242333333333332,101.54566666666666,0.4372921,3.033407,-87.57568,-4.950033333333332,2.5957705088754652
2024-12-02 01:30:00,0.0,71.92366666666666,0.6648333333333334,101.56,0.4960875,3.031842,-88.02077,-4.950433333333335,2.5953248906813395
2024-12-02 02:00:00,0.0,71.91533333333334,0.5784,101.56466666666668,0.4127355,3.031243,-87.95639,-5.038533333333333,2.577925418485472
2024-12-02 02:30:00,0.0,68.172,0.6958666666666667,101.58033333333331,0.4151212,3.031152,-90.07671,-5.669733333333334,2.4567100077117816
2024-12-02 03:00:00,0.0,61.003,0.6902666666666667,101.58933333333331,0.3993832,3.033064,-93.2876,-7.109133333333333,2.199677408286658
2024-12-02 03:30:00,0.0,54.825,0.5455,101.60166666666667,0.4248134,3.034649,-94.2984,-8.4895,1.975931990652949
2024-12-02 04:00:00,0.0,51.02366666666667,0.3066,101.61433333333332,0.4091859,3.035851,-94.72961,-9.488666666666667,1.8268226272181987
2024-12-02 04:30:00,0.0,47.087,0.2289333333333333,101.61833333333334,0.3891883,3.036615,-95.63721,-10.353666666666665,1.7060582167311582
2024-12-02 05:00:00,0.0,44.48433333333333,0.0831666666666666,101.62566666666666,0.3940616,3.036975,-97.48451,-11.019966666666667,1.6178846029893552
2024-12-02 05:30:00,0.0,45.535,-0.2816666666666666,101.62633333333332,0.4107134,3.037247,-95.22365,-11.174666666666667,1.5980211052447357
2024-12-02 06:00:00,0.0,46.949333333333335,-0.4913,101.625,0.4210852,3.037239,-92.38797,-11.101433333333334,1.6074130526293822
2024-12-02 06:30:00,0.0,47.05033333333333,-0.5946,101.619,0.41628,3.037397,-90.84515,-11.184533333333334,1.5968776614551894
2024-12-02 07:00:00,0.0,46.934333333333335,-0.6274333333333334,101.63333333333334,0.3909763,3.03751,-90.74353,-11.240566666666668,1.589520805700555
2024-12-02 07:30:00,0.0,46.688,-0.7921666666666667,101.662,0.3859909,3.037572,-90.84296,-11.454566666666667,1.562104979717691
2024-12-02 08:00:00,0.0,50.12,-1.4367,101.66233333333334,0.3814918,3.037644,-89.84706,-11.412700000000001,1.5673432425045744
2024-12-02 08:30:00,0.0,52.15533333333334,-1.6990666666666667,101.66133333333332,0.3903596,3.037684,-88.68741,-11.267999999999999,1.585602468978213
2024-12-02 09:00:00,0.0,52.326,-1.745866666666667,101.66,0.3804254,3.037787,-88.12282,-11.280666666666667,1.5840187036132691
2024-12-02 09:30:00,0.0,52.563,-1.8159,101.67233333333334,0.4385802,3.037808,-87.05931,-11.3033,1.5809631967688937
2024-12-02 10:00:00,0.0,52.931666666666665,-1.8288333333333333,101.69766666666666,0.4215446,3.037873,-87.20728,-11.242500000000001,1.588268920343388
2024-12-02 10:30:00,0.0,54.54766666666667,-2.0207666666666664,101.70966666666666,0.3939335,3.038012,-86.66425,-11.111233333333333,1.6048178775693913
2024-12-02 11:00:00,0.0,55.545,-2.2101,101.729,0.4063738,3.038026,-85.49608,-11.1011,1.6058108734138816
2024-12-02 11:30:00,0.0,56.23733333333333,-2.3621333333333334,101.758,0.445063,3.038062,-84.74916,-11.114666666666668,1.6036153319146218
2024-12-02 12:00:00,0.0,56.894,-2.4322666666666666,101.78066666666668,0.555609,3.038011,-82.7153,-11.053466666666667,1.6111071935488857
2024-12-02 12:30:00,0.0,56.12266666666667,-2.0549666666666666,101.80866666666664,-0.544647,3.037827,-72.30688,-10.830433333333334,1.6395527686762608
2024-12-02 13:00:00,0.0,54.324,-1.4381,101.82966666666668,0.1235061,3.037503,-15.84811,-10.573300000000001,1.6730872196481217
2024-12-02 13:30:00,0.0,51.644,-0.3136333333333334,101.842,0.2128152,3.037242,39.3345,-9.984833333333334,1.7527593133698631
2024-12-02 14:00:00,0.0,48.59766666666667,0.7013,101.842,0.2131034,3.037044,102.2582,-9.579166666666666,1.80978796027931
2024-12-02 14:30:00,0.0,47.545,1.3092333333333337,101.85,0.2080114,3.036967,154.3358,-9.181766666666666,1.8671083517056493
2024-12-02 15:00:00,0.0,46.832,1.858733333333333,101.85333333333332,0.2005804,3.036846,223.9434,-8.774866666666666,1.9275639896586552
2024-12-02 15:30:00,0.0,46.21833333333333,2.5040666666666667,101.84033333333332,0.1987001,3.036866,250.5583,-8.252266666666667,2.008110524896729
2024-12-02 16:00:00,0.0,45.72433333333333,3.0054000000000003,101.824,0.1980935,3.036895,280.3853,-7.849733333333335,2.0723154366640197
2024-12-02 16:30:00,0.0,45.04933333333334,3.2881666666666667,101.786,0.1973018,3.036925,299.9664,-7.7019666666666655,2.0970006963070467
2024-12-02 17:00:00,0.0,43.827666666666666,3.747833333333333,101.754,0.2017945,3.036986,305.7148,-7.486633333333334,2.1329564621607333
2024-12-02 17:30:00,0.0,42.99933333333333,3.894366666666667,101.73266666666667,0.2002615,3.03637,305.3252,-7.505766666666666,2.130246196469239
2024-12-02 18:00:00,0.0,42.57899999999999,4.180833333333333,101.71633333333332,0.1953299,3.036314,293.1555,-7.303366666666668,2.164214272720133
2024-12-02 18:30:00,0.0,41.858,4.426533333333333,101.696,0.1898514,3.03639,274.012,-7.2018666666666675,2.181691127060454
2024-12-02 19:00:00,0.0,41.40533333333334,4.5749,101.68966666666668,0.1798619,3.036693,243.8128,-7.144033333333332,2.1915924200979644
2024-12-02 19:30:00,0.0,41.23533333333333,4.5896333333333335,101.69966666666666,0.1693415,3.036955,203.9233,-7.163300000000001,2.1881194347129385
2024-12-02 20:00:00,0.0,40.79733333333333,4.482033333333333,101.72466666666666,0.1607363,3.037069,154.7038,-7.358500000000002,2.154831386566754
2024-12-02 20:30:00,0.0,42.56333333333334,4.139466666666666,101.75433333333334,0.1370905,3.037189,99.89447,-7.347866666666666,2.1559744763114144
2024-12-02 21:00:00,0.0,44.55333333333333,3.6059666666666654,101.77866666666668,0.1036159,3.037363,-0.0821228,-7.483366666666669,2.132978222399041
2024-12-02 21:30:00,0.0,46.662333333333336,3.1245666666666665,101.81366666666666,0.1339011,3.037446,-51.89584,-7.542966666666667,2.1224258723227565
2024-12-02 22:00:00,0.0,48.29866666666667,2.7511333333333337,101.839,-18.91861,3.037462,-85.06618,-7.589133333333333,2.114321619687498
2024-12-02 22:30:00,0.0,50.82033333333333,2.1822,101.86433333333332,0.4291326,3.037414,-91.19363,-7.653733333333333,2.1032378802095844
2024-12-02 23:00:00,0.0,52.96333333333334,1.779,101.87566666666666,0.4770822,3.037318,-90.76814,-7.628333333333332,2.1071485049321894
2024-12-02 23:30:00,0.0,51.79866666666667,1.8783666666666667,101.905,0.4103132,3.037217,-91.68744,-7.761899999999999,2.0848326759319993
2024-12-04 00:00:00,0.0,49.41833333333333,1.9961,102.23633333333332,0.5595611,3.037222,-88.65475,-8.120233333333333,2.0209963743817743
2024-12-04 00:30:00,0.0,50.492,1.7293666666666667,102.259,0.5190241,3.037189,-88.07483,-8.172233333333333,2.0123849782850414
2024-12-04 01:00:00,0.0,51.083333333333336,1.4385666666666663,102.264,0.5191858,3.037135,-87.81664,-8.344766666666667,1.9854141479942513
2024-12-04 01:30:00,0.0,51.278,1.227766666666667,102.285,0.5650218,3.037063,-87.62402,-8.516633333333333,1.9585618257865218
2024-12-04 02:00:00,0.0,51.26233333333333,1.0013666666666667,102.315,0.516065,3.037004,-88.51253,-8.746166666666667,1.9231704875735354
2024-12-04 02:30:00,0.0,51.83466666666666,0.6913666666666667,102.30866666666668,0.5338235,3.037015,-88.24196,-8.9417,1.8940657051958902
2024-12-04 03:00:00,0.0,52.575,0.4510666666666666,102.29633333333337,0.4692768,3.037071,-87.2469,-9.033933333333334,1.8806457846917657
2024-12-04 03:30:00,0.0,54.234,0.0977666666666666,102.28566666666669,0.465424,3.036973,-85.81963,-9.055433333333333,1.877672905999101
2024-12-04 04:00:00,0.0,55.97733333333333,-0.3036,102.282,0.536849,3.036792,-84.73798,-9.108133333333335,1.8699918899947878
2024-12-04 04:30:00,0.0,56.912000000000006,-0.4851,102.285,0.4878428,3.036724,-84.97214,-9.102699999999999,1.8707344910208084
2024-12-04 05:00:00,0.0,58.58633333333333,-0.8375666666666667,102.253,0.3895675,3.036577,-83.79851,-9.120300000000002,1.8687375477085986
2024-12-04 05:30:00,0.0,59.31433333333334,-0.9549333333333332,102.239,0.4757975,3.036366,-82.68498,-9.092066666666666,1.8731394946300315
2024-12-04 06:00:00,0.0,59.800666666666665,-1.0083666666666666,102.22266666666664,0.4544135,3.036127,-80.74681,-9.048233333333334,1.8798928854638621
2024-12-04 06:30:00,0.0,61.65766666666666,-1.2181666666666666,102.22166666666666,0.5387886,3.035924,-66.37474,-8.886633333333336,1.9038763473235567
2024-12-04 07:00:00,0.0,62.31466666666667,-1.3756,102.22533333333334,0.4452882,3.035611,-81.18657,-8.912666666666667,1.899929080979701
2024-12-04 07:30:00,0.0,63.531,-1.5765333333333331,102.22433333333332,0.4277853,3.03521,-80.63799,-8.870333333333333,1.9062589024583978
2024-12-04 08:00:00,0.0,63.533,-1.6259333333333332,102.20833333333331,0.4771595,3.035033,-79.6794,-8.919333333333334,1.8992531094196625
2024-12-04 08:30:00,0.0,64.415,-1.8053333333333328,102.20066666666666,0.4992892,3.034783,-78.46635,-8.922333333333333,1.89894930962041
2024-12-04 09:00:00,0.0,64.96933333333332,-1.9080333333333328,102.183,0.4865431,3.034314,-78.47533,-8.914166666666668,1.9004937371418351
2024-12-04 09:30:00,0.0,66.37100000000001,-2.1228333333333333,102.169,0.4890153,3.033916,-77.33449,-8.848633333333332,1.910536630479677
2024-12-04 10:00:00,0.0,69.09666666666666,-2.5263,102.17,0.5248458,3.033502,-76.48102,-8.706966666666666,1.9318180268455587
2024-12-04 10:30:00,0.0,70.264,-2.690166666666667,102.14133333333332,0.5140985,3.032731,-75.98953,-8.637366666666667,1.9429058666479349
2024-12-04 11:00:00,0.0,69.364,-2.46,102.136,0.3689277,3.030918,-75.49767,-8.5872,1.9506403598137125
2024-12-04 11:30:00,0.0,69.67766666666667,-2.4770333333333334,102.14633333333332,0.4303596,3.031151,-73.85509,-8.5415,1.9574186783803673
2024-12-04 12:00:00,0.0,67.80733333333333,-2.0512666666666663,102.127,0.5215932,3.031806,-67.93338,-8.4898,1.9657097646717656
2024-12-04 12:30:00,0.0,65.468,-1.3152666666666666,102.10866666666666,-0.02275223,3.03267,-19.57718,-8.221666666666666,2.0076073378978863
2024-12-04 13:00:00,0.0,62.47666666666667,-0.7143999999999999,102.066,0.1517606,3.034068,23.80075,-8.219066666666667,2.0088544190503894
2024-12-04 13:30:00,0.0,61.35733333333334,-0.4707666666666666,102.055,0.1757629,3.034759,18.47043,-8.1993,2.012166793622695
2024-12-04 14:00:00,0.0,60.013333333333335,-0.003,102.04033333333334,0.1759666,3.035112,50.01849,-8.000333333333332,2.0438581770463986
2024-12-04 14:30:00,0.0,55.81366666666667,0.6383333333333333,102.003,0.1741104,3.035702,70.54916,-8.198933333333333,2.0132513210789615
2024-12-04 15:00:00,0.0,51.961,1.4527,101.93566666666668,0.1840397,3.036106,129.2587,-8.155100000000001,2.0214708131651045
2024-12-04 15:30:00,0.0,48.05733333333333,2.196833333333333,101.85966666666668,0.1795342,3.036619,129.5391,-8.1917,2.017223826861948
2024-12-04 16:00:00,0.0,43.06066666666666,3.113233333333333,101.77166666666668,0.1955317,3.037006,236.3976,-8.274633333333334,2.005967766018895
2024-12-04 16:30:00,0.0,41.14833333333333,3.6026,101.67833333333331,0.1968718,3.037181,307.7822,-8.167733333333334,2.0246007595177105
2024-12-04 17:00:00,0.0,40.47733333333333,4.1031,101.56333333333332,0.2008284,3.037367,298.7919,-7.8014333333333346,2.0854466485514127
2024-12-04 17:30:00,0.0,39.21666666666667,4.670633333333333,101.44766666666666,0.1986649,3.0369,284.0895,-7.486033333333333,2.1395049360965173
2024-12-04 18:00:00,0.0,36.76433333333333,4.816833333333333,101.338,0.1948368,3.037241,289.6052,-7.830299999999999,2.0854109856312584
2024-12-04 18:30:00,0.0,34.66766666666667,4.8347,101.29066666666668,0.1831223,3.037619,130.299,-8.231766666666667,2.022248506692879
2024-12-04 19:00:00,0.0,35.04766666666667,4.656433333333334,101.22533333333334,0.1712017,3.03784,84.19888,-8.334033333333332,2.0074906351257322
2024-12-04 19:30:00,0.0,35.879,4.467366666666666,101.17833333333331,0.1577732,3.037909,23.08441,-8.356833333333334,2.0048566319470256
2024-12-04 20:00:00,0.0,37.12533333333333,4.417666666666666,101.11833333333334,0.09704997,3.037961,-2.337616,-8.157266666666668,2.037486749427451
2024-12-04 20:30:00,0.0,38.397333333333336,4.405433333333334,101.05766666666666,-0.2239473,3.037908,-6.358276,-7.9151,2.0774747734370735
2024-12-04 21:00:00,0.0,37.91066666666666,4.5194,101.00033333333334,-0.1154054,3.037831,-3.971405,-7.8984666666666685,2.081343536100952
2024-12-04 21:30:00,0.0,37.831,4.492133333333333,100.94266666666668,-0.3920002,3.037893,-8.900116,-7.941666666666666,2.0755552858638544
2024-12-04 22:00:00,0.0,38.009,4.455133333333333,100.852,1.253089,3.037967,-14.99609,-7.943066666666666,2.077197562523052
2024-12-04 22:30:00,0.0,37.931333333333335,4.487333333333334,100.776,0.7924806,3.038001,-27.36758,-7.926399999999999,2.081460212090726
2024-12-04 23:00:00,0.0,36.635666666666665,4.809733333333333,100.736,0.7349499,3.038076,-37.14618,-7.863133333333335,2.092547238638082
2024-12-04 23:30:00,0.0,35.41133333333333,5.139066666666666,100.71933333333332,0.8833054,3.038017,-18.33313,-7.778666666666669,2.106663842441683
2024-12-05 00:00:00,0.0,35.532000000000004,5.362833333333333,100.63733333333332,0.8498191,3.037986,-17.60754,-7.530766666666665,2.1492969233496955
2024-12-05 00:30:00,0.0,36.199333333333335,5.4824,100.588,0.8360859,3.03799,-20.72217,-7.277733333333332,2.1928638092352037
2024-12-05 01:00:00,0.0,36.90233333333333,5.640766666666666,100.52733333333336,0.8293622,3.037937,-20.95892,-6.978766666666667,2.2454132645217006
2024-12-05 01:30:00,0.0,37.699666666666666,5.7328,100.47066666666666,0.8882879,3.037872,-15.02902,-6.727266666666666,2.2906207683705846
2024-12-05 02:00:00,0.0,38.214333333333336,5.883266666666667,100.427,0.8747467,3.037858,-16.47729,-6.473866666666667,2.3366823721758325
2024-12-05 02:30:00,0.0,38.257666666666665,6.0812,100.384,0.8580396,3.03781,-13.43555,-6.267266666666667,2.375025017397036
2024-12-05 03:00:00,0.121,39.075,6.255433333333333,100.35566666666666,0.861599,3.037885,-14.55142,-5.929566666666665,2.437894870873153
2024-12-05 03:30:00,0.3023666666666667,44.767,5.953433333333334,100.28166666666668,0.7855349,3.033918,-15.79639,-5.093166666666666,2.600158491680035
2024-12-05 04:00:00,0.0007,45.802,5.997433333333333,100.21366666666668,0.681006,3.021878,-12.88068,-4.842166666666667,2.6519137837176876
2024-12-05 04:30:00,0.0,44.154,6.2819666666666665,100.15133333333333,0.837931,3.034771,-12.53503,-4.8872333333333335,2.6445235171125234
2024-12-05 05:00:00,0.0,41.93,6.5911333333333335,100.061,0.8279395,3.037106,-14.7818,-5.022866666666667,2.6198383844445434
2024-12-05 05:30:00,0.0,41.15,6.632933333333333,99.98333333333332,0.7917866,3.037375,-22.05276,-5.137066666666667,2.599253048662961
2024-12-05 06:00:00,0.0,41.085,6.460433333333333,99.91633333333334,0.637335,3.037416,-49.29544,-5.322566666666667,2.564596234297269
2024-12-05 06:30:00,0.0,41.13533333333333,6.454133333333333,99.856,0.6690275,3.037351,-44.50305,-5.318800000000001,2.566883266100544
2024-12-05 07:00:00,0.0,41.998666666666665,6.3221333333333325,99.80833333333334,0.7242361,3.037405,-33.78503,-5.278133333333334,2.5760630713959154
2024-12-05 07:30:00,0.0,43.82533333333333,6.0959,99.72666666666667,0.5790189,3.037289,-64.92899,-5.139033333333334,2.6055642648243187
2024-12-05 08:00:00,0.0,44.646,6.0934333333333335,99.67866666666669,0.5690145,3.037135,-70.8497,-4.977366666666667,2.638993604765799
2024-12-05 08:30:00,0.0,44.574666666666666,6.0340333333333325,99.615,0.5540108,3.036996,-70.87994,-5.051033333333334,2.625969815010778
2024-12-05 09:00:00,0.0,43.664,6.223833333333333,99.56966666666666,0.5441442,3.036925,-73.02522,-5.043366666666666,2.6286958271088245
2024-12-05 09:30:00,0.0,42.549,6.5061,99.647,0.7276468,3.036949,-37.83102,-4.9841,2.638486161673808
2024-12-05 10:00:00,0.0591333333333333,65.86166666666666,4.6843,99.827,0.9942479,3.035781,-16.5452,-2.143366666666667,3.2586027963113815
2024-12-05 10:30:00,0.0,72.46333333333334,4.0995333333333335,99.801,0.773084,2.977061,-18.93018,-1.407799999999999,3.4414177904591257
2024-12-05 11:00:00,0.0,69.70433333333334,4.301933333333333,99.82,0.9104213,3.015584,-21.02914,-1.7571999999999992,3.353246921658288
2024-12-05 11:30:00,0.0,66.235,4.4812,99.798,0.8687469,3.019669,-20.84061,-2.2718,3.228671962092985
2024-12-05 12:00:00,0.0,64.01066666666667,4.755633333333334,99.85099999999998,0.5743045,3.017532,-26.79178,-2.4422333333333333,3.186400623502124
2024-12-05 12:30:00,0.0,65.18333333333334,5.057533333333334,99.908,0.7034748,3.025192,-27.01291,-1.9057999999999993,3.31370384953075
2024-12-05 13:00:00,0.0426,68.28433333333334,5.1170333333333335,99.95766666666668,-0.5222185,3.024411,-15.75409,-1.2260999999999989,3.4822571187280804
2024-12-05 13:30:00,0.0023,65.398,4.0547,100.01733333333333,-0.3026874,3.015763,-5.957611,-2.8657000000000004,3.0824496355828397
2024-12-05 14:00:00,0.0,52.44133333333333,4.4341,100.07366666666668,0.1238862,3.028723,6.686462,-5.077633333333334,2.608644717300092
2024-12-05 14:30:00,0.0006666666666666,35.06766666666667,3.7505333333333337,100.195,0.1949846,3.033777,100.7644,-9.235933333333334,1.8899262005032365
2024-12-05 15:00:00,0.0,34.27733333333333,3.1691333333333334,100.318,0.1999058,3.036931,201.7146,-9.9754,1.7807430927752732
2024-12-05 15:30:00,0.0,34.124,2.620633333333333,100.34133333333332,0.1962038,3.037448,216.2864,-10.554566666666666,1.7004583405259082
2024-12-05 16:00:00,0.0,33.43566666666666,2.8962,100.392,0.1958815,3.03748,276.5834,-10.416666666666668,1.7183108410916033
2024-12-05 16:30:00,0.0,34.36933333333333,2.700733333333333,100.41633333333334,0.1956783,3.03753,308.9328,-10.4254,1.7167038490984299
2024-12-05 17:00:00,0.0,33.181666666666665,3.2016333333333336,100.39866666666668,0.1962661,3.037584,310.5368,-10.162033333333332,1.7532296176720679
2024-12-05 17:30:00,0.0,33.93833333333333,3.196966666666667,100.44966666666669,0.196086,3.0372,321.3621,-10.015366666666667,1.7727951398474424
2024-12-05 18:00:00,0.0,34.475,3.311633333333333,100.50366666666667,0.191649,3.037003,339.1888,-9.793366666666667,1.803194470175926
2024-12-05 18:30:00,0.0,35.85066666666667,2.570933333333333,100.574,0.1868077,3.036975,319.4543,-10.258933333333333,1.7367871310095557
2024-12-05 19:00:00,0.0,36.53833333333333,2.649633333333333,100.60733333333332,0.1784648,3.037145,296.126,-10.0427,1.76619146743376
2024-12-05 19:30:00,0.0,36.469,2.5638666666666667,100.64133333333332,0.1694665,3.037344,214.0219,-10.142333333333333,1.7517278906947642
2024-12-05 20:00:00,0.0,36.79933333333334,2.289,100.712,0.1573571,3.037552,164.0735,-10.351133333333333,1.721773442903418
2024-12-05 20:30:00,0.0,37.525666666666666,1.9322666666666668,100.79766666666666,0.1238286,3.037629,105.3599,-10.5626,1.6916720353669459
2024-12-05 21:00:00,0.0,37.53933333333334,1.4285666666666663,100.86733333333332,0.09204361,3.037864,-3.29715,-11.063566666666665,1.6244003266921605
2024-12-05 21:30:00,0.0,38.43566666666666,0.8676666666666667,100.94166666666666,0.1395044,3.038013,-59.64703,-11.445200000000002,1.5744431324424475
2024-12-05 22:00:00,0.0,38.80333333333333,0.4695333333333333,101.027,3.636278,3.038145,-90.79982,-11.769800000000002,1.5327081991149625
2024-12-05 22:30:00,0.0,40.07266666666667,0.0848333333333333,101.099,0.4740439,3.038248,-96.29942,-11.900633333333332,1.5156059999584017
2024-12-05 23:00:00,0.0,40.898,-0.2857,101.17733333333334,0.5180598,3.038299,-94.87621,-12.1061,1.489610361914337
