time,alt,atmos_pressure,base_time,lat,lon,qc_atmos_pressure,qc_logger_temp,qc_logger_volt,qc_rh_mean,qc_temp_mean,qc_wdir_vec_mean,qc_wspd_arith_mean,qc_wspd_vec_mean,qc_wxt_cumul_precip,qc_wxt_precip_rate_mean,rh_mean,rh_std,temp_mean,temp_std,time_offset,wdir_vec_mean,wspd_arith_mean,wspd_vec_mean,wxt_precip_rate_mean
2025-05-23 00:01:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.5,0.091,14.1,0.0,2025-05-23 00:01:00,272.8,3.077,2.999,0.0
2025-05-23 00:02:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,75.8,0.262,14.06,0.05,2025-05-23 00:02:00,277.5,4.497,4.435,0.0
2025-05-23 00:03:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,75.66,0.152,14.1,0.0,2025-05-23 00:03:00,268.5,3.412,3.359,0.0
2025-05-23 00:04:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.22,0.096,14.1,0.0,2025-05-23 00:04:00,268.4,2.402,2.322,0.0
2025-05-23 00:05:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.44,0.141,14.03,0.046,2025-05-23 00:05:00,273.9,2.465,2.402,0.0
2025-05-23 00:06:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.4,0.249,14.0,0.0,2025-05-23 00:06:00,273.5,2.377,2.182,0.0
2025-05-23 00:07:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,75.96,0.23,14.0,0.0,2025-05-23 00:07:00,267.5,3.295,3.258,0.0
2025-05-23 00:08:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,75.7,0.203,14.0,0.0,2025-05-23 00:08:00,262.3,2.238,2.193,0.0
2025-05-23 00:09:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,75.97,0.108,14.0,0.0,2025-05-23 00:09:00,268.5,2.322,2.267,0.0
2025-05-23 00:10:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.23,0.166,14.0,0.0,2025-05-23 00:10:00,278.7,2.675,2.635,0.0
2025-05-23 00:11:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.38,0.12,14.0,0.0,2025-05-23 00:11:00,275.5,2.897,2.821,0.0
2025-05-23 00:12:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,75.98,0.218,14.0,0.0,2025-05-23 00:12:00,266.9,3.072,3.026,0.0
2025-05-23 00:13:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.06,0.072,14.0,0.0,2025-05-23 00:13:00,267.6,2.745,2.703,0.0
2025-05-23 00:14:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.15,0.107,14.0,0.0,2025-05-23 00:14:00,270.4,3.177,3.159,0.0
2025-05-23 00:15:00,158.0,99.0,2025-05-23,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,76.57,0.313,14.0,0.0,2025-05-23 00:15:00,275.5,2.417,2.366,0.0
