time,alt,atmos_pressure,base_time,lat,lon,qc_atmos_pressure,qc_logger_temp,qc_logger_volt,qc_rh_mean,qc_temp_mean,qc_wdir_vec_mean,qc_wspd_arith_mean,qc_wspd_vec_mean,qc_wxt_cumul_precip,qc_wxt_precip_rate_mean,rh_mean,rh_std,temp_mean,temp_std,time_offset,wdir_vec_mean,wspd_arith_mean,wspd_vec_mean,wxt_precip_rate_mean
2025-05-26 00:01:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,46.73,0.286,17.1,0.0,2025-05-26 00:01:00,266.8,1.088,1.083,0.0
2025-05-26 00:02:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,46.77,0.171,17.1,0.0,2025-05-26 00:02:00,273.5,0.902,0.897,0.0
2025-05-26 00:03:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,46.78,0.279,17.1,0.0,2025-05-26 00:03:00,275.2,0.763,0.756,0.0
2025-05-26 00:04:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,46.35,0.487,17.1,0.0,2025-05-26 00:04:00,272.0,1.062,1.052,0.0
2025-05-26 00:05:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,47.52,0.2,17.1,0.0,2025-05-26 00:05:00,277.3,1.205,1.191,0.0
2025-05-26 00:06:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,47.34,0.34,17.07,0.044,2025-05-26 00:06:00,291.9,1.188,1.182,0.0
2025-05-26 00:07:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,47.35,0.665,17.04,0.049,2025-05-26 00:07:00,279.4,0.925,0.91,0.0
2025-05-26 00:08:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,47.76,0.909,17.0,0.0,2025-05-26 00:08:00,270.1,1.095,1.084,0.0
2025-05-26 00:09:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,48.17,0.555,17.0,0.0,2025-05-26 00:09:00,272.9,1.305,1.296,0.0
2025-05-26 00:10:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,47.88,0.462,17.0,0.0,2025-05-26 00:10:00,292.8,1.062,1.045,0.0
2025-05-26 00:11:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,47.27,0.37,16.93,0.047,2025-05-26 00:11:00,279.2,0.817,0.799,0.0
2025-05-26 00:12:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,47.78,0.763,16.9,0.0,2025-05-26 00:12:00,269.1,1.015,1.009,0.0
2025-05-26 00:13:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,48.01,0.269,16.9,0.0,2025-05-26 00:13:00,275.5,0.97,0.962,0.0
2025-05-26 00:14:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,49.42,0.842,16.9,0.0,2025-05-26 00:14:00,275.4,1.228,1.224,0.0
2025-05-26 00:15:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,48.16,0.258,16.82,0.043,2025-05-26 00:15:00,285.5,0.997,0.985,0.0
2025-05-26 00:16:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,49.73,0.291,16.8,0.0,2025-05-26 00:16:00,264.9,1.322,1.317,0.0
2025-05-26 00:17:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,50.23,0.228,16.72,0.041,2025-05-26 00:17:00,280.0,1.588,1.542,0.0
2025-05-26 00:18:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,50.08,0.431,16.68,0.042,2025-05-26 00:18:00,279.3,1.215,1.21,0.0
2025-05-26 00:19:00,158.0,100.2,2025-05-26,39.422,-77.21,0,0,0,0,0,0,0,0,0,0,51.21,0.73,16.6,0.0,2025-05-26 00:19:00,307.9,0.86,0.816,0.0
